Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,1106.5797108802444,32.85232303977013,-1.0,33.26529288733596
General,RNN,44.88380304564021,5.905022033055624,0.9599470128297052,6.699537524757974
General,GRU,979.0324387272241,30.850086822509766,-0.7645409639368851,31.289494063139212
General,LSTM,899.3017475598115,29.52959813117981,-0.6173538750244523,29.988360201248273
MA,CNN,40.24799701113074,5.356086599561904,0.9685049568910382,6.344130910623672
MA,RNN,55.25131030979963,5.515128482182821,0.9408080439941533,7.433122514112062
MA,GRU,23.18725089555981,3.922057246102227,1.0,4.815314205278801
MA,LSTM,26.727125999012728,4.287017158932156,0.9934652026219515,5.169828430326555
DReg,CNN,121.83246446901678,9.319021316634284,0.8178956985267345,11.037774434595807
DReg,RNN,57.29673059167473,5.662406214608087,0.937032089559499,7.569460389728896
DReg,GRU,49.00457380574949,5.130869298511081,0.9523398512288805,7.000326692787237
DReg,LSTM,28.11640396886957,4.300871198442247,0.9909005217308242,5.302490355377326
MA DReg,CNN,74.99806746181586,7.654915139940049,0.9043544819077136,8.66014246198155
MA DReg,RNN,70.88850364939023,6.641099923451741,0.9119409548881214,8.41953108251227
MA DReg,GRU,65.09553265572747,6.231094756656223,0.9226350868996078,8.068180256769644
MA DReg,LSTM,45.25371360151751,4.901564122305976,0.9592641383044707,6.7270880477006925
HY,CNN LSTM,211.75560389358668,13.581274669435288,0.6518928089998106,14.551824761643699
HY,LSTM RNN GRU,53.72268672043625,5.416428357230292,0.9436299642969492,7.329576162400951
HY,CNN RNN GRU,28.70379828397616,4.282710986667209,0.9898161606395262,5.357592582865569
HY,CNN GRU,261.50688457385434,15.30366958618164,0.5600493034967893,16.17117449580748
HY,RNN GRU,205.11700908311852,13.334594621658324,0.6641480074725084,14.321906614802323
HY,RNN LSTM,231.13179514142536,14.276801295810275,0.616123331246361,15.203019277151014
MA HY,CNN LSTM,233.10532972263607,14.34575714111328,0.6124800816316485,15.267787322419581
MA HY,LSTM RNN GRU,48.455060806652966,5.098032013575236,0.9533542813996505,6.96096694480393
MA HY,CNN RNN GRU,28.889515543601135,4.2757934040493435,0.9894733167182612,5.374896793762754
MA HY,CNN GRU,236.92853459976473,14.478396072387694,0.6054222424490081,15.392483055042312
MA HY,RNN GRU,246.24738906661534,14.796647629208033,0.5882191423517775,15.692271634999674
MA HY,RNN LSTM,232.78192605156963,14.334504022598265,0.6130771019784045,15.257192600592338
