Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,0.03401012223794423,0.1323836459033191,0.9533102774530331,0.1844183348746654
General,RNN,0.02111024540837196,0.10671298667995464,0.9825183524848469,0.14529365233337607
General,GRU,0.8966983330028301,0.8622388309902616,-1.0,0.9469415678925655
General,LSTM,0.08104538315803313,0.21133007586002353,0.8468124055551014,0.2846847083319249
MA,CNN,0.07108138221886931,0.22377259615394804,0.8693730308147931,0.2666109191666187
MA,RNN,0.0543467930225197,0.20398300003674297,0.907263713286508,0.23312398637317375
MA,GRU,0.13012507545636556,0.3125430759125286,0.7356855045678192,0.3607285342974209
MA,LSTM,0.1515983382176633,0.2784471976757049,0.6870654535242291,0.3893563126721632
DReg,CNN,0.3808331486178702,0.5492179097731908,0.1680289053051245,0.6171168030590888
DReg,RNN,0.01338939768123311,0.08387620805038344,1.0,0.11571256492375022
DReg,GRU,0.017139461876120025,0.10056902497385936,0.9915090540921074,0.130917767610512
DReg,LSTM,0.019956422741342614,0.10142693436808055,0.9851308533232073,0.14126720334650436
MA DReg,CNN,0.8953622234115812,0.8400476420587963,-0.9969747626502554,0.9462358180768583
MA DReg,RNN,0.047156931058509474,0.17253190567096074,0.9235430956781114,0.21715646676649875
MA DReg,GRU,0.050154157268039144,0.199958540002505,0.9167567356863191,0.2239512385945636
MA DReg,LSTM,0.19754960947699177,0.3141109106938045,0.583021965630385,0.44446553238354913
HY,CNN LSTM,0.020201931768687162,0.10303380060940981,0.9845749684735756,0.1421334998115756
HY,LSTM RNN GRU,0.01577547344686468,0.09397025533434417,0.9945974150827248,0.1256004516188723
HY,CNN RNN GRU,0.026130086077507636,0.12603510593374573,0.971152361565015,0.16164803146808698
HY,CNN GRU,0.025528373520972196,0.11877185790075195,0.9725147672477255,0.15977601046769255
HY,RNN GRU,0.013616484612804895,0.08868344485552772,0.999485826707982,0.11668969368716714
HY,RNN LSTM,0.016158525855963515,0.09456120764215786,0.9937301026537855,0.1271161903770071
MA HY,CNN LSTM,0.13043080784837333,0.26597644752926297,0.7349932611639949,0.36115205640889453
MA HY,LSTM RNN GRU,0.13428425918120426,0.2870688413249122,0.7262682247045189,0.3664481671139921
MA HY,CNN RNN GRU,0.7421977399928705,0.7374239823553297,-0.6501776743519327,0.8615089900824427
MA HY,CNN GRU,0.7943817769522838,0.774850007030699,-0.7683334743731653,0.8912809753115366
MA HY,RNN GRU,0.04523570763610552,0.18016679889625975,0.9278931556527781,0.21268687697200672
MA HY,RNN LSTM,0.0788743652625763,0.20653385063012442,0.851728053543348,0.28084580335582066
