,training_loss,validation_loss,training_accuracy,validation_accuracy
0,2.143584728240967,0.9006219506263733,,
1,0.6592270135879517,0.5626025795936584,,
2,0.5085154175758362,0.4749625027179718,,
3,0.37996721267700195,0.234256774187088,,
4,0.2130284160375595,0.2503065764904022,,
5,0.15301001071929932,0.15175920724868774,,
6,0.09106194227933884,0.06523503363132477,,
7,0.05222785472869873,0.032644398510456085,,
8,0.039885204285383224,0.052004747092723846,,
9,0.044349800795316696,0.04665065556764603,,
10,0.04699799790978432,0.039152100682258606,,
11,0.0592072531580925,0.03275066986680031,,
12,0.057588014751672745,0.04035845398902893,,
13,0.03803695738315582,0.052127350121736526,,
14,0.03842524066567421,0.028491873294115067,,
15,0.034879688173532486,0.024438895285129547,,
16,0.03158644586801529,0.024791819974780083,,
17,0.033426932990550995,0.05414590239524841,,
18,0.05574819818139076,0.06083259731531143,,
19,0.0633229985833168,0.0678052306175232,,
20,0.04857443645596504,0.03326181322336197,,
21,0.03223518654704094,0.038677629083395004,,
22,0.036036960780620575,0.04338781535625458,,
23,0.041125304996967316,0.024708900600671768,,
24,0.04181404784321785,0.028296368196606636,,
25,0.03628300502896309,0.05511811003088951,,
26,0.04386431723833084,0.03899966925382614,,
27,0.03743339329957962,0.02573549561202526,,
28,0.043338123708963394,0.033012013882398605,,
29,0.031476981937885284,0.0408547967672348,,
30,0.03818332031369209,0.023511718958616257,,
31,0.029994742944836617,0.029423363506793976,,
32,0.03868557885289192,0.02852727100253105,,
33,0.039718013256788254,0.07090652734041214,,
34,0.03973669558763504,0.02255646511912346,,
35,0.030846547335386276,0.043852996081113815,,
36,0.0341312512755394,0.03172444552183151,,
37,0.03217344731092453,0.02072918228805065,,
38,0.02983997017145157,0.04082159325480461,,
39,0.032370198518037796,0.020661048591136932,,
40,0.029374955222010612,0.03665006905794144,,
41,0.03880138322710991,0.022980019450187683,,
42,0.030673539265990257,0.03995492681860924,,
43,0.03795112296938896,0.0225626640021801,,
44,0.038915734738111496,0.03391409292817116,,
45,0.03731769323348999,0.04414720460772514,,
46,0.040299225598573685,0.024221401661634445,,
47,0.029154183343052864,0.02781987003982067,,
48,0.029819875955581665,0.04403024539351463,,
49,0.04669087752699852,0.05978301540017128,,
