Model,MSE,RMSE
cnn,1.439736968364964,1.199890398480196
rnn,0.2354874571648389,0.4852704989640715
gru,2.631109806425203,1.6220696059125215
lstm,2.7688273090138966,1.6639793595516432
mvg_cnn,0.9173645571141835,0.957791499813077
mvg_rnn,0.1434176326095116,0.3787052054164447
mvg_gru,1.8432404396070043,1.3576599130883273
mvg_lstm,3.07379765058652,1.7532249286918435
auto_cnn,1.1888856470489888,1.0903603289963317
auto_rnn,0.1714516686175143,0.4140672271715238
auto_gru,1.946325862862535,1.3951078319837986
auto_lstm,2.546511636721956,1.595779319555795
mvg_auto_cnn,1.7018334255447123,1.3045433781767137
mvg_auto_rnn,0.6378557693647424,0.7986587314771826
mvg_auto_gru,2.3078360692035953,1.5191563675947237
mvg_auto_lstm,2.7014008700129857,1.6435938884082606
