,training_loss,validation_loss,training_accuracy,validation_accuracy
0,1.2446266412734985,0.9008992314338684,,
1,0.9105755090713501,1.079373836517334,,
2,0.9928343892097473,0.9240850806236267,,
3,0.9237664341926575,0.8609843850135803,,
4,0.9285973310470581,0.8538718223571777,,
5,0.8742879033088684,0.9002736806869507,,
6,0.8790293335914612,0.8398168683052063,,
7,0.8486179113388062,0.8263193368911743,,
8,0.8778097033500671,0.7998790144920349,,
9,0.8890905380249023,0.8495199084281921,,
10,0.8589414358139038,0.7094427347183228,,
11,0.9334214329719543,0.6866240501403809,,
12,0.8558993339538574,0.7191271185874939,,
13,0.8359429240226746,0.6641733050346375,,
14,0.7789437770843506,0.6396256685256958,,
15,0.7891523838043213,0.6071648597717285,,
16,0.7981913685798645,0.5724438428878784,,
17,0.7592387795448303,0.549282968044281,,
18,0.9422045946121216,0.7193647027015686,,
19,0.8320590853691101,0.5209881067276001,,
20,0.8023865222930908,0.5297940969467163,,
21,0.8511613607406616,0.5383928418159485,,
22,0.7521952986717224,0.46988606452941895,,
23,0.8001100420951843,0.44766613841056824,,
24,0.7452576160430908,0.4219397306442261,,
25,0.7679358124732971,0.41030606627464294,,
26,0.7437910437583923,0.3940826654434204,,
27,0.7349463105201721,0.34950411319732666,,
28,0.7598358988761902,0.33834007382392883,,
29,0.7708798050880432,0.3214280605316162,,
30,0.7778136730194092,0.28766924142837524,,
31,0.741923987865448,0.2680613696575165,,
32,0.7276202440261841,0.26634737849235535,,
33,0.712210476398468,0.23475398123264313,,
34,0.7229918837547302,0.22171302139759064,,
35,0.7546792030334473,0.23693177103996277,,
36,0.717301607131958,0.18591058254241943,,
37,0.7397435307502747,0.16349121928215027,,
38,0.6713964343070984,0.14098778367042542,,
39,0.7971871495246887,0.18313923478126526,,
40,0.7554082870483398,0.12519016861915588,,
41,0.6786300539970398,0.11414863169193268,,
42,0.6811451315879822,0.11920715123414993,,
43,0.7058035731315613,0.12524011731147766,,
44,0.7449952960014343,0.09319673478603363,,
45,0.7650462985038757,0.09748242050409317,,
46,0.7180935144424438,0.09057094156742096,,
47,0.7243124842643738,0.11168313026428223,,
48,0.8304641246795654,0.09207509458065033,,
49,0.7518668174743652,0.11809635162353516,,
