Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,0.0629616146175607,0.1929369974508882,0.970770918472565,0.2509215307971014
General,RNN,0.07521160726713193,0.19812147681083944,0.9610965796597624,0.2742473468734601
General,GRU,0.9239733431788054,0.7820205444759794,0.29079343422567727,0.9612353214373707
General,LSTM,0.0395176736785753,0.1362745818744103,0.989285593071902,0.19879052713490977
MA,CNN,0.09607831798526471,0.25613401504026523,0.9446172530862056,0.30996502703573625
MA,RNN,0.05395390242327011,0.19366670939657424,0.9778846908795085,0.23227979340284877
MA,GRU,0.11064933601404671,0.28646911296579575,0.933109902078707,0.33263994951605963
MA,LSTM,0.1646986113235751,0.29141616764995787,0.8904248967167547,0.4058307668518678
DReg,CNN,0.16468671450491668,0.3594735567106141,0.890434292139086,0.4058161092230281
DReg,RNN,0.031035277530902336,0.13005359252086945,0.9959845011140933,0.17616832158734536
DReg,GRU,0.03236586856978119,0.12906657742129432,0.994933676929979,0.17990516548943553
DReg,LSTM,0.028647182252240475,0.11414585904114774,0.9978704812533417,0.1692547850202188
MA DReg,CNN,2.558422000326738,1.3718755608755682,-1.0,1.5995067990873744
MA DReg,RNN,0.22126510248982076,0.38592444496022327,0.8457519392180561,0.47038824654727585
MA DReg,GRU,0.12367202886479871,0.30442531449927224,0.9228253291408086,0.3516703411787788
MA DReg,LSTM,0.34607224003921083,0.4424795913696289,0.7471864486541806,0.5882790494648019
HY,CNN LSTM,0.03475027317430586,0.12258903397454156,0.993050611472647,0.18641425153218802
HY,LSTM RNN GRU,0.028348402322315384,0.12041662393758695,0.9981064404375835,0.1683698379232913
HY,CNN RNN GRU,0.05125436772819277,0.14199983588523335,0.9800166279364675,0.22639427494570788
HY,CNN GRU,0.052197466427733215,0.14308446745905612,0.9792718228892916,0.2284676485363589
HY,RNN GRU,0.026665716884430368,0.12074773475631245,0.9994353285036541,0.16329640805734327
HY,RNN LSTM,0.025950709707866844,0.115708003975451,1.0,0.16109223975060638
MA HY,CNN LSTM,0.19947652682938882,0.30894898093409007,0.8629593016400066,0.4466279512406146
MA HY,LSTM RNN GRU,0.11594054996202424,0.2823492064409786,0.9289312059824648,0.34050044047258476
MA HY,CNN RNN GRU,0.2725140329886947,0.41298554062843323,0.8052784849374746,0.5220287664379183
MA HY,CNN GRU,0.46134991202865805,0.576741035381953,0.656146781261721,0.6792274376294424
MA HY,RNN GRU,0.08370043601465728,0.23645196037160027,0.9543925915206111,0.2893102763723703
MA HY,RNN LSTM,0.1514485016009666,0.3451775781644715,0.9008890704048764,0.38916384929868114
