index,Location,Metrics,Model Category,Model,y
0,S1,MAE,General,CNN,0.9097887335883248
1,S1,MAE,General,RNN,0.893008829752604
2,S1,MAE,General,GRU,30.360710267623265
3,S1,MAE,General,LSTM,27.915436182816823
4,S1,MAE,MA,CNN,0.9480587927500408
5,S1,MAE,MA,RNN,5.436988462871976
6,S1,MAE,MA,GRU,3.9111406919691296
7,S1,MAE,MA,LSTM,2.512875562243991
8,S1,MAE,DReg,CNN,1.0864234129587809
9,S1,MAE,DReg,RNN,6.299383400811089
10,S1,MAE,DReg,GRU,5.560327635871039
11,S1,MAE,DReg,LSTM,4.206080473793878
12,S1,MAE,MA DReg,CNN,0.9328839630550808
13,S1,MAE,MA DReg,RNN,5.089007578955756
14,S1,MAE,MA DReg,GRU,5.338126091427274
15,S1,MAE,MA DReg,LSTM,5.676772099600898
16,S1,MAE,HY,CNN LSTM,14.425950395796033
17,S1,MAE,HY,RNN LSTM GRU,5.328745300504896
18,S1,MAE,HY,CNN RNN GRU,4.281994141472711
19,S1,MAE,HY,CNN GRU,14.593853130340577
20,S1,MAE,HY,RNN GRU,14.01437801890903
21,S1,MAE,HY,RNN LSTM,14.32437886238098
22,S1,MAE,MA HY,CNN LSTM,14.561955320570204
23,S1,MAE,MA HY,RNN LSTM GRU,5.405100428263347
24,S1,MAE,MA HY,CNN RNN GRU,4.283732265896267
25,S1,MAE,MA HY,CNN GRU,15.6465635310279
26,S1,MAE,MA HY,RNN GRU,14.194302824868096
27,S1,MAE,MA HY,RNN LSTM,14.476995363235472
28,S2,MAE,General,CNN,0.8548920906914605
29,S2,MAE,General,RNN,0.753069126341078
30,S2,MAE,General,GRU,30.020739238527085
31,S2,MAE,General,LSTM,31.21485738065508
32,S2,MAE,MA,CNN,0.8518659273783366
33,S2,MAE,MA,RNN,5.843434580696954
34,S2,MAE,MA,GRU,3.734019014570448
35,S2,MAE,MA,LSTM,1.3028103160858155
36,S2,MAE,DReg,CNN,1.281548629336887
37,S2,MAE,DReg,RNN,6.052155388726129
38,S2,MAE,DReg,GRU,5.1572881603240965
39,S2,MAE,DReg,LSTM,4.341110118230184
40,S2,MAE,MA DReg,CNN,0.820664308336046
41,S2,MAE,MA DReg,RNN,5.739891028934055
42,S2,MAE,MA DReg,GRU,4.918330239189995
