index,Location,Metrics,Model Category,Model,y
0,S1,R2,General,CNN,0.9998847437408394
1,S1,R2,General,RNN,1.0
2,S1,R2,General,GRU,-1.0
3,S1,R2,General,LSTM,-0.6992842433416707
4,S1,R2,MA,CNN,0.9996213347960046
5,S1,R2,MA,RNN,0.8887410328913068
6,S1,R2,MA,GRU,0.9526665052267818
7,S1,R2,MA,LSTM,0.9836235420788416
8,S1,R2,DReg,CNN,0.9983271063700048
9,S1,R2,DReg,RNN,0.8633998372969582
10,S1,R2,DReg,GRU,0.8848631826330118
11,S1,R2,DReg,LSTM,0.9444476204451056
12,S1,R2,MA DReg,CNN,0.9997217603729752
13,S1,R2,MA DReg,RNN,0.9007194734073061
14,S1,R2,MA DReg,GRU,0.8920143454565563
15,S1,R2,MA DReg,LSTM,0.8814308022673185
16,S1,R2,HY,CNN LSTM,0.506023795188044
17,S1,R2,HY,RNN LSTM GRU,0.8923895576213838
18,S1,R2,HY,CNN RNN GRU,0.942192985855528
19,S1,R2,HY,CNN GRU,0.4957410040891865
20,S1,R2,HY,RNN GRU,0.5307236729501368
21,S1,R2,HY,RNN LSTM,0.51218716652935
22,S1,R2,MA HY,CNN LSTM,0.4977037385342229
23,S1,R2,MA HY,RNN LSTM GRU,0.8898057225841485
24,S1,R2,MA HY,CNN RNN GRU,0.9423027419591016
25,S1,R2,MA HY,CNN GRU,0.4285620517021142
26,S1,R2,MA HY,RNN GRU,0.5200096290583753
27,S1,R2,MA HY,RNN LSTM,0.5029100038374474
28,S2,R2,General,CNN,0.999418312588578
29,S2,R2,General,RNN,1.0
30,S2,R2,General,GRU,-0.8540535684501299
31,S2,R2,General,LSTM,-1.0
32,S2,R2,MA,CNN,0.9994490068508444
33,S2,R2,MA,RNN,0.8834750476014877
34,S2,R2,MA,GRU,0.9597452342373224
35,S2,R2,MA,LSTM,0.996970109895784
36,S2,R2,DReg,CNN,0.9966597517996992
37,S2,R2,DReg,RNN,0.8776663743650281
38,S2,R2,DReg,GRU,0.9053771206602188
39,S2,R2,DReg,LSTM,0.947489665802628
40,S2,R2,MA DReg,CNN,0.999624339058866
41,S2,R2,MA DReg,RNN,0.8866047089735065
42,S2,R2,MA DReg,GRU,0.9152865088467328
43,S2,R2,MA DReg,LSTM,0.897760276911798
44,S2,R2,HY,CNN LSTM,0.5250609979116856
45,S2,R2,HY,RNN LSTM GRU,0.906331230301754
46,S2,R2,HY,CNN RNN GRU,0.941271956508192
47,S2,R2,HY,CNN GRU,0.5311519472409882
48,S2,R2,HY,RNN GRU,0.4768105324741121
49,S2,R2,HY,RNN LSTM,0.555636721931628
50,S2,R2,MA HY,CNN LSTM,0.6174745392781937
51,S2,R2,MA HY,RNN LSTM GRU,0.9014221078964352
52,S2,R2,MA HY,CNN RNN GRU,0.9406613596636384
53,S2,R2,MA HY,CNN GRU,0.4961042588163282
54,S2,R2,MA HY,RNN GRU,0.5482758518718669
55,S2,R2,MA HY,RNN LSTM,0.5630111787403513
56,S3,R2,General,CNN,0.9995137007313516
57,S3,R2,General,RNN,1.0
58,S3,R2,General,GRU,-1.0
59,S3,R2,General,LSTM,-0.6721622452533974
60,S3,R2,MA,CNN,0.9994817732094572
61,S3,R2,MA,RNN,0.8983242115526231
62,S3,R2,MA,GRU,0.9534576115085472
63,S3,R2,MA,LSTM,0.9810429226725657
64,S3,R2,DReg,CNN,0.9974654642922348
65,S3,R2,DReg,RNN,0.8849930783875748
66,S3,R2,DReg,GRU,0.9040385509442076
67,S3,R2,DReg,LSTM,0.9437390719562204
68,S3,R2,MA DReg,CNN,0.9994911144543306
69,S3,R2,MA DReg,RNN,0.8746214173717384
70,S3,R2,MA DReg,GRU,0.8918380340785923
71,S3,R2,MA DReg,LSTM,0.9123548551699444
72,S3,R2,HY,CNN LSTM,0.5256024100751315
73,S3,R2,HY,RNN LSTM GRU,0.9122224500248676
74,S3,R2,HY,CNN RNN GRU,0.9409430356174991
75,S3,R2,HY,CNN GRU,0.5315049961356761
76,S3,R2,HY,RNN GRU,0.5331723925566152
77,S3,R2,HY,RNN LSTM,0.5132551434418213
78,S3,R2,MA HY,CNN LSTM,0.4853176814455224
79,S3,R2,MA HY,RNN LSTM GRU,0.9039839466604612
80,S3,R2,MA HY,CNN RNN GRU,0.9409359815278642
81,S3,R2,MA HY,CNN GRU,0.581089425278831
82,S3,R2,MA HY,RNN GRU,0.4250058995597301
83,S3,R2,MA HY,RNN LSTM,0.5753581985579921
84,S4,R2,General,CNN,0.9997921291264016
85,S4,R2,General,RNN,1.0
86,S4,R2,General,GRU,-1.0
87,S4,R2,General,LSTM,-0.5037840796393591
88,S4,R2,MA,CNN,0.9995834671891124
89,S4,R2,MA,RNN,0.917988921625605
90,S4,R2,MA,GRU,0.9575151209951231
91,S4,R2,MA,LSTM,0.9748489905566466
92,S4,R2,DReg,CNN,0.9997011041354508
93,S4,R2,DReg,RNN,0.8845365888916099
94,S4,R2,DReg,GRU,0.9045680947681524
95,S4,R2,DReg,LSTM,0.957190033552658
96,S4,R2,MA DReg,CNN,0.9998068023722012
97,S4,R2,MA DReg,RNN,0.8887913650234185
98,S4,R2,MA DReg,GRU,0.9049322029162332
99,S4,R2,MA DReg,LSTM,0.9017828519881566
100,S4,R2,HY,CNN LSTM,0.6042423009950135
101,S4,R2,HY,RNN LSTM GRU,0.8869223251810343
102,S4,R2,HY,CNN RNN GRU,0.9600506654219858
103,S4,R2,HY,CNN GRU,0.5434163270184074
104,S4,R2,HY,RNN GRU,0.5583993705872683
105,S4,R2,HY,RNN LSTM,0.5529222226433275
106,S4,R2,MA HY,CNN LSTM,0.5469912720760928
107,S4,R2,MA HY,RNN LSTM GRU,0.9099124759337808
108,S4,R2,MA HY,CNN RNN GRU,0.9468321273641088
109,S4,R2,MA HY,CNN GRU,0.5742236863472783
110,S4,R2,MA HY,RNN GRU,0.5430825193186397
111,S4,R2,MA HY,RNN LSTM,0.5710954643774588
