Model,MSE,RMSE
cnn,425.9960380187347,20.639671461017365
rnn,464.0484684890714,21.541784245718166
gru,498.402737726838,22.32493533533385
lstm,634.1303980897914,25.181945875761695
mvg_cnn,684.3834462902505,26.160723351815992
mvg_rnn,508.9277315423139,22.559426666968154
mvg_gru,443.8499835189931,21.067747471407404
mvg_lstm,503.07183486621574,22.429262914019617
auto_cnn,5.133449058257621,2.2657116008569185
auto_rnn,443.5097083200188,21.05967018545207
auto_gru,556.9687481017938,23.600185340411922
auto_lstm,673.8899240705049,25.959389901738927
mvg_auto_cnn,76.71847209330654,8.758908156460286
mvg_auto_rnn,595.2566293404188,24.397881656824612
mvg_auto_gru,633.1168306902282,25.16181294521975
mvg_auto_lstm,645.2911325888834,25.402581219019524
hybrid_cnn_lstm,361.72565729404806,19.019086657724866
hybrid_lstm_rnn_gru,252.88441043783624,15.902339778719238
hybrid_cnn_rnn_gru,241.55674731911296,15.542095975739983
hybrid_cnn_gru,373.7807440903948,19.333410048162605
hybrid_rnn_gru,402.70018286673337,20.0673910328855
hybrid_rnn_lstm,379.09058143421083,19.470248622814523
mavg_hybrid_cnn_lstm,401.9435192459247,20.048529104299014
mavg_hybrid_lstm_rnn_gru,266.9088806677947,16.33734619415879
mavg_hybrid_cnn_rnn_gru,284.0222860583294,16.85296075051293
mavg_hybrid_cnn_gru,353.8400241820626,18.810635932420325
mavg_hybrid_rnn_gru,366.189000652418,19.136065443356372
mavg_hybrid_rnn_lstm,476.8792062398593,21.837564109576398
