,training_loss,validation_loss,training_accuracy,validation_accuracy
0,1048.3143310546875,981.009765625,,
1,959.2756958007812,914.7081298828125,,
2,896.1082153320312,856.9480590820312,,
3,842.2348022460938,808.008056640625,,
4,795.2415771484375,765.431640625,,
5,755.8267822265625,731.574951171875,,
6,724.805419921875,705.5025024414062,,
7,701.0498046875,685.6664428710938,,
8,682.9212646484375,669.729736328125,,
9,667.8589477539062,655.815185546875,,
10,654.3079833984375,643.0986938476562,,
11,641.9081420898438,631.0641479492188,,
12,629.978515625,619.63818359375,,
13,618.6942138671875,608.6259155273438,,
14,607.7228393554688,597.9827270507812,,
15,597.2373046875,587.5744018554688,,
16,586.8770751953125,577.4583129882812,,
17,576.7864990234375,567.5791015625,,
18,566.9494018554688,557.9533081054688,,
19,557.3204345703125,548.5236206054688,,
20,547.952392578125,539.2260131835938,,
21,538.6780395507812,530.1060791015625,,
22,529.5711059570312,521.164794921875,,
23,520.6395263671875,512.3921508789062,,
24,511.9032287597656,503.76165771484375,,
25,503.2943420410156,495.2987976074219,,
26,494.8157043457031,486.9917297363281,,
27,486.54638671875,478.8086853027344,,
28,478.3329772949219,470.7630615234375,,
29,470.33612060546875,462.7824401855469,,
30,462.3842468261719,454.9412536621094,,
31,454.4637451171875,447.2681884765625,,
32,446.81182861328125,439.6611328125,,
33,439.2569274902344,432.14312744140625,,
34,431.7123107910156,424.83233642578125,,
35,424.4617004394531,417.6034851074219,,
36,417.2314758300781,410.510009765625,,
37,410.1253967285156,403.5375061035156,,
38,403.1495056152344,396.6570129394531,,
39,396.2845458984375,389.872314453125,,
40,389.4898986816406,383.1903991699219,,
41,382.84619140625,376.60150146484375,,
42,376.268798828125,370.12994384765625,,
43,369.77447509765625,363.7854919433594,,
44,363.43255615234375,357.5125427246094,,
45,357.135009765625,351.3565673828125,,
46,350.974853515625,345.2779235839844,,
47,344.9057312011719,339.2847595214844,,
48,338.8236999511719,333.4116516113281,,
49,333.04833984375,327.5591735839844,,
50,327.2036437988281,321.84814453125,,
51,321.4409484863281,316.24432373046875,,
52,315.85748291015625,310.6709289550781,,
53,310.25360107421875,305.1939697265625,,
54,304.8122253417969,299.76055908203125,,
55,299.3727722167969,294.4294128417969,,
56,294.10174560546875,289.2059020996094,,
57,288.8260498046875,284.1226501464844,,
58,283.7893981933594,279.04949951171875,,
59,278.7061462402344,274.10296630859375,,
60,273.7777404785156,269.2462158203125,,
61,268.9140319824219,264.4700927734375,,
62,264.10284423828125,259.7572021484375,,
63,259.3802185058594,255.11395263671875,,
64,254.71408081054688,250.53973388671875,,
65,250.22463989257812,246.00244140625,,
66,245.63348388671875,241.6048126220703,,
67,241.2094268798828,237.25218200683594,,
68,236.8518524169922,232.9617919921875,,
69,232.55752563476562,228.74612426757812,,
70,228.3332977294922,224.59481811523438,,
71,224.21571350097656,220.51393127441406,,
72,220.0833282470703,216.53466796875,,
73,216.11187744140625,212.59120178222656,,
74,212.1843719482422,208.71316528320312,,
75,208.28660583496094,204.91162109375,,
76,204.46629333496094,201.17520141601562,,
77,200.73585510253906,197.49063110351562,,
78,197.08084106445312,193.87432861328125,,
79,193.44093322753906,190.3372039794922,,
80,189.89723205566406,186.8593292236328,,
81,186.37725830078125,183.45896911621094,,
82,182.9887237548828,180.0765380859375,,
83,179.6217041015625,176.74276733398438,,
84,176.2946319580078,173.46519470214844,,
85,172.9814453125,170.29539489746094,,
86,169.77781677246094,167.17758178710938,,
87,166.6993865966797,164.0592041015625,,
88,163.5485076904297,161.04701232910156,,
89,160.55894470214844,158.03866577148438,,
90,157.5353240966797,155.10658264160156,,
91,154.5767059326172,152.24107360839844,,
92,151.72323608398438,149.41494750976562,,
93,148.84922790527344,146.67294311523438,,
94,146.176025390625,143.94284057617188,,
95,143.43028259277344,141.28616333007812,,
96,140.76976013183594,138.6986541748047,,
97,138.1822967529297,136.17526245117188,,
98,135.67539978027344,133.68917846679688,,
99,133.1294708251953,131.28256225585938,,
