Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,0.5257207225355406,0.5131380028194852,0.9812880217051323,0.7250660125364728
General,RNN,84.9804154812961,7.5439049593607574,-2.024708028067802,9.218482276453978
General,GRU,49.28698303558927,5.140903533299763,-0.7542716450921585,7.020468861521236
General,LSTM,24.048895127168183,4.016289460923937,0.14402764748406927,4.903967284471643
MA,CNN,0.9859277596089794,0.7082692707909479,0.9649078720938881,0.9929389505951408
MA,RNN,124.77598588055324,9.830303701824612,-3.4411518120436932,11.170317179048823
MA,GRU,77.59117957675159,7.051150214936998,-1.7617029458358626,8.808585560505817
MA,LSTM,28.26691770813592,4.558800148434109,-0.006104435195997793,5.3166641522796905
DReg,CNN,0.5240155308213033,0.5242742612626818,0.9813487145958205,0.7238891702610996
DReg,RNN,115.5236854888861,9.35003148820665,-3.111834673332716,10.748194522285411
DReg,GRU,61.07875706864282,5.951231858995225,-1.173976272104586,7.815289954227087
DReg,LSTM,28.850828775424514,4.491682741377089,-0.02688758250002765,5.371296749894248
MA DReg,CNN,0.5145012692408297,0.5074303881327311,0.9816873557194324,0.7172874383682107
MA DReg,RNN,114.53145564481795,9.294415135913423,-3.076518235327044,10.701937004337951
MA DReg,GRU,70.17649327328787,6.567474241256713,-1.4977920075252915,8.377141115755892
MA DReg,LSTM,58.122173253945434,5.746155217488607,-1.0687425809144226,7.623789953425097
HY,CNN LSTM,230.43562746576052,14.224671370188396,-7.201895559123672,15.180106306141617
HY,LSTM RNN GRU,52.500547397935065,5.338035812377929,-0.8686520452166937,7.24572614704248
HY,CNN RNN GRU,28.941014434849357,4.488959550857544,-0.03009756078189385,5.379685347197302
HY,CNN GRU,229.43077203396192,14.18926488664415,-7.1661297385590785,15.146972371862368
HY,RNN GRU,244.91951497982393,14.724982268015545,-7.717420584428602,15.649904631652678
HY,RNN LSTM,225.0828412368827,14.035232258902655,-7.011373832590328,15.002761120436555
MA HY,CNN LSTM,256.3944047572027,15.10959768931071,-8.125846349756497,16.012320405150614
MA HY,LSTM RNN GRU,62.03166043511989,6.015345078574287,-1.2078929627471542,7.87601805705903
MA HY,CNN RNN GRU,28.871727392998803,4.493788825141059,-0.027631427019902732,5.373241795508443
MA HY,CNN GRU,265.6605231507175,15.41311765352885,-8.45565531262347,16.299095777088908
MA HY,RNN GRU,291.42302348088356,16.22738462660048,-9.37262001714299,17.071116644229328
MA HY,RNN LSTM,275.1426390146314,15.717757655249702,-8.793152273708136,16.587424122347368
