Metrics,Model Category,Model,y
MSE,General,CNN,1.2985382196482531
MSE,General,RNN,1.0588960335089699
MSE,General,GRU,986.6338355368209
MSE,General,LSTM,825.0794978861786
MSE,MA,CNN,1.3142717023778883
MSE,MA,RNN,51.16345055749645
MSE,MA,GRU,23.994401894410466
MSE,MA,LSTM,10.40070620358168
MSE,DReg,CNN,2.307883471933822
MSE,DReg,RNN,57.732865938823046
MSE,DReg,GRU,48.347495707415234
MSE,DReg,LSTM,28.78357641008309
MSE,MA DReg,CNN,1.3096684539524903
MSE,MA DReg,RNN,62.84389052793896
MSE,MA DReg,GRU,54.35975754328423
MSE,MA DReg,LSTM,44.2493251903295
MSE,HY,CNN LSTM,234.8360840288685
MSE,HY,LSTM RNN GRU,44.31457278675402
MSE,HY,CNN RNN GRU,30.161428082775128
MSE,HY,CNN GRU,231.92736357910132
MSE,HY,RNN GRU,231.10569151575388
MSE,HY,RNN LSTM,240.9206623114464
MSE,MA HY,CNN LSTM,254.68789351988562
MSE,MA HY,LSTM RNN GRU,48.37440401424031
MSE,MA HY,CNN RNN GRU,30.164904249757797
MSE,MA HY,CNN GRU,207.49277820256577
MSE,MA HY,RNN GRU,284.408783911599
MSE,MA HY,RNN LSTM,210.31705491690116
RMSE,General,CNN,1.139534211705929
RMSE,General,RNN,1.0290267409105411
RMSE,General,GRU,31.41072803258181
RMSE,General,LSTM,28.724197079921634
RMSE,MA,CNN,1.146416897283832
RMSE,MA,RNN,7.152863102107887
RMSE,MA,GRU,4.8984080979855555
RMSE,MA,LSTM,3.2250125896780126
RMSE,DReg,CNN,1.5191719691772299
RMSE,DReg,RNN,7.598214654695078
RMSE,DReg,GRU,6.953236347731553
RMSE,DReg,LSTM,5.3650327501407755
RMSE,MA DReg,CNN,1.14440746849734
RMSE,MA DReg,RNN,7.92741386127525
RMSE,MA DReg,GRU,7.372906994075284
RMSE,MA DReg,LSTM,6.652016625830809
RMSE,HY,CNN LSTM,15.32436243466163
RMSE,HY,LSTM RNN GRU,6.656919166307641
RMSE,HY,CNN RNN GRU,5.491942104827319
RMSE,HY,CNN GRU,15.229161617735276
RMSE,HY,RNN GRU,15.202160751542982
RMSE,HY,RNN LSTM,15.52161919103308
RMSE,MA HY,CNN LSTM,15.958943997642375
RMSE,MA HY,LSTM RNN GRU,6.95517102695831
RMSE,MA HY,CNN RNN GRU,5.492258574553623
RMSE,MA HY,CNN GRU,14.404609616458398
RMSE,MA HY,RNN GRU,16.864423616346897
RMSE,MA HY,RNN LSTM,14.502312054182987
MAE,General,CNN,0.9287966124216719
MAE,General,RNN,0.7940764957004125
MAE,General,GRU,30.949843487209744
MAE,General,LSTM,28.219469760258992
MAE,MA,CNN,0.9093678855895999
MAE,MA,RNN,5.319283610449896
MAE,MA,GRU,3.8830538993411587
MAE,MA,LSTM,2.776115239461263
MAE,DReg,CNN,1.0934894127315944
MAE,DReg,RNN,5.76294079568651
MAE,DReg,GRU,5.133557656606038
MAE,DReg,LSTM,4.272147390577528
MAE,MA DReg,CNN,0.9373809793260366
MAE,MA DReg,RNN,6.107891128328111
MAE,MA DReg,GRU,5.530735277599758
MAE,MA DReg,LSTM,4.87815936088562
MAE,HY,CNN LSTM,14.356049379772609
MAE,HY,LSTM RNN GRU,4.882115069495307
MAE,HY,CNN RNN GRU,4.365365658866035
MAE,HY,CNN GRU,14.254324967066445
MAE,HY,RNN GRU,14.225485776265462
MAE,HY,RNN LSTM,14.566469590928818
MAE,MA HY,CNN LSTM,15.03154945479499
MAE,MA HY,LSTM RNN GRU,5.135881946351792
MAE,MA HY,CNN RNN GRU,4.365395620134142
MAE,MA HY,CNN GRU,13.369808330535887
MAE,MA HY,RNN GRU,15.989592659208508
MAE,MA HY,RNN LSTM,13.474995455212062
R2,General,CNN,0.9995137007313515
R2,General,RNN,1.0
R2,General,GRU,-1.0
R2,General,LSTM,-0.6721622452533974
R2,MA,CNN,0.9994817732094572
R2,MA,RNN,0.8983242115526231
R2,MA,GRU,0.9534576115085471
R2,MA,LSTM,0.9810429226725657
R2,DReg,CNN,0.9974654642922347
R2,DReg,RNN,0.8849930783875748
R2,DReg,GRU,0.9040385509442077
R2,DReg,LSTM,0.9437390719562204
R2,MA DReg,CNN,0.9994911144543306
R2,MA DReg,RNN,0.8746214173717384
R2,MA DReg,GRU,0.8918380340785923
R2,MA DReg,LSTM,0.9123548551699443
R2,HY,CNN LSTM,0.5256024100751315
R2,HY,LSTM RNN GRU,0.9122224500248675
R2,HY,CNN RNN GRU,0.9409430356174993
R2,HY,CNN GRU,0.5315049961356761
R2,HY,RNN GRU,0.5331723925566152
R2,HY,RNN LSTM,0.5132551434418213
R2,MA HY,CNN LSTM,0.48531768144552245
R2,MA HY,LSTM RNN GRU,0.9039839466604611
R2,MA HY,CNN RNN GRU,0.9409359815278642
R2,MA HY,CNN GRU,0.581089425278831
R2,MA HY,RNN GRU,0.4250058995597301
R2,MA HY,RNN LSTM,0.5753581985579921
