,training_loss,validation_loss,training_accuracy,validation_accuracy
0,1021.5264892578125,943.767822265625,,
1,989.0674438476562,940.6425170898438,,
2,986.2955322265625,938.13427734375,,
3,983.7315673828125,935.6669311523438,,
4,981.20654296875,933.2122802734375,,
5,978.69189453125,930.7738647460938,,
6,976.2013549804688,928.3333740234375,,
7,973.70068359375,925.91943359375,,
8,971.2257080078125,923.514892578125,,
9,968.76220703125,921.11669921875,,
10,966.2911987304688,918.718994140625,,
11,963.8361206054688,916.3248901367188,,
12,961.3865356445312,913.9364013671875,,
13,958.9319458007812,911.5650634765625,,
14,956.4888305664062,909.190185546875,,
15,954.0350952148438,906.8109130859375,,
16,951.6064453125,904.4412231445312,,
17,949.1773681640625,902.072021484375,,
18,946.7522583007812,899.712158203125,,
19,944.3377075195312,897.37646484375,,
20,941.951904296875,895.0488891601562,,
21,939.55029296875,892.7266845703125,,
22,937.1640014648438,890.4036254882812,,
23,934.7733154296875,888.0838623046875,,
24,932.3838500976562,885.7445678710938,,
25,929.9938354492188,883.4165649414062,,
26,927.6027221679688,881.1102294921875,,
27,925.2281494140625,878.8018798828125,,
28,922.8671875,876.4898681640625,,
29,920.4988403320312,874.1954345703125,,
30,918.1491088867188,871.9166870117188,,
31,915.8123168945312,869.6517333984375,,
32,913.4820556640625,867.3939819335938,,
33,911.1654052734375,865.125732421875,,
34,908.8336181640625,862.856689453125,,
35,906.498046875,860.6015625,,
36,904.183349609375,858.3290405273438,,
37,901.8447265625,856.0662841796875,,
38,899.522705078125,853.8051147460938,,
39,897.205078125,851.5589599609375,,
40,894.8963012695312,849.336181640625,,
41,892.6161499023438,847.121826171875,,
42,890.3328247070312,844.8973999023438,,
43,888.0503540039062,842.667236328125,,
44,885.7626342773438,840.45361328125,,
45,883.4749145507812,838.241455078125,,
46,881.2086181640625,836.01318359375,,
47,878.9181518554688,833.79931640625,,
48,876.640869140625,831.5989990234375,,
49,874.3873901367188,829.3893432617188,,
