index,Location,Metrics,Model Category,Model,y
0,S1,R2,General,CNN,0.9998670074465644
1,S1,R2,General,RNN,0.434409109349384
2,S1,R2,General,GRU,0.5810826996699259
3,S1,R2,General,LSTM,0.824884137659168
4,S1,R2,MA,CNN,0.998572190910634
5,S1,R2,MA,RNN,0.1016621726045905
6,S1,R2,MA,GRU,0.3539504713162409
7,S1,R2,MA,LSTM,0.8024981624294241
8,S1,R2,DReg,CNN,1.0
9,S1,R2,DReg,RNN,0.2717185518054916
10,S1,R2,DReg,GRU,0.6037650367878447
11,S1,R2,DReg,LSTM,0.9888671980772984
12,S1,R2,MA DReg,CNN,0.999794122181983
13,S1,R2,MA DReg,RNN,0.208394216310811
14,S1,R2,MA DReg,GRU,0.4145264058905813
15,S1,R2,MA DReg,LSTM,0.6156355333199897
16,S1,R2,HY,CNN LSTM,-0.5647104063575936
17,S1,R2,HY,RNN LSTM GRU,0.6666120535182298
18,S1,R2,HY,CNN RNN GRU,0.8019547798920288
19,S1,R2,HY,CNN GRU,-0.772481577285035
20,S1,R2,HY,RNN GRU,-0.9129863173004495
21,S1,R2,HY,RNN LSTM,-0.4578914468504199
22,S1,R2,MA HY,CNN LSTM,-0.8849964497967532
23,S1,R2,MA HY,RNN LSTM GRU,0.5321042728059864
24,S1,R2,MA HY,CNN RNN GRU,0.8023915785670201
25,S1,R2,MA HY,CNN GRU,-0.7130064414584838
26,S1,R2,MA HY,RNN GRU,-1.0
27,S1,R2,MA HY,RNN LSTM,-0.7878329256211198
28,S2,R2,General,CNN,0.9989708090017346
29,S2,R2,General,RNN,0.4291272175843537
30,S2,R2,General,GRU,0.5792420645331784
31,S2,R2,General,LSTM,0.8261404282106435
32,S2,R2,MA,CNN,0.999377306698888
33,S2,R2,MA,RNN,0.2342743169508299
34,S2,R2,MA,GRU,0.3933598246896812
35,S2,R2,MA,LSTM,0.7907285146345764
36,S2,R2,DReg,CNN,1.0
37,S2,R2,DReg,RNN,0.3585139618941022
38,S2,R2,DReg,GRU,0.5544567489112417
39,S2,R2,DReg,LSTM,0.9850877549510284
40,S2,R2,MA DReg,CNN,0.999706294741724
41,S2,R2,MA DReg,RNN,0.1529302320719836
42,S2,R2,MA DReg,GRU,0.3448638532835695
43,S2,R2,MA DReg,LSTM,0.4011844909924358
44,S2,R2,HY,CNN LSTM,-0.4111815063034129
45,S2,R2,HY,RNN LSTM GRU,0.5890614143975332
46,S2,R2,HY,CNN RNN GRU,0.7903861435418393
47,S2,R2,HY,CNN GRU,-0.5172954604582494
48,S2,R2,HY,RNN GRU,-0.6882148396315294
49,S2,R2,HY,RNN LSTM,-0.4945600893646763
50,S2,R2,MA HY,CNN LSTM,-0.9790741466820642
51,S2,R2,MA HY,RNN LSTM GRU,0.5446262827177504
52,S2,R2,MA HY,CNN RNN GRU,0.7908101919335586
53,S2,R2,MA HY,CNN GRU,-0.8881283609294042
54,S2,R2,MA HY,RNN GRU,-1.0
55,S2,R2,MA HY,RNN LSTM,-0.6339216441971736
56,S3,R2,General,CNN,0.9999228661078104
57,S3,R2,General,RNN,0.4192957045747574
58,S3,R2,General,GRU,0.6646885323568121
