index,Location,Metrics,Model Category,Model,y
0,S1,MAE,General,CNN,0.4884538470374216
1,S1,MAE,General,RNN,7.331510378519694
2,S1,MAE,General,GRU,5.8141611893971765
3,S1,MAE,General,LSTM,4.394435539245606
4,S1,MAE,MA,CNN,0.5643050511678064
5,S1,MAE,MA,RNN,10.087819967269898
6,S1,MAE,MA,GRU,8.083141055636936
7,S1,MAE,MA,LSTM,4.595520523919
8,S1,MAE,DReg,CNN,0.4869032764434818
9,S1,MAE,DReg,RNN,8.788910409079659
10,S1,MAE,DReg,GRU,5.561867651409574
11,S1,MAE,DReg,LSTM,0.9828891075981993
12,S1,MAE,MA DReg,CNN,0.5093897374471033
13,S1,MAE,MA DReg,RNN,9.29409757614136
14,S1,MAE,MA DReg,GRU,7.522504535251195
15,S1,MAE,MA DReg,LSTM,5.438651758829753
16,S1,MAE,HY,CNN LSTM,14.074729833602904
17,S1,MAE,HY,RNN LSTM GRU,4.985230173534817
18,S1,MAE,HY,CNN RNN GRU,4.58822374979655
19,S1,MAE,HY,CNN GRU,15.103673796123928
20,S1,MAE,HY,RNN GRU,15.761475371254814
21,S1,MAE,HY,RNN LSTM,13.515298545625477
22,S1,MAE,MA HY,CNN LSTM,15.632661203808254
23,S1,MAE,MA HY,RNN LSTM GRU,6.333924196031358
24,S1,MAE,MA HY,CNN RNN GRU,4.59635133319431
25,S1,MAE,MA HY,CNN GRU,14.81641736984253
26,S1,MAE,MA HY,RNN GRU,16.15543155564202
27,S1,MAE,MA HY,RNN LSTM,15.176937123404608
28,S2,MAE,General,CNN,0.7009487936231823
29,S2,MAE,General,RNN,7.368412557178074
30,S2,MAE,General,GRU,5.859199335310194
31,S2,MAE,General,LSTM,4.22674713452657
32,S2,MAE,MA,CNN,0.6705562252468531
33,S2,MAE,MA,RNN,9.058879233466254
34,S2,MAE,MA,GRU,7.706699937184652
35,S2,MAE,MA,LSTM,4.746443403032091
36,S2,MAE,DReg,CNN,0.6229896110958522
37,S2,MAE,DReg,RNN,8.021834171083238
38,S2,MAE,DReg,GRU,6.119983611636692
39,S2,MAE,DReg,LSTM,1.157202967537774
40,S2,MAE,MA DReg,CNN,0.6424672126770018
41,S2,MAE,MA DReg,RNN,9.694549789428711
42,S2,MAE,MA DReg,GRU,8.140930026372274
43,S2,MAE,MA DReg,LSTM,7.633832676145766
44,S2,MAE,HY,CNN LSTM,13.276740620930989
45,S2,MAE,HY,RNN LSTM GRU,5.7628037918938535
46,S2,MAE,HY,CNN RNN GRU,4.74587474822998
47,S2,MAE,HY,CNN GRU,13.84735723707411
48,S2,MAE,HY,RNN GRU,14.72009032673306
49,S2,MAE,HY,RNN LSTM,13.72711903889974
50,S2,MAE,MA HY,CNN LSTM,16.09681653022766
51,S2,MAE,MA HY,RNN LSTM GRU,6.222498885260688
52,S2,MAE,MA HY,CNN RNN GRU,4.750261120266384
53,S2,MAE,MA HY,CNN GRU,15.67931229909261
54,S2,MAE,MA HY,RNN GRU,16.191351669099596
55,S2,MAE,MA HY,RNN LSTM,14.44859556727939
56,S3,MAE,General,CNN,0.5131380028194852
57,S3,MAE,General,RNN,7.543904959360757
58,S3,MAE,General,GRU,5.140903533299763
59,S3,MAE,General,LSTM,4.016289460923937
60,S3,MAE,MA,CNN,0.7082692707909479
61,S3,MAE,MA,RNN,9.830303701824612
62,S3,MAE,MA,GRU,7.051150214936998
63,S3,MAE,MA,LSTM,4.558800148434109
64,S3,MAE,DReg,CNN,0.5242742612626818
65,S3,MAE,DReg,RNN,9.35003148820665
66,S3,MAE,DReg,GRU,5.951231858995225
67,S3,MAE,DReg,LSTM,4.491682741377089
68,S3,MAE,MA DReg,CNN,0.5074303881327311
69,S3,MAE,MA DReg,RNN,9.294415135913423
70,S3,MAE,MA DReg,GRU,6.567474241256713
71,S3,MAE,MA DReg,LSTM,5.746155217488607
72,S3,MAE,HY,CNN LSTM,14.224671370188396
73,S3,MAE,HY,RNN LSTM GRU,5.338035812377929
74,S3,MAE,HY,CNN RNN GRU,4.488959550857544
75,S3,MAE,HY,CNN GRU,14.18926488664415
76,S3,MAE,HY,RNN GRU,14.724982268015545
77,S3,MAE,HY,RNN LSTM,14.035232258902656
78,S3,MAE,MA HY,CNN LSTM,15.10959768931071
79,S3,MAE,MA HY,RNN LSTM GRU,6.015345078574287
80,S3,MAE,MA HY,CNN RNN GRU,4.493788825141059
81,S3,MAE,MA HY,CNN GRU,15.41311765352885
82,S3,MAE,MA HY,RNN GRU,16.22738462660048
83,S3,MAE,MA HY,RNN LSTM,15.717757655249702
84,S4,MAE,General,CNN,0.6386872058444552
85,S4,MAE,General,RNN,7.111883055369058
86,S4,MAE,General,GRU,6.505650767220391
87,S4,MAE,General,LSTM,3.37107962820265
88,S4,MAE,MA,CNN,0.6882673178778753
89,S4,MAE,MA,RNN,9.13573716269599
90,S4,MAE,MA,GRU,7.569043712615967
91,S4,MAE,MA,LSTM,4.38402973069085
92,S4,MAE,DReg,CNN,0.6352648819817435
93,S4,MAE,DReg,RNN,7.435168475045098
94,S4,MAE,DReg,GRU,6.305008207956949
95,S4,MAE,DReg,LSTM,2.02784115155538
96,S4,MAE,MA DReg,CNN,0.6509214560190836
97,S4,MAE,MA DReg,RNN,10.010033271577624
98,S4,MAE,MA DReg,GRU,6.301447135077583
99,S4,MAE,MA DReg,LSTM,6.533198206159804
100,S4,MAE,HY,CNN LSTM,14.99690872616238
101,S4,MAE,HY,RNN LSTM GRU,4.917603703604804
102,S4,MAE,HY,CNN RNN GRU,4.4042945946587455
103,S4,MAE,HY,CNN GRU,13.921884598202174
104,S4,MAE,HY,RNN GRU,14.22512359937032
105,S4,MAE,HY,RNN LSTM,14.029719122780692
106,S4,MAE,MA HY,CNN LSTM,15.730784053802488
107,S4,MAE,MA HY,RNN LSTM GRU,6.111221525404188
108,S4,MAE,MA HY,CNN RNN GRU,4.406248779296875
109,S4,MAE,MA HY,CNN GRU,15.557783055835298
110,S4,MAE,MA HY,RNN GRU,15.707147686216564
111,S4,MAE,MA HY,RNN LSTM,14.996596954133771
