index,Location,Metrics,Model Category,Model,y
0,S1,MSE,General,CNN,0.5625731025740361
1,S1,MSE,General,RNN,82.27152270930767
2,S1,MSE,General,GRU,61.07711541484954
3,S1,MSE,General,LSTM,25.847685464808286
4,S1,MSE,MA,CNN,0.7496747408044816
5,S1,MSE,MA,RNN,130.3536217970857
6,S1,MSE,MA,GRU,93.8978362201796
7,S1,MSE,MA,LSTM,29.082470102355924
8,S1,MSE,DReg,CNN,0.5433556119645918
9,S1,MSE,DReg,RNN,105.78038979309662
10,S1,MSE,DReg,GRU,57.79950633596378
11,S1,MSE,DReg,LSTM,2.15205106806277
12,S1,MSE,MA DReg,CNN,0.5731050598263853
13,S1,MSE,MA DReg,RNN,114.93078800174544
14,S1,MSE,MA DReg,GRU,85.1445833216501
15,S1,MSE,MA DReg,LSTM,56.08421363916734
16,S1,MSE,HY,CNN LSTM,226.64479335372133
17,S1,MSE,HY,RNN LSTM GRU,48.71808092792388
18,S1,MSE,HY,CNN RNN GRU,29.16098915128001
19,S1,MSE,HY,CNN GRU,256.6678316597929
20,S1,MSE,HY,RNN GRU,276.9708369941594
21,S1,MSE,HY,RNN LSTM,211.20940018159288
22,S1,MSE,MA HY,CNN LSTM,272.9262871151061
23,S1,MSE,MA HY,RNN LSTM GRU,68.1545226381101
24,S1,MSE,MA HY,CNN RNN GRU,29.09787152387885
25,S1,MSE,MA HY,CNN GRU,248.07364473189168
26,S1,MSE,MA HY,RNN GRU,289.5443577438368
27,S1,MSE,MA HY,RNN LSTM,258.8861091863949
28,S2,MSE,General,CNN,0.9146797292920136
29,S2,MSE,General,RNN,84.03464774776333
30,S2,MSE,General,GRU,62.13821605069284
31,S2,MSE,General,LSTM,26.12450210922581
32,S2,MSE,MA,CNN,0.8553861334775578
33,S2,MSE,MA,RNN,112.45677464872556
34,S2,MSE,MA,GRU,89.25184172570127
35,S2,MSE,MA,LSTM,31.28984426319176
36,S2,MSE,DReg,CNN,0.7645572673583528
37,S2,MSE,DReg,RNN,94.33461714823488
38,S2,MSE,DReg,GRU,65.7535144814409
39,S2,MSE,DReg,LSTM,2.939724892690568
40,S2,MSE,MA DReg,CNN,0.8073984470126698
41,S2,MSE,MA DReg,RNN,124.32199141251157
42,S2,MSE,MA DReg,GRU,96.32568383433036
43,S2,MSE,MA DReg,LSTM,88.11050044778592
44,S2,MSE,HY,CNN LSTM,206.60588537713363
45,S2,MSE,HY,RNN LSTM GRU,60.70592119122583
46,S2,MSE,HY,CNN RNN GRU,31.33978406194946
47,S2,MSE,HY,CNN GRU,222.0841474976656
48,S2,MSE,HY,RNN GRU,247.0152225235041
49,S2,MSE,HY,RNN LSTM,218.7678632634507
50,S2,MSE,MA HY,CNN LSTM,289.4412788379768
51,S2,MSE,MA HY,RNN LSTM GRU,67.18743081904024
52,S2,MSE,MA HY,CNN RNN GRU,31.27793044230916
53,S2,MSE,MA HY,CNN GRU,276.1755144825803
54,S2,MSE,MA HY,RNN GRU,292.49361861110606
55,S2,MSE,MA HY,RNN LSTM,239.0957710527955
56,S3,MSE,General,CNN,0.5257207225355406
57,S3,MSE,General,RNN,84.9804154812961
58,S3,MSE,General,GRU,49.28698303558927
59,S3,MSE,General,LSTM,24.048895127168183
60,S3,MSE,MA,CNN,0.9859277596089794
61,S3,MSE,MA,RNN,124.77598588055324
62,S3,MSE,MA,GRU,77.59117957675159
63,S3,MSE,MA,LSTM,28.26691770813592
64,S3,MSE,DReg,CNN,0.5240155308213033
65,S3,MSE,DReg,RNN,115.5236854888861
66,S3,MSE,DReg,GRU,61.07875706864282
67,S3,MSE,DReg,LSTM,28.85082877542452
68,S3,MSE,MA DReg,CNN,0.5145012692408297
69,S3,MSE,MA DReg,RNN,114.53145564481795
70,S3,MSE,MA DReg,GRU,70.17649327328787
71,S3,MSE,MA DReg,LSTM,58.12217325394544
72,S3,MSE,HY,CNN LSTM,230.4356274657605
73,S3,MSE,HY,RNN LSTM GRU,52.500547397935065
74,S3,MSE,HY,CNN RNN GRU,28.94101443484936
75,S3,MSE,HY,CNN GRU,229.43077203396192
76,S3,MSE,HY,RNN GRU,244.919514979824
77,S3,MSE,HY,RNN LSTM,225.0828412368827
78,S3,MSE,MA HY,CNN LSTM,256.3944047572027
79,S3,MSE,MA HY,RNN LSTM GRU,62.03166043511989
80,S3,MSE,MA HY,CNN RNN GRU,28.871727392998803
81,S3,MSE,MA HY,CNN GRU,265.6605231507175
82,S3,MSE,MA HY,RNN GRU,291.4230234808836
83,S3,MSE,MA HY,RNN LSTM,275.1426390146314
84,S4,MSE,General,CNN,0.9580453758441216
85,S4,MSE,General,RNN,77.39069150735646
86,S4,MSE,General,GRU,68.33655432213065
87,S4,MSE,General,LSTM,18.54248739594708
88,S4,MSE,MA,CNN,1.019848769925015
89,S4,MSE,MA,RNN,110.58735824531482
90,S4,MSE,MA,GRU,84.34474404537075
91,S4,MSE,MA,LSTM,28.28070577629188
92,S4,MSE,DReg,CNN,0.8637801647273591
93,S4,MSE,DReg,RNN,82.26623194563773
94,S4,MSE,DReg,GRU,65.48441992256433
95,S4,MSE,DReg,LSTM,7.876896713980175
96,S4,MSE,MA DReg,CNN,0.9259837139439192
97,S4,MSE,MA DReg,RNN,127.31486051827136
98,S4,MSE,MA DReg,GRU,65.44320587475184
99,S4,MSE,MA DReg,LSTM,68.7332946670937
100,S4,MSE,HY,CNN LSTM,252.02252624120464
101,S4,MSE,HY,RNN LSTM GRU,46.86055846854215
102,S4,MSE,HY,CNN RNN GRU,27.93071164597067
103,S4,MSE,HY,CNN GRU,220.93437834832065
104,S4,MSE,HY,RNN GRU,229.4695121178348
105,S4,MSE,HY,RNN LSTM,223.94844418944697
106,S4,MSE,MA HY,CNN LSTM,274.5729583965252
107,S4,MSE,MA HY,RNN LSTM GRU,62.77824226317216
108,S4,MSE,MA HY,CNN RNN GRU,27.905703592649484
109,S4,MSE,MA HY,CNN GRU,269.16004034249835
110,S4,MSE,MA HY,RNN GRU,273.8305779985645
111,S4,MSE,MA HY,RNN LSTM,252.0120848645001
