index,Location,Metrics,Model Category,Model,y
0,S1,MSE,General,CNN,0.0181547956269699
1,S1,MSE,General,RNN,0.0188669301546209
2,S1,MSE,General,GRU,0.0166340285794234
3,S1,MSE,General,LSTM,0.0210334062665392
4,S1,MSE,MA,CNN,0.0469307660025479
5,S1,MSE,MA,RNN,0.0351765046836993
6,S1,MSE,MA,GRU,0.0184460168520983
7,S1,MSE,MA,LSTM,0.0237742559639396
8,S1,MSE,DReg,CNN,0.0212870149748584
9,S1,MSE,DReg,RNN,0.0198686177643014
10,S1,MSE,DReg,GRU,0.0160407468756945
11,S1,MSE,DReg,LSTM,0.0206191644222754
12,S1,MSE,MA DReg,CNN,0.0237126231969917
13,S1,MSE,MA DReg,RNN,0.0302563202078375
14,S1,MSE,MA DReg,GRU,0.0166000091941378
15,S1,MSE,MA DReg,LSTM,0.021869191656854
16,S1,MSE,HY,CNN LSTM,0.0248482034590998
17,S1,MSE,HY,RNN LSTM GRU,0.0172080640328093
18,S1,MSE,HY,CNN RNN GRU,0.025671672135651
19,S1,MSE,HY,CNN GRU,0.0204672358538924
20,S1,MSE,HY,RNN GRU,0.0218634327939033
21,S1,MSE,HY,RNN LSTM,0.0183912817612427
22,S1,MSE,MA HY,CNN LSTM,0.0228927268643402
23,S1,MSE,MA HY,RNN LSTM GRU,0.0205412379512622
24,S1,MSE,MA HY,CNN RNN GRU,0.0439330044430088
25,S1,MSE,MA HY,CNN GRU,0.0264866869605932
26,S1,MSE,MA HY,RNN GRU,0.0253191655509768
27,S1,MSE,MA HY,RNN LSTM,0.0431687320596146
28,S2,MSE,General,CNN,0.0216634591291791
29,S2,MSE,General,RNN,0.0199662427150313
30,S2,MSE,General,GRU,0.0202495012271194
31,S2,MSE,General,LSTM,0.0244189666205079
32,S2,MSE,MA,CNN,0.0364600578471987
33,S2,MSE,MA,RNN,0.0312905746835889
34,S2,MSE,MA,GRU,0.0207601417825718
35,S2,MSE,MA,LSTM,0.0257333158069205
36,S2,MSE,DReg,CNN,0.0242882276494899
37,S2,MSE,DReg,RNN,0.021357002018639
38,S2,MSE,DReg,GRU,0.0197441733194724
39,S2,MSE,DReg,LSTM,0.0232725179722006
40,S2,MSE,MA DReg,CNN,0.0254655800050507
41,S2,MSE,MA DReg,RNN,0.0358318271170397
42,S2,MSE,MA DReg,GRU,0.0211206063830389
43,S2,MSE,MA DReg,LSTM,0.0257167782595668
44,S2,MSE,HY,CNN LSTM,0.0194303295477915
45,S2,MSE,HY,RNN LSTM GRU,0.0209956151176366
46,S2,MSE,HY,CNN RNN GRU,0.0212558957295814
47,S2,MSE,HY,CNN GRU,0.0193781927407192
48,S2,MSE,HY,RNN GRU,0.0208772877139242
49,S2,MSE,HY,RNN LSTM,0.0226615681766274
50,S2,MSE,MA HY,CNN LSTM,0.0264356559258217
51,S2,MSE,MA HY,RNN LSTM GRU,0.0212172338007401
52,S2,MSE,MA HY,CNN RNN GRU,0.0313690981085715
53,S2,MSE,MA HY,CNN GRU,0.0292306874056653
54,S2,MSE,MA HY,RNN GRU,0.0341531682012515
55,S2,MSE,MA HY,RNN LSTM,0.0255126837927409
56,S3,MSE,General,CNN,0.0171667346855265
57,S3,MSE,General,RNN,0.0163252034614173
58,S3,MSE,General,GRU,0.0131953245653478
59,S3,MSE,General,LSTM,0.0154706102449909
60,S3,MSE,MA,CNN,0.0273256400704747
61,S3,MSE,MA,RNN,0.0367321579285665
62,S3,MSE,MA,GRU,0.0125984136590802
63,S3,MSE,MA,LSTM,0.0156363099773098
64,S3,MSE,DReg,CNN,0.0160242076154523
65,S3,MSE,DReg,RNN,0.0201214395214953
66,S3,MSE,DReg,GRU,0.0122466486548089
67,S3,MSE,DReg,LSTM,0.0157728030009702
68,S3,MSE,MA DReg,CNN,0.018192646238197
69,S3,MSE,MA DReg,RNN,0.0174689920101218
70,S3,MSE,MA DReg,GRU,0.0138315835074238
71,S3,MSE,MA DReg,LSTM,0.0186949050102371
72,S3,MSE,HY,CNN LSTM,0.0123173961981377
73,S3,MSE,HY,RNN LSTM GRU,0.0141657097734367
74,S3,MSE,HY,CNN RNN GRU,0.014189861928683
75,S3,MSE,HY,CNN GRU,0.0132090331570171
76,S3,MSE,HY,RNN GRU,0.0134480423418617
77,S3,MSE,HY,RNN LSTM,0.0130002121379043
78,S3,MSE,MA HY,CNN LSTM,0.0197422953595457
79,S3,MSE,MA HY,RNN LSTM GRU,0.0189140980115768
