,training_loss,validation_loss,training_accuracy,validation_accuracy
0,1.3737794160842896,0.8321290016174316,,
1,0.8753869533538818,0.7343224883079529,,
2,0.6932451128959656,0.7567087411880493,,
3,0.6437711119651794,0.6470357179641724,,
4,0.5757359266281128,0.559966504573822,,
5,0.5108524560928345,0.47032520174980164,,
6,0.4061764180660248,0.3218558132648468,,
7,0.26223528385162354,0.15495586395263672,,
8,0.12037137895822525,0.04338601976633072,,
9,0.04725595936179161,0.03988096863031387,,
10,0.038984086364507675,0.03624800965189934,,
11,0.03363858908414841,0.030065935105085373,,
12,0.030176980420947075,0.014763575047254562,,
13,0.03090597689151764,0.01353774406015873,,
14,0.02543484792113304,0.011813391000032425,,
15,0.025554234161973,0.0133385444059968,,
16,0.02405630238354206,0.014604358933866024,,
17,0.027537038549780846,0.011717122048139572,,
18,0.02516445517539978,0.01652846485376358,,
19,0.02668161317706108,0.011763812974095345,,
20,0.024105671793222427,0.013739950023591518,,
21,0.024290233850479126,0.012593431398272514,,
22,0.022995440289378166,0.023332921788096428,,
23,0.03333063796162605,0.01229674182832241,,
24,0.025841988623142242,0.016472119837999344,,
25,0.026584692299365997,0.025512369349598885,,
26,0.030569853261113167,0.011640407145023346,,
27,0.029065901413559914,0.022752128541469574,,
28,0.03695487976074219,0.013807001523673534,,
29,0.025335643440485,0.01471700333058834,,
30,0.02469676546752453,0.013193449005484581,,
31,0.023197416216135025,0.015424894168972969,,
32,0.03357382118701935,0.018256770446896553,,
33,0.04247356578707695,0.014340551570057869,,
34,0.037271056324243546,0.011674574576318264,,
35,0.027289414778351784,0.01847233809530735,,
36,0.027488799765706062,0.012682965956628323,,
37,0.02435559593141079,0.011503207497298717,,
38,0.026554124429821968,0.015386242419481277,,
39,0.02581016533076763,0.011396391317248344,,
40,0.02401489019393921,0.018259387463331223,,
41,0.026600182056427002,0.017038619145751,,
42,0.02616705559194088,0.01340178307145834,,
43,0.02453628182411194,0.012501200661063194,,
44,0.025202259421348572,0.012808945029973984,,
45,0.033593740314245224,0.013260126113891602,,
46,0.04203537479043007,0.015202353708446026,,
47,0.032258257269859314,0.013918522745370865,,
48,0.026425696909427643,0.02928689867258072,,
49,0.03205041214823723,0.0358264297246933,,
50,0.040921278297901154,0.02010965347290039,,
51,0.040821585804224014,0.022643815726041794,,
52,0.034952759742736816,0.01864401064813137,,
53,0.029247401282191277,0.013817166909575462,,
54,0.023614775389432907,0.013627720065414906,,
55,0.02703155018389225,0.016870789229869843,,
56,0.02956504561007023,0.012505331076681614,,
57,0.03656803444027901,0.011659291572868824,,
58,0.03368297591805458,0.012911250814795494,,
59,0.025940606370568275,0.013205492869019508,,
60,0.02507701888680458,0.04002300649881363,,
61,0.03484397381544113,0.012797226198017597,,
62,0.024606630206108093,0.011628182604908943,,
63,0.027431989088654518,0.012580209411680698,,
64,0.027413269504904747,0.027287228032946587,,
65,0.03154464811086655,0.027801139280200005,,
66,0.027889983728528023,0.011598492041230202,,
67,0.025288011878728867,0.011452787555754185,,
68,0.025410378351807594,0.013753296807408333,,
69,0.024662991985678673,0.015744714066386223,,
70,0.024563532322645187,0.012703568674623966,,
71,0.023593319579958916,0.012357242405414581,,
72,0.02304176427423954,0.013370303437113762,,
73,0.025218388065695763,0.014502713456749916,,
74,0.02405124343931675,0.023683074861764908,,
75,0.029099082574248314,0.02219810150563717,,
76,0.031764935702085495,0.013204118236899376,,
77,0.026176538318395615,0.012702188454568386,,
78,0.03273512423038483,0.022421447560191154,,
79,0.03369815647602081,0.022287683561444283,,
80,0.02881082519888878,0.014220410957932472,,
81,0.030794011428952217,0.013920934870839119,,
82,0.037618961185216904,0.027042146772146225,,
83,0.03416633605957031,0.02841826155781746,,
84,0.026694638654589653,0.014111224561929703,,
85,0.02630714140832424,0.011510851792991161,,
86,0.03759332373738289,0.024271011352539062,,
87,0.027593063190579414,0.016917740926146507,,
88,0.028181184083223343,0.012078637257218361,,
89,0.02438391000032425,0.019933605566620827,,
90,0.028404608368873596,0.012324601411819458,,
91,0.02506365068256855,0.012440737336874008,,
92,0.025805387645959854,0.017305942252278328,,
93,0.0316009558737278,0.02386118285357952,,
94,0.03142043948173523,0.02686418779194355,,
95,0.03215785697102547,0.01829337328672409,,
96,0.027278169989585876,0.012542657554149628,,
97,0.02346772700548172,0.012401562184095383,,
98,0.023783180862665176,0.012991458177566528,,
99,0.023021385073661804,0.013873904943466187,,
