ModelCat,Model,MSE,RMSE
General,CNN,3.254179279271085,1.8039343888487422
General,RNN,0.024621158352575483,0.15691130728081862
General,GRU,0.02163339351409245,0.1470829477338976
General,LSTM,0.018074348613374543,0.13444087404273503
MA,CNN,11.789210370222857,3.4335419569626433
MA,RNN,0.03793543344140488,0.19477020676018414
MA,GRU,0.2177430301453644,0.4666294355753443
MA,LSTM,0.25850980589061545,0.5084385959883607
AE,CNN,2.9562960181729085,1.7193882685923236
AE,RNN,0.027643369529057406,0.16626295296624985
AE,GRU,0.0261018934395965,0.1615608041561953
AE,LSTM,0.01805411560130911,0.1343656042345254
MA AE,CNN,3.128800721410258,1.7688416326540535
MA AE,RNN,0.12382015883597279,0.3518808872842809
MA AE,GRU,0.1881359209437727,0.4337463785944186
MA AE,LSTM,0.30564241200180353,0.5528493574218962
HY,HY CNN LSTM,0.8392443450947519,0.9161028026890606
HY,HY LSTM RNN GRU,0.035167016965657306,0.18752870971042623
HY,HY CNN RNN GRU,0.8378950193137551,0.9153660575495222
HY,HY CNN GRU,0.8373414359906045,0.915063624012344
HY,HY RNN GRU,0.024180973229736155,0.1555023254801553
HY,HY RNN LSTM,0.018137001110375812,0.13467368380784647
MA HY,MA HY CNN LSTM,0.8376954920676907,0.9152570633803875
MA HY,MA HY LSTM RNN GRU,0.34352709611270854,0.5861118460777844
MA HY,MA HY CNN RNN GRU,0.8466027073186383,0.9201101604257168
MA HY,MA HY CNN GRU,0.8369288835356675,0.9148381734141112
MA HY,MA HY RNN GRU,0.04678196411751548,0.21629138706272028
MA HY,MA HY RNN LSTM,0.10999963811830682,0.33166193347791184
