Model,MSE,RMSE
cnn,0.10769036663989362,0.32816210421054653
rnn,0.03588336058641674,0.18942903839278902
gru,0.0487368880546573,0.22076432695219872
lstm,0.9976304588260511,0.9988145267395999
mvg_cnn,4.562845774159542,2.1360818744045234
mvg_rnn,0.39426453886269297,0.6279048804259233
mvg_gru,0.25896381178192124,0.5088848708518668
mvg_lstm,1.7921093828175532,1.3386968972913746
auto_cnn,0.2012418417256538,0.44859986817391484
auto_rnn,0.1410925877251809,0.3756229329063668
auto_gru,0.24699292749622356,0.496983830216058
auto_lstm,0.9063189047738222,0.9520078281053271
mvg_auto_cnn,1.0423972391157086,1.0209785693714186
mvg_auto_rnn,2.771111984397287,1.6646657275252852
mvg_auto_gru,3.893374577645786,1.9731635962701588
mvg_auto_lstm,3.1270634983700387,1.7683505021262156
hybrid_cnn_lstm,0.03353061601781148,0.18311366966398626
hybrid_lstm_rnn_gru,0.03978687272292027,0.19946647017210756
hybrid_cnn_rnn_gru,0.019678322140063848,0.14027944304160836
hybrid_cnn_gru,0.06215704949813794,0.24931315548550168
hybrid_rnn_gru,0.12992610843984875,0.3604526438241905
hybrid_rnn_lstm,0.11301469354712579,0.3361765809022481
mavg_hybrid_cnn_lstm,0.08339314583478741,0.28877871430350854
mavg_hybrid_lstm_rnn_gru,0.08508138836224467,0.29168714123568196
mavg_hybrid_cnn_rnn_gru,0.1746323796809313,0.4178903919461792
mavg_hybrid_cnn_gru,0.08434463627365972,0.29042148039299664
mavg_hybrid_rnn_gru,0.25113855492518206,0.5011372615613232
mavg_hybrid_rnn_lstm,0.2693518436936635,0.518991178820665
