,training_loss,validation_loss,training_accuracy,validation_accuracy
0,995.8589477539062,925.3323974609375,,
1,980.2598266601562,923.891845703125,,
2,978.7716064453125,922.4483032226562,,
3,977.28955078125,920.9998168945312,,
4,975.7949829101562,919.55712890625,,
5,974.3085327148438,918.1199340820312,,
6,972.819580078125,916.6761474609375,,
7,971.3305053710938,915.2372436523438,,
8,969.8425903320312,913.8098754882812,,
9,968.3740234375,912.375244140625,,
10,966.8946533203125,910.943603515625,,
11,965.4124755859375,909.5164184570312,,
12,963.9531860351562,908.0957641601562,,
13,962.4943237304688,906.673828125,,
14,961.0206298828125,905.2584838867188,,
15,959.563720703125,903.8510131835938,,
16,958.1102294921875,902.4351806640625,,
17,956.6438598632812,901.0106201171875,,
18,955.1767578125,899.5983276367188,,
19,953.7191772460938,898.1918334960938,,
20,952.2754516601562,896.7881469726562,,
21,950.826904296875,895.3880615234375,,
22,949.3793334960938,893.990234375,,
23,947.936767578125,892.5916137695312,,
24,946.490966796875,891.1945190429688,,
25,945.0429077148438,889.7918701171875,,
26,943.6077880859375,888.3976440429688,,
27,942.1718139648438,887.0110473632812,,
28,940.7409057617188,885.6310424804688,,
29,939.3076782226562,884.2440795898438,,
30,937.8767700195312,882.8504638671875,,
31,936.4428100585938,881.4630737304688,,
32,935.0160522460938,880.080810546875,,
33,933.582275390625,878.7061157226562,,
34,932.1622924804688,877.3179931640625,,
35,930.7300415039062,875.9353637695312,,
36,929.3082885742188,874.5492553710938,,
37,927.8820190429688,873.176025390625,,
38,926.4632568359375,871.8099365234375,,
39,925.0562744140625,870.435791015625,,
40,923.633056640625,869.0669555664062,,
41,922.2235107421875,867.6928100585938,,
42,920.8013305664062,866.3298950195312,,
43,919.3970336914062,864.9595947265625,,
44,917.9868774414062,863.6014404296875,,
45,916.5771484375,862.2440795898438,,
46,915.1743774414062,860.8717651367188,,
47,913.7587890625,859.5073852539062,,
48,912.3445434570312,858.1449584960938,,
49,910.9431762695312,856.7860717773438,,
