ModelCat,Model,MSE,RMSE
General,CNN,4.023835192776787,2.005949947724715
General,RNN,0.7365429584971246,0.8582208098718678
General,GRU,0.8416843496882905,0.9174335669073214
General,LSTM,0.019962997650962513,0.14129047261214223
MA,CNN,1290.0925371002086,35.91785819199425
MA,RNN,0.1031815289247599,0.32121881782479667
MA,GRU,0.15650419256665424,0.3956061078480137
MA,LSTM,0.5857451909719462,0.7653399185799381
AE,CNN,3.208407129870276,1.7912027048523225
AE,RNN,0.0747619404120525,0.273426297952579
AE,GRU,0.03830258892240841,0.19571047218380627
AE,LSTM,0.023611492541508863,0.15366031544126435
MA AE,CNN,3.245808103403275,1.8016126396657177
MA AE,RNN,0.15703380110920076,0.39627490597967563
MA AE,GRU,0.1678312440520908,0.4096721177381868
MA AE,LSTM,0.18453106435464173,0.4295707908536633
HY,HY CNN LSTM,0.8492290645086575,0.9215362524115139
HY,HY LSTM RNN GRU,0.016089247114732936,0.12684339602333633
HY,HY CNN RNN GRU,0.837461439233446,0.9151291926462874
HY,HY CNN GRU,0.8407787945599646,0.916939907823825
HY,HY RNN GRU,0.023219158840593626,0.1523783411138001
HY,HY RNN LSTM,0.029086861474682868,0.17054870704488753
MA HY,MA HY CNN LSTM,0.8382341984900484,0.9155513084967157
MA HY,MA HY LSTM RNN GRU,0.2139372180290223,0.46253347773866305
MA HY,MA HY CNN RNN GRU,0.8374407605211516,0.9151178943290048
MA HY,MA HY CNN GRU,0.8371093442903613,0.9149367979758828
MA HY,MA HY RNN GRU,0.19012614817722223,0.4360345722270451
MA HY,MA HY RNN LSTM,0.13439074799373707,0.3665934369212535
