Model,MSE,RMSE
cnn,177.8162180140776,13.334774764279958
rnn,462.03641074807143,21.49503223417149
gru,499.3247330636797,22.345575245754574
lstm,518.5519392621089,22.771735534695395
mvg_cnn,655.3015386269964,25.5988581508433
mvg_rnn,438.93765325343804,20.950838962997114
mvg_gru,508.16828555332415,22.542588262072396
mvg_lstm,593.8842069352379,24.36973957462898
auto_cnn,2.7631120915767937,1.6622611382020558
auto_rnn,440.7749426790853,20.994640808527432
auto_gru,476.7433393763501,21.834453035886888
auto_lstm,565.9684148694523,23.790090686448682
mvg_auto_cnn,14.016402044391393,3.743848560557891
mvg_auto_rnn,660.2108843435176,25.694569160496105
mvg_auto_gru,597.4967894909047,24.44374745187212
mvg_auto_lstm,613.1842287341248,24.762556991032344
hybrid_cnn_lstm,381.4893977027934,19.53175357469967
hybrid_lstm_rnn_gru,220.10871709772232,14.836061374155957
hybrid_cnn_rnn_gru,336.6859334885673,18.349003610239095
hybrid_cnn_gru,388.6985731850193,19.715439969349386
hybrid_rnn_gru,399.6357778222547,19.990892371834097
hybrid_rnn_lstm,423.384729702292,20.576314774572534
mavg_hybrid_cnn_lstm,426.35168409610685,20.64828525800888
mavg_hybrid_lstm_rnn_gru,237.93036937241797,15.42499171385249
mavg_hybrid_cnn_rnn_gru,195.82979026680903,13.993919760624935
mavg_hybrid_cnn_gru,398.8871306520425,19.972158888113285
mavg_hybrid_rnn_gru,432.61598136734045,20.79942262100899
mavg_hybrid_rnn_lstm,449.28994062330787,21.196460568295546
