Model,MSE,RMSE
cnn,2.476031896223987,1.5735411962271553
rnn,0.061048854442634866,0.2470806638380164
gru,0.14087280966969423,0.37533026745746767
lstm,1.2068762111216857,1.0985791783579761
mvg_cnn,2.491685730482177,1.5785074375758186
mvg_rnn,0.192925109219549,0.43923240911793954
mvg_gru,0.13901571236100416,0.3728481089679873
mvg_lstm,3.047178223893513,1.745616860566348
auto_cnn,0.04099892720073941,0.20248191820688435
auto_rnn,0.16822583840543073,0.41015343276075444
auto_gru,0.19486908062057084,0.44143978142049095
auto_lstm,0.6410476952816363,0.8006545417854296
mvg_auto_cnn,0.056887324979315645,0.2385106391323365
mvg_auto_rnn,1.7482268651694683,1.3222053037140142
mvg_auto_gru,1.090884327569957,1.0444540811208298
mvg_auto_lstm,2.387885883627542,1.5452785780005953
hybrid_cnn_lstm,0.036535126997038515,0.1911416411906064
hybrid_lstm_rnn_gru,0.03463052813592605,0.1860927944223689
hybrid_cnn_rnn_gru,0.022677271817396413,0.1505897467206729
hybrid_cnn_gru,0.04803841676053451,0.2191766793263702
hybrid_rnn_gru,0.08721377222249707,0.29531977959916106
hybrid_rnn_lstm,0.14065402201559676,0.3750386940244923
mavg_hybrid_cnn_lstm,0.14504847245438726,0.3808522974256388
mavg_hybrid_lstm_rnn_gru,0.06168136841789629,0.2483573401731793
mavg_hybrid_cnn_rnn_gru,0.07836336397223038,0.2799345708772505
mavg_hybrid_cnn_gru,0.10563132391828524,0.32500972895943475
mavg_hybrid_rnn_gru,0.19973208439590218,0.4469139563673327
mavg_hybrid_rnn_lstm,0.13846175199449473,0.3721044906938033
