ModelCat,Model,MSE,RMSE
General,CNN,1.3291152596882878,1.1528726120817894
General,RNN,1.1461748176627502,1.0705955434536192
General,GRU,929.9628603342758,30.49529242906642
General,LSTM,1003.0853981234889,31.671523457571297
MA,CNN,1.483452279415703,1.2179705576965738
MA,RNN,59.420836539334424,7.708491197331319
MA,GRU,19.65923698464529,4.433873812440459
MA,LSTM,22.347437723488454,4.727307661183948
AE,CNN,7.377833714990506,2.7162168019122674
AE,RNN,62.331116179114716,7.895005774482671
AE,GRU,48.44739136570621,6.960416033952727
AE,LSTM,27.34803223184803,5.2295346094894555
MA AE,CNN,1.6423030368040106,1.2815237168324316
MA AE,RNN,57.85280380627839,7.6061030630854845
MA AE,GRU,43.482558690857594,6.594130624339921
MA AE,LSTM,52.26360625300272,7.229357250337178
HY,LSTM,238.99456516230617,15.45944905752809
HY,LSTM RNN GRU,47.96936036777535,6.925991652303326
HY,CNN RNN GRU,28.779053922112666,5.364611255451104
HY,CNN GRU,235.9428586712713,15.360431591308602
HY,RNN GRU,263.1691643274835,16.22248946146933
HY,RNN LSTM,223.67542024496822,14.955782167608895
MA HY,CNN LSTM,192.69324351266752,13.881399191460043
MA HY,LSTM RNN GRU,50.428944235519026,7.101333975776595
MA HY,CNN RNN GRU,28.79903642128177,5.366473369102074
MA HY,CNN GRU,253.5025611870609,15.921763758675134
MA HY,RNN GRU,227.36338639385247,15.078573751978416
MA HY,RNN LSTM,219.98064682060726,14.831744564298809
