Location,Model,Multivariate DO,Multivariate BOD,Univariate DO,Univariate BOD,Except DO,Except BOD
S1,CNN,-1.0,-1.0,0.9785199417789944,0.9785199417789944,-1.0,0.9998847437408394
S1,RNN,0.2250048153613955,0.9599470128297052,0.9776773715055836,0.9776773715055836,0.9922002477859784,1.0
S1,GRU,0.4982281148347134,-0.7645409639368851,0.9803192550509852,0.9803192550509852,0.3792152106178188,-1.0
S1,LSTM,0.4995111198233715,-0.6173538750244523,0.9751140800219116,0.9751140800219116,0.9967308633547928,-0.6992842433416707
S1,MA CNN,-0.366238620524466,0.9685049568910382,0.9444733167585998,0.9444733167585998,0.9617467185730508,0.9996213347960046
S1,MA RNN,0.9758693022153968,0.9408080439941532,0.958380508150978,0.958380508150978,0.946290138423908,0.8887410328913068
S1,MA GRU,0.9326437799807756,1.0,0.9781753799894,0.9781753799894,0.9512400308016732,0.9526665052267818
S1,MA LSTM,0.6898386440676985,0.9934652026219516,0.9718712117305314,0.9718712117305314,0.6352450837928287,0.9836235420788416
S1,DReg CNN,0.4438234925193896,0.8178956985267345,0.9748140199203282,0.9748140199203282,0.8896880818973871,0.9983271063700048
S1,DReg RNN,0.9949569611656983,0.937032089559499,0.9764922131255448,0.9764922131255448,0.9982702253662916,0.8633998372969582
S1,DReg GRU,0.9967462312806143,0.9523398512288804,0.981021203219359,0.981021203219359,0.9959302995064132,0.8848631826330118
S1,DReg LSTM,1.0,0.9909005217308242,0.9756041950920664,0.9756041950920664,0.9984659140664532,0.9444476204451056
S1,MA DReg CNN,-0.23257031146997065,0.9043544819077136,0.9719441332576896,0.9719441332576896,0.2920745659490431,0.9997217603729752
S1,MA DReg RNN,0.9394100743415772,0.9119409548881214,0.9642018818073466,0.9642018818073466,0.92049444542167,0.9007194734073061
S1,MA DReg GRU,0.9377606176052165,0.9226350868996078,0.9803595054835206,0.9803595054835206,0.9225960254713248,0.8920143454565563
S1,MA DReg LSTM,0.811349101715169,0.9592641383044708,0.9741252107879576,0.9741252107879576,0.8450333905524059,0.8814308022673185
S1,HY CNN LSTM,0.4531994928955687,0.6518928089998106,0.9706005582240784,0.9706005582240784,0.9993845237265452,0.506023795188044
S1,HY LSTM RNN GRU,0.9990164041675518,0.9436299642969492,0.9796400783082112,0.9796400783082112,1.0,0.8923895576213838
S1,HY CNN RNN GRU,0.481075947863409,0.9898161606395262,0.969626261653688,0.969626261653688,0.9973888974215672,0.942192985855528
S1,HY CNN GRU,0.48385772770460544,0.5600493034967893,0.9757839511499894,0.9757839511499894,0.994931092111626,0.4957410040891865
S1,HY RNN GRU,0.9977418269391776,0.6641480074725084,0.9741320244538348,0.9741320244538348,0.9986131879025923,0.5307236729501368
S1,HY RNN LSTM,0.9981904806009319,0.616123331246361,0.9782401404506283,0.9782401404506283,0.99943021410817,0.51218716652935
S1,MA HY CNN LSTM,0.4717396589198377,0.6124800816316485,0.9729142031677236,0.9729142031677236,0.845676711859773,0.4977037385342229
S1,MA HY LSTM RNN GRU,0.9185298132753585,0.9533542813996504,0.9756963947052548,0.9756963947052548,0.9536603687841424,0.8898057225841485
S1,MA HY CNN RNN GRU,0.5052879526090996,0.9894733167182612,0.9480201533165356,0.9480201533165356,0.3892557654838928,0.9423027419591016
S1,MA HY CNN GRU,0.4751666861348922,0.6054222424490081,0.9686619673564428,0.9686619673564428,0.7235250656781296,0.4285620517021142
S1,MA HY RNN GRU,0.9296947179988324,0.5882191423517775,0.9700433339313204,0.9700433339313204,0.9541178778421612,0.5200096290583753
S1,MA HY RNN LSTM,0.9214750185688325,0.6130771019784045,0.9489244111021548,0.9489244111021548,0.8701601986670495,0.5029100038374474
