Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,0.0171667346855265,0.09574100150002375,0.9803609082351517,0.13102188628441624
General,RNN,0.016325203461417342,0.0893248721708854,0.9813236369797859,0.12777011959537857
General,GRU,0.013195324565347886,0.08606781233102084,0.9849042817546244,0.114870903911077
General,LSTM,0.015470610244990912,0.09220374716238842,0.9823013089078763,0.12438090787975023
MA,CNN,0.027325640070474704,0.1299141547828913,0.9687389149591898,0.16530468859192926
MA,RNN,0.036732157928566586,0.14618132954178792,0.9579776682348198,0.19165635373909884
MA,GRU,0.012598413659080269,0.08156023960974482,0.9855871599069566,0.11224265525672612
MA,LSTM,0.015636309977309845,0.09352368985199266,0.9821117450619827,0.1250452317256034
DReg,CNN,0.016024207615452347,0.09361636204851999,0.9816679823167431,0.12658675924223808
DReg,RNN,0.020121439521495352,0.1060145071314441,0.9769806661288554,0.1418500599982085
DReg,GRU,0.012246648654808904,0.08061724952525563,0.9859895861880811,0.11066457723593807
DReg,LSTM,0.015772803000970288,0.0940344047298034,0.9819555942816489,0.12558982045122244
MA DReg,CNN,0.018192646238197017,0.10256902483136704,0.9791872446646124,0.13488011802410693
MA DReg,RNN,0.017468992010121833,0.10170568246601357,0.9800151197411213,0.1321703144057766
MA DReg,GRU,0.013831583507423889,0.0877909044466085,0.9841763886533131,0.11760775275220545
MA DReg,LSTM,0.018694905010237153,0.10877822659495803,0.9786126504686579,0.13672931291510665
HY,CNN LSTM,0.012317396198137799,0.07752196976708042,0.9859086495672835,0.11098376547107149
HY,LSTM RNN GRU,0.014165709773436706,0.09104386696385013,0.9837941414455896,0.11901978731890217
HY,CNN RNN GRU,0.014189861928683082,0.0826211716607213,0.9837665108913874,0.119121206880568
HY,CNN GRU,0.013209033157017165,0.08099892049717407,0.9848885988484287,0.1149305579774899
HY,RNN GRU,0.013448042341861758,0.08083448813814256,0.9846151675057889,0.1159656946767524
HY,RNN LSTM,0.013000212137904373,0.07946401051763032,0.9851274943187619,0.1140184727923698
MA HY,CNN LSTM,0.019742295359545754,0.10802103629956644,0.9774144147202466,0.1405072786710559
MA HY,LSTM RNN GRU,0.01891409801157685,0.11087055910792618,0.9783618892408308,0.13752853526296588
MA HY,CNN RNN GRU,0.036760444040669,0.14546925050827364,0.957945308350344,0.1917301333663256
MA HY,CNN GRU,0.015013853215814214,0.09576115133654743,0.9828238481894906,0.12253102960399138
MA HY,RNN GRU,0.02164982871781347,0.11278837495897381,0.9752321579688148,0.1471388076539071
MA HY,RNN LSTM,0.02227321826637312,0.11887113694412015,0.9745189877140352,0.1492421464143863
