,training_loss,validation_loss,training_accuracy,validation_accuracy
0,7065.12939453125,1035.5684814453125,,
1,1077.3536376953125,1035.24755859375,,
2,1077.0238037109375,1034.920654296875,,
3,1076.6826171875,1034.5782470703125,,
4,1076.3280029296875,1034.2171630859375,,
5,1075.9521484375,1033.8455810546875,,
6,1075.5667724609375,1033.460693359375,,
7,1075.1678466796875,1033.066162109375,,
8,1074.7611083984375,1032.661376953125,,
9,1074.342041015625,1032.248291015625,,
10,1073.918701171875,1031.8294677734375,,
11,1073.4876708984375,1031.405517578125,,
12,1073.05078125,1030.97509765625,,
13,1072.6070556640625,1030.53564453125,,
14,1072.15673828125,1030.09423828125,,
15,1071.7054443359375,1029.6507568359375,,
16,1071.25048828125,1029.20458984375,,
17,1070.7921142578125,1028.7554931640625,,
18,1070.33203125,1028.3033447265625,,
19,1069.86865234375,1027.8497314453125,,
20,1069.403076171875,1027.3919677734375,,
21,1068.9349365234375,1026.9305419921875,,
22,1068.462646484375,1026.472900390625,,
23,1067.9949951171875,1026.01025390625,,
24,1067.520263671875,1025.5494384765625,,
25,1067.0482177734375,1025.0830078125,,
26,1066.5699462890625,1024.6195068359375,,
27,1066.096435546875,1024.156005859375,,
28,1065.623046875,1023.6895141601562,,
29,1065.1455078125,1023.2210693359375,,
30,1064.6624755859375,1022.74853515625,,
31,1064.18017578125,1022.2757568359375,,
32,1063.6961669921875,1021.8042602539062,,
33,1063.21484375,1021.33349609375,,
34,1062.7354736328125,1020.8651123046875,,
35,1062.25390625,1020.3943481445312,,
36,1061.771484375,1019.9218139648438,,
37,1061.285400390625,1019.4478759765625,,
38,1060.802001953125,1018.9727783203125,,
39,1060.3148193359375,1018.4993286132812,,
40,1059.8326416015625,1018.0218505859375,,
41,1059.345703125,1017.5470581054688,,
42,1058.8592529296875,1017.07275390625,,
43,1058.3736572265625,1016.5963745117188,,
44,1057.88720703125,1016.1192016601562,,
45,1057.3994140625,1015.6415405273438,,
46,1056.91015625,1015.1647338867188,,
47,1056.418701171875,1014.68603515625,,
48,1055.9300537109375,1014.2075805664062,,
49,1055.439697265625,1013.7288818359375,,
