Metrics,Model Category,Model,y
MSE,General,CNN,0.01754043222549789
MSE,General,RNN,0.011704076416145175
MSE,General,GRU,0.012393112321793623
MSE,General,LSTM,0.020714634017945724
MSE,MA,CNN,0.05861104734424508
MSE,MA,RNN,0.04704550208232778
MSE,MA,GRU,0.015920634623510933
MSE,MA,LSTM,0.023761905897475406
MSE,DReg,CNN,0.022860009723515557
MSE,DReg,RNN,0.010542684903311672
MSE,DReg,GRU,0.01515680339095553
MSE,DReg,LSTM,0.02332312116542781
MSE,MA DReg,CNN,0.023900629926840666
MSE,MA DReg,RNN,0.01665747403317086
MSE,MA DReg,GRU,0.02252312547891801
MSE,MA DReg,LSTM,0.026197637923203843
MSE,HY,CNN LSTM,0.019409562507066873
MSE,HY,LSTM RNN GRU,0.01769723464012206
MSE,HY,CNN RNN GRU,0.0180783075483983
MSE,HY,CNN GRU,0.015214445933894531
MSE,HY,RNN GRU,0.012107833853953415
MSE,HY,RNN LSTM,0.013308838142273315
MSE,MA HY,CNN LSTM,0.022388311943222237
MSE,MA HY,LSTM RNN GRU,0.0259395841731815
MSE,MA HY,CNN RNN GRU,0.05516172354901295
MSE,MA HY,CNN GRU,0.03889143752249888
MSE,MA HY,RNN GRU,0.030779193131330332
MSE,MA HY,RNN LSTM,0.0363938032769983
RMSE,General,CNN,0.13244029683407496
RMSE,General,RNN,0.10818537986320136
RMSE,General,GRU,0.11132435637268973
RMSE,General,LSTM,0.14392579344212672
RMSE,MA,CNN,0.24209718574210046
RMSE,MA,RNN,0.21689975122698454
RMSE,MA,GRU,0.12617699720436737
RMSE,MA,LSTM,0.1541489730665612
RMSE,DReg,CNN,0.1511952701757418
RMSE,DReg,RNN,0.10267757741255717
RMSE,DReg,GRU,0.12311297003547404
RMSE,DReg,LSTM,0.15271909234089825
RMSE,MA DReg,CNN,0.15459828565298087
RMSE,MA DReg,RNN,0.12906383704652075
RMSE,MA DReg,GRU,0.1500770651329443
RMSE,MA DReg,LSTM,0.16185684391833371
RMSE,HY,CNN LSTM,0.13931820594260777
RMSE,HY,LSTM RNN GRU,0.1330309536916956
RMSE,HY,CNN RNN GRU,0.13445559693965253
RMSE,HY,CNN GRU,0.12334685214424619
RMSE,HY,RNN GRU,0.11003560266547104
RMSE,HY,RNN LSTM,0.11536393778938596
RMSE,MA HY,CNN LSTM,0.14962724331892985
RMSE,MA HY,LSTM RNN GRU,0.16105770448252857
RMSE,MA HY,CNN RNN GRU,0.23486533066634793
RMSE,MA HY,CNN GRU,0.1972091212964017
RMSE,MA HY,RNN GRU,0.17543999866430213
RMSE,MA HY,RNN LSTM,0.1907715997652646
MAE,General,CNN,0.0831385992964109
MAE,General,RNN,0.07438703801689878
MAE,General,GRU,0.07429538982609908
MAE,General,LSTM,0.09631162900063728
MAE,MA,CNN,0.14945670522749424
MAE,MA,RNN,0.1596933504649335
MAE,MA,GRU,0.08505169408835679
MAE,MA,LSTM,0.09740715637596119
MAE,DReg,CNN,0.0957007758277986
MAE,DReg,RNN,0.07130710730950039
MAE,DReg,GRU,0.08009029825528463
MAE,DReg,LSTM,0.09957209347850747
MAE,MA DReg,CNN,0.09701718732300732
MAE,MA DReg,RNN,0.10241963379292025
MAE,MA DReg,GRU,0.10097479946911335
MAE,MA DReg,LSTM,0.10557263930224711
MAE,HY,CNN LSTM,0.09456536849339806
MAE,HY,LSTM RNN GRU,0.08823906948531254
MAE,HY,CNN RNN GRU,0.08658485795888636
MAE,HY,CNN GRU,0.08316206183077562
MAE,HY,RNN GRU,0.0734721122475134
MAE,HY,RNN LSTM,0.07714797384416064
MAE,MA HY,CNN LSTM,0.10045117937856252
MAE,MA HY,LSTM RNN GRU,0.11552798996782965
MAE,MA HY,CNN RNN GRU,0.16501190370569627
MAE,MA HY,CNN GRU,0.13771281591616572
MAE,MA HY,RNN GRU,0.13383145464946417
MAE,MA HY,RNN LSTM,0.14543325567204093
R2,General,CNN,0.9795702290991087
R2,General,RNN,0.9863679756168846
R2,General,GRU,0.9855654386261243
R2,General,LSTM,0.9758731585492371
R2,MA,CNN,0.9317342780320096
R2,MA,RNN,0.9452049517877785
R2,MA,GRU,0.981456847027845
R2,MA,LSTM,0.9723239263768952
R2,DReg,CNN,0.9733743869341673
R2,DReg,RNN,0.9877206767492397
R2,DReg,GRU,0.9823464999672615
R2,DReg,LSTM,0.9728349896982147
R2,MA DReg,CNN,0.9721623511031536
R2,MA DReg,RNN,0.9805986321254654
R2,MA DReg,GRU,0.97376676426266
R2,MA DReg,LSTM,0.9694869696461905
R2,HY,CNN LSTM,0.9773932072934053
R2,HY,LSTM RNN GRU,0.9793875974873961
R2,HY,CNN RNN GRU,0.9789437525403313
R2,HY,CNN GRU,0.9822793622860888
R2,HY,RNN GRU,0.9858977094428297
R2,HY,RNN LSTM,0.9844988703409234
R2,MA HY,CNN LSTM,0.9739237848886739
R2,MA HY,LSTM RNN GRU,0.9697875311674402
R2,MA HY,CNN RNN GRU,0.935751789915049
R2,MA HY,CNN GRU,0.9547021904377031
R2,MA HY,RNN GRU,0.9641507201131975
R2,MA HY,RNN LSTM,0.9576112461994889
