Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,0.01754043222549789,0.0831385992964109,0.9795702290991087,0.13244029683407496
General,RNN,0.011704076416145175,0.07438703801689878,0.9863679756168846,0.10818537986320136
General,GRU,0.012393112321793623,0.07429538982609908,0.9855654386261243,0.11132435637268973
General,LSTM,0.020714634017945724,0.09631162900063728,0.9758731585492371,0.14392579344212672
MA,CNN,0.05861104734424508,0.14945670522749424,0.9317342780320096,0.24209718574210046
MA,RNN,0.04704550208232778,0.1596933504649335,0.9452049517877785,0.21689975122698454
MA,GRU,0.015920634623510933,0.08505169408835679,0.981456847027845,0.12617699720436737
MA,LSTM,0.023761905897475406,0.09740715637596119,0.9723239263768952,0.1541489730665612
DReg,CNN,0.022860009723515557,0.0957007758277986,0.9733743869341673,0.1511952701757418
DReg,RNN,0.010542684903311672,0.07130710730950039,0.9877206767492397,0.10267757741255717
DReg,GRU,0.01515680339095553,0.08009029825528463,0.9823464999672615,0.12311297003547404
DReg,LSTM,0.02332312116542781,0.09957209347850747,0.9728349896982147,0.15271909234089825
MA DReg,CNN,0.023900629926840666,0.09701718732300732,0.9721623511031536,0.15459828565298087
MA DReg,RNN,0.01665747403317086,0.10241963379292025,0.9805986321254654,0.12906383704652075
MA DReg,GRU,0.02252312547891801,0.10097479946911335,0.97376676426266,0.1500770651329443
MA DReg,LSTM,0.026197637923203843,0.10557263930224711,0.9694869696461905,0.16185684391833371
HY,CNN LSTM,0.019409562507066873,0.09456536849339806,0.9773932072934053,0.13931820594260777
HY,LSTM RNN GRU,0.01769723464012206,0.08823906948531254,0.9793875974873961,0.1330309536916956
HY,CNN RNN GRU,0.0180783075483983,0.08658485795888636,0.9789437525403313,0.13445559693965253
HY,CNN GRU,0.015214445933894531,0.08316206183077562,0.9822793622860888,0.12334685214424619
HY,RNN GRU,0.012107833853953415,0.0734721122475134,0.9858977094428297,0.11003560266547104
HY,RNN LSTM,0.013308838142273315,0.07714797384416064,0.9844988703409234,0.11536393778938596
MA HY,CNN LSTM,0.022388311943222237,0.10045117937856252,0.9739237848886739,0.14962724331892985
MA HY,LSTM RNN GRU,0.0259395841731815,0.11552798996782965,0.9697875311674402,0.16105770448252857
MA HY,CNN RNN GRU,0.05516172354901295,0.16501190370569627,0.935751789915049,0.23486533066634793
MA HY,CNN GRU,0.03889143752249888,0.13771281591616572,0.9547021904377031,0.1972091212964017
MA HY,RNN GRU,0.030779193131330332,0.13383145464946417,0.9641507201131975,0.17543999866430213
MA HY,RNN LSTM,0.0363938032769983,0.14543325567204093,0.9576112461994889,0.1907715997652646
