Model,MSE,RMSE
cnn,3.3104469649084716,1.819463372785633
rnn,0.18607713053340133,0.4313665848595616
gru,0.10316808642496748,0.3211978929335737
lstm,3.2277700183453537,1.7965995709521234
mvg_cnn,1.2539712123279845,1.1198085605709507
mvg_rnn,0.1216487423318574,0.34878179759250255
mvg_gru,0.12452315941363813,0.352878391820239
mvg_lstm,2.4180048519414177,1.5549935215110762
auto_cnn,0.02137050550339641,0.1461865435099839
auto_rnn,0.20660216415026283,0.4545351077202539
auto_gru,0.13753472302275435,0.3708567419135782
auto_lstm,2.0159587711725404,1.419844629236784
mvg_auto_cnn,2.2823087223434473,1.5107311879826428
mvg_auto_rnn,0.576918538415281,0.7595515376952909
mvg_auto_gru,3.0030003652689476,1.7329167219658732
mvg_auto_lstm,3.6636595881573486,1.9140688566917723
hybrid_cnn_lstm,0.040539808023837325,0.2013449975138129
hybrid_lstm_rnn_gru,0.03151722451764221,0.17753091144260544
hybrid_cnn_rnn_gru,0.02379048334282947,0.15424163945844674
hybrid_cnn_gru,0.05204472967622563,0.22813314024101283
hybrid_rnn_gru,0.1038212965503324,0.322213122871078
hybrid_rnn_lstm,0.12214809434425791,0.34949691607259986
mavg_hybrid_cnn_lstm,0.11192106202896682,0.3345460536741792
mavg_hybrid_lstm_rnn_gru,0.09249945159408042,0.30413722493979656
mavg_hybrid_cnn_rnn_gru,0.06591792357274544,0.25674486084972653
mavg_hybrid_cnn_gru,0.09662844862878545,0.3108511679707597
mavg_hybrid_rnn_gru,0.219480696783212,0.46848766983050044
mavg_hybrid_rnn_lstm,0.1704035206530785,0.4127996131939546
