Model,MSE,RMSE
cnn,5.085005059761729,2.2549955786568026
rnn,5.44323058901123,2.3330732069549875
gru,12.105970441127758,3.479363510920892
lstm,22.696950406441683,4.764131652929176
mvg_cnn,0.0183258438830446,0.13537298062406913
mvg_rnn,1.4535813275309877,1.2056456061094354
mvg_gru,15.044279461341668,3.878695587609534
mvg_lstm,13.763611371310787,3.7099341464924667
auto_cnn,0.025152181836039435,0.15859439408768342
auto_rnn,10.84207785837648,3.292731063779197
auto_gru,14.246065339882893,3.7743960231913785
auto_lstm,15.714054296710307,3.964095646766146
mvg_auto_cnn,54.09122495056815,7.354673680767091
mvg_auto_rnn,22.12358253327919,4.703571253130879
mvg_auto_gru,48.52380818662944,6.965903257053563
mvg_auto_lstm,49.643811699878995,7.045836479785703
hybrid_cnn_lstm,3.5241406808977156,1.8772694747685308
hybrid_lstm_rnn_gru,0.45492732550571785,0.674483006091123
hybrid_cnn_rnn_gru,0.723222116244754,0.8504246681774664
hybrid_cnn_gru,3.0431918138473106,1.7444746526812336
hybrid_rnn_gru,1.7235640733421993,1.312845791912439
hybrid_rnn_lstm,4.676437014733345,2.1625071132214444
mavg_hybrid_cnn_lstm,2.012665835376365,1.4186845439971372
mavg_hybrid_lstm_rnn_gru,0.44786657635557053,0.669228343957106
mavg_hybrid_cnn_rnn_gru,2.3506116874247556,1.5331704691340606
mavg_hybrid_cnn_gru,0.724672677037619,0.8512770859347848
mavg_hybrid_rnn_gru,2.3306675910635923,1.5266524133094581
mavg_hybrid_rnn_lstm,5.915610457443024,2.432202799406954
