Metrics,Model Category,Model,y
MSE,General,CNN,0.0171667346855265
MSE,General,RNN,0.016325203461417342
MSE,General,GRU,0.013195324565347886
MSE,General,LSTM,0.015470610244990912
MSE,MA,CNN,0.027325640070474704
MSE,MA,RNN,0.036732157928566586
MSE,MA,GRU,0.012598413659080269
MSE,MA,LSTM,0.015636309977309845
MSE,DReg,CNN,0.016024207615452347
MSE,DReg,RNN,0.020121439521495352
MSE,DReg,GRU,0.012246648654808904
MSE,DReg,LSTM,0.015772803000970288
MSE,MA DReg,CNN,0.018192646238197017
MSE,MA DReg,RNN,0.017468992010121833
MSE,MA DReg,GRU,0.013831583507423889
MSE,MA DReg,LSTM,0.018694905010237153
MSE,HY,CNN LSTM,0.012317396198137799
MSE,HY,LSTM RNN GRU,0.014165709773436706
MSE,HY,CNN RNN GRU,0.014189861928683082
MSE,HY,CNN GRU,0.013209033157017165
MSE,HY,RNN GRU,0.013448042341861758
MSE,HY,RNN LSTM,0.013000212137904373
MSE,MA HY,CNN LSTM,0.019742295359545754
MSE,MA HY,LSTM RNN GRU,0.01891409801157685
MSE,MA HY,CNN RNN GRU,0.036760444040669
MSE,MA HY,CNN GRU,0.015013853215814214
MSE,MA HY,RNN GRU,0.02164982871781347
MSE,MA HY,RNN LSTM,0.02227321826637312
RMSE,General,CNN,0.13102188628441624
RMSE,General,RNN,0.12777011959537857
RMSE,General,GRU,0.114870903911077
RMSE,General,LSTM,0.12438090787975023
RMSE,MA,CNN,0.16530468859192926
RMSE,MA,RNN,0.19165635373909884
RMSE,MA,GRU,0.11224265525672612
RMSE,MA,LSTM,0.1250452317256034
RMSE,DReg,CNN,0.12658675924223808
RMSE,DReg,RNN,0.1418500599982085
RMSE,DReg,GRU,0.11066457723593807
RMSE,DReg,LSTM,0.12558982045122244
RMSE,MA DReg,CNN,0.13488011802410693
RMSE,MA DReg,RNN,0.1321703144057766
RMSE,MA DReg,GRU,0.11760775275220545
RMSE,MA DReg,LSTM,0.13672931291510665
RMSE,HY,CNN LSTM,0.11098376547107149
RMSE,HY,LSTM RNN GRU,0.11901978731890217
RMSE,HY,CNN RNN GRU,0.119121206880568
RMSE,HY,CNN GRU,0.1149305579774899
RMSE,HY,RNN GRU,0.1159656946767524
RMSE,HY,RNN LSTM,0.1140184727923698
RMSE,MA HY,CNN LSTM,0.1405072786710559
RMSE,MA HY,LSTM RNN GRU,0.13752853526296588
RMSE,MA HY,CNN RNN GRU,0.1917301333663256
RMSE,MA HY,CNN GRU,0.12253102960399138
RMSE,MA HY,RNN GRU,0.1471388076539071
RMSE,MA HY,RNN LSTM,0.1492421464143863
MAE,General,CNN,0.09574100150002375
MAE,General,RNN,0.0893248721708854
MAE,General,GRU,0.08606781233102084
MAE,General,LSTM,0.09220374716238842
MAE,MA,CNN,0.1299141547828913
MAE,MA,RNN,0.14618132954178792
MAE,MA,GRU,0.08156023960974482
MAE,MA,LSTM,0.09352368985199266
MAE,DReg,CNN,0.09361636204851999
MAE,DReg,RNN,0.1060145071314441
MAE,DReg,GRU,0.08061724952525563
MAE,DReg,LSTM,0.0940344047298034
MAE,MA DReg,CNN,0.10256902483136704
MAE,MA DReg,RNN,0.10170568246601357
MAE,MA DReg,GRU,0.0877909044466085
MAE,MA DReg,LSTM,0.10877822659495803
MAE,HY,CNN LSTM,0.07752196976708042
MAE,HY,LSTM RNN GRU,0.09104386696385013
MAE,HY,CNN RNN GRU,0.0826211716607213
MAE,HY,CNN GRU,0.08099892049717407
MAE,HY,RNN GRU,0.08083448813814256
MAE,HY,RNN LSTM,0.07946401051763032
MAE,MA HY,CNN LSTM,0.10802103629956644
MAE,MA HY,LSTM RNN GRU,0.11087055910792618
MAE,MA HY,CNN RNN GRU,0.14546925050827364
MAE,MA HY,CNN GRU,0.09576115133654743
MAE,MA HY,RNN GRU,0.11278837495897381
MAE,MA HY,RNN LSTM,0.11887113694412015
R2,General,CNN,0.9803609082351517
R2,General,RNN,0.9813236369797859
R2,General,GRU,0.9849042817546244
R2,General,LSTM,0.9823013089078763
R2,MA,CNN,0.9687389149591898
R2,MA,RNN,0.9579776682348198
R2,MA,GRU,0.9855871599069566
R2,MA,LSTM,0.9821117450619827
R2,DReg,CNN,0.9816679823167431
R2,DReg,RNN,0.9769806661288554
R2,DReg,GRU,0.9859895861880811
R2,DReg,LSTM,0.9819555942816489
R2,MA DReg,CNN,0.9791872446646124
R2,MA DReg,RNN,0.9800151197411213
R2,MA DReg,GRU,0.9841763886533131
R2,MA DReg,LSTM,0.9786126504686579
R2,HY,CNN LSTM,0.9859086495672835
R2,HY,LSTM RNN GRU,0.9837941414455896
R2,HY,CNN RNN GRU,0.9837665108913874
R2,HY,CNN GRU,0.9848885988484287
R2,HY,RNN GRU,0.9846151675057889
R2,HY,RNN LSTM,0.9851274943187619
R2,MA HY,CNN LSTM,0.9774144147202466
R2,MA HY,LSTM RNN GRU,0.9783618892408308
R2,MA HY,CNN RNN GRU,0.957945308350344
R2,MA HY,CNN GRU,0.9828238481894906
R2,MA HY,RNN GRU,0.9752321579688148
R2,MA HY,RNN LSTM,0.9745189877140352
