Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,11.242598603366211,2.365943944721172,-12.28555753507796,3.3529984496516265
General,RNN,1.0502232796508786,0.8675844296233522,-0.24106554887606912,1.0248040201184219
General,GRU,0.8485947030747335,0.8268596988254123,-0.002797853895285307,0.9211920011999309
General,LSTM,0.8095488744560131,0.8065529427263471,0.04334322264047963,0.8997493397919295
MA,CNN,1.9283027875968013,1.1242404556108845,-1.2787060655174427,1.3886334244849508
MA,RNN,0.07434560083625232,0.21509801357984543,0.9121446213427712,0.2726638971999269
MA,GRU,0.08008528666629168,0.25850750923156735,0.9053619433322418,0.2829934392636898
MA,LSTM,0.1556572612406858,0.2786919913689295,0.8160573393284182,0.39453423329374826
DReg,CNN,0.9667500919256082,0.8400529114405314,-0.14242395565682942,0.9832345050523849
DReg,RNN,0.014505230184315666,0.09438610272068115,0.9828589388475032,0.12043766098822936
DReg,GRU,0.01577965014199894,0.09854405440286629,0.9813529365193063,0.1256170774297784
DReg,LSTM,0.0162232059211931,0.09130329777590102,0.9808287796021736,0.1273703494585498
MA DReg,CNN,2.122395629145756,1.1856143059571171,-1.5080686625929376,1.456844408008541
MA DReg,RNN,0.10102222577327528,0.2514241797063086,0.880620429476987,0.3178399373478344
MA DReg,GRU,0.2086578563141576,0.4116770053572125,0.7534256933821555,0.4567908233690313
MA DReg,LSTM,0.1313389089739941,0.3172546539041731,0.8447947228814243,0.36240710392319037
HY,CNN LSTM,0.8987149417347529,0.780039677090115,-0.062025736868012826,0.9480057709395828
HY,LSTM RNN GRU,0.013745555996284346,0.08827771848067639,0.983756657914871,0.11724144316872062
HY,CNN RNN GRU,0.8896287100868245,0.7848151217566596,-0.05128839245197625,0.9432013094174672
HY,CNN GRU,0.8714701822221944,0.7922698717647129,-0.029830171340566203,0.9335256730386124
HY,RNN GRU,0.013506766851719225,0.09018505410187773,0.9840388388439243,0.11621861663141247
HY,RNN LSTM,0.015586941080753777,0.09323223401481905,0.9815806638811937,0.12484767150713616
MA HY,CNN LSTM,0.8830280667082655,0.7867737489938736,-0.04348830721651087,0.9396957309194639
MA HY,LSTM RNN GRU,0.08986909530770766,0.2553778518570794,0.8938002610910201,0.29978174612158703
MA HY,CNN RNN GRU,0.8868004959592802,0.785698454313808,-0.047946246846799045,0.9417008526911719
MA HY,CNN GRU,0.8904462758061192,0.7845982022417917,-0.05225452286235521,0.9436346092668069
MA HY,RNN GRU,0.03170931837273641,0.1497994246747759,0.9625285942777537,0.178071104822586
MA HY,RNN LSTM,0.07082989409797452,0.197765997449557,0.9162991878976836,0.2661388624345842
