Metrics,Model Category,Model,y
MSE,General,CNN,0.021663459129179104
MSE,General,RNN,0.01996624271503132
MSE,General,GRU,0.0202495012271194
MSE,General,LSTM,0.024418966620507913
MSE,MA,CNN,0.03646005784719871
MSE,MA,RNN,0.0312905746835889
MSE,MA,GRU,0.020760141782571816
MSE,MA,LSTM,0.025733315806920534
MSE,DReg,CNN,0.024288227649489978
MSE,DReg,RNN,0.02135700201863901
MSE,DReg,GRU,0.019744173319472456
MSE,DReg,LSTM,0.023272517972200632
MSE,MA DReg,CNN,0.02546558000505074
MSE,MA DReg,RNN,0.03583182711703978
MSE,MA DReg,GRU,0.021120606383038906
MSE,MA DReg,LSTM,0.025716778259566895
MSE,HY,CNN LSTM,0.01943032954779154
MSE,HY,LSTM RNN GRU,0.020995615117636604
MSE,HY,CNN RNN GRU,0.021255895729581472
MSE,HY,CNN GRU,0.019378192740719252
MSE,HY,RNN GRU,0.02087728771392422
MSE,HY,RNN LSTM,0.022661568176627414
MSE,MA HY,CNN LSTM,0.026435655925821762
MSE,MA HY,LSTM RNN GRU,0.021217233800740136
MSE,MA HY,CNN RNN GRU,0.03136909810857158
MSE,MA HY,CNN GRU,0.02923068740566533
MSE,MA HY,RNN GRU,0.034153168201251534
MSE,MA HY,RNN LSTM,0.025512683792740982
RMSE,General,CNN,0.147185118572426
RMSE,General,RNN,0.1413019558075235
RMSE,General,GRU,0.14230074218752128
RMSE,General,LSTM,0.15626569239762103
RMSE,MA,CNN,0.19094516974042236
RMSE,MA,RNN,0.1768914206048131
RMSE,MA,GRU,0.14408380124973041
RMSE,MA,LSTM,0.16041607091223914
RMSE,DReg,CNN,0.15584680827495306
RMSE,DReg,RNN,0.1461403504123314
RMSE,DReg,GRU,0.14051396129734745
RMSE,DReg,LSTM,0.1525533282894891
RMSE,MA DReg,CNN,0.15957938464930468
RMSE,MA DReg,RNN,0.18929296636969842
RMSE,MA DReg,GRU,0.14532930324968502
RMSE,MA DReg,LSTM,0.16036451683451328
RMSE,HY,CNN LSTM,0.13939271698260114
RMSE,HY,LSTM RNN GRU,0.14489863739054484
RMSE,HY,CNN RNN GRU,0.14579401815431753
RMSE,HY,CNN GRU,0.1392055772615424
RMSE,HY,RNN GRU,0.1444897495115976
RMSE,HY,RNN LSTM,0.15053759721952326
RMSE,MA HY,CNN LSTM,0.16259045459627008
RMSE,MA HY,LSTM RNN GRU,0.1456613668779067
RMSE,MA HY,CNN RNN GRU,0.17711323527216022
RMSE,MA HY,CNN GRU,0.17096984355629893
RMSE,MA HY,RNN GRU,0.18480575803056445
RMSE,MA HY,RNN LSTM,0.1597269037849948
MAE,General,CNN,0.0940515315781037
MAE,General,RNN,0.08807466613749663
MAE,General,GRU,0.08955519080162049
MAE,General,LSTM,0.10234152177969613
MAE,MA,CNN,0.12440135190884274
MAE,MA,RNN,0.1285823121522036
MAE,MA,GRU,0.09141024176859193
MAE,MA,LSTM,0.11201412632233566
MAE,DReg,CNN,0.10096524701971148
MAE,DReg,RNN,0.09506226441512505
MAE,DReg,GRU,0.08579992927196951
MAE,DReg,LSTM,0.0996800196584728
MAE,MA DReg,CNN,0.09973049263573355
MAE,MA DReg,RNN,0.14815672460012136
MAE,MA DReg,GRU,0.0914241051259968
MAE,MA DReg,LSTM,0.10763079210287994
MAE,HY,CNN LSTM,0.08828874187750947
MAE,HY,LSTM RNN GRU,0.09208838753402232
MAE,HY,CNN RNN GRU,0.08673444279986951
MAE,HY,CNN GRU,0.0918901920939485
MAE,HY,RNN GRU,0.08878226376656026
MAE,HY,RNN LSTM,0.09473354714612164
MAE,MA HY,CNN LSTM,0.11751763434666726
MAE,MA HY,LSTM RNN GRU,0.10112140694270945
MAE,MA HY,CNN RNN GRU,0.13994401591519512
MAE,MA HY,CNN GRU,0.12788614973425863
MAE,MA HY,RNN GRU,0.13098316012985178
MAE,MA HY,RNN LSTM,0.1261504389014509
R2,General,CNN,0.9759922092834881
R2,General,RNN,0.9778730915668076
R2,General,GRU,0.977559179968649
R2,General,LSTM,0.972938511959569
R2,MA,CNN,0.9595943827304816
R2,MA,RNN,0.965323286372528
R2,MA,GRU,0.9769932799656272
R2,MA,LSTM,0.9714819292408235
R2,DReg,CNN,0.9730833989711942
R2,DReg,RNN,0.9763318299382303
R2,DReg,GRU,0.9781191924106907
R2,DReg,LSTM,0.974209024625698
R2,MA DReg,CNN,0.9717786383240904
R2,MA DReg,RNN,0.960290598039468
R2,MA DReg,GRU,0.9765938073496835
R2,MA DReg,LSTM,0.9715002564144047
R2,HY,CNN LSTM,0.9784669990810505
R2,HY,LSTM RNN GRU,0.9767323246623285
R2,HY,CNN RNN GRU,0.9764438775393702
R2,HY,CNN GRU,0.9785247779216943
R2,HY,RNN GRU,0.9768634569772288
R2,HY,RNN LSTM,0.9748860889275233
R2,MA HY,CNN LSTM,0.9707035847259496
R2,MA HY,LSTM RNN GRU,0.9764867233051726
R2,MA HY,CNN RNN GRU,0.9652362654613205
R2,MA HY,CNN GRU,0.9676060862879572
R2,MA HY,RNN GRU,0.9621509146073041
R2,MA HY,RNN LSTM,0.9717264371557507
