,training_loss,validation_loss,training_accuracy,validation_accuracy
0,2.3719899654388428,1.316162347793579,,
1,0.7844493985176086,0.2255638837814331,,
2,0.171320378780365,0.08660338819026947,,
3,0.16697002947330475,0.0883168950676918,,
4,0.11338341981172562,0.03796839341521263,,
5,0.09820769727230072,0.044644519686698914,,
6,0.09227200597524643,0.03474656119942665,,
7,0.09234194457530975,0.031330954283475876,,
8,0.08073043823242188,0.02926669269800186,,
9,0.08114155381917953,0.026795826852321625,,
10,0.0697236955165863,0.025281863287091255,,
11,0.06808008253574371,0.023796480149030685,,
12,0.07740259915590286,0.02212156169116497,,
13,0.06848558038473129,0.02285526879131794,,
14,0.06707905232906342,0.023360075429081917,,
15,0.06568754464387894,0.019920499995350838,,
16,0.06750892847776413,0.019504614174365997,,
17,0.0628972202539444,0.019154807552695274,,
18,0.0655524954199791,0.018303746357560158,,
19,0.060245174914598465,0.018126893788576126,,
20,0.06053522229194641,0.018324118107557297,,
21,0.05716320499777794,0.020427051931619644,,
22,0.06376051902770996,0.017802616581320763,,
23,0.05266746133565903,0.018653856590390205,,
24,0.05150405690073967,0.01747613027691841,,
25,0.05351191759109497,0.018098898231983185,,
26,0.05595175176858902,0.01854863204061985,,
27,0.055644407868385315,0.017278267070651054,,
28,0.060120388865470886,0.018604807555675507,,
29,0.05380573123693466,0.018656771630048752,,
30,0.05596131458878517,0.016734382137656212,,
31,0.05478794872760773,0.017940381541848183,,
32,0.058435145765542984,0.016217004507780075,,
33,0.048545632511377335,0.01676311530172825,,
34,0.06112977862358093,0.016285836696624756,,
35,0.04913722723722458,0.01612626016139984,,
36,0.05355776846408844,0.015993507578969002,,
37,0.04874880984425545,0.01660487800836563,,
38,0.04875127226114273,0.01633397862315178,,
39,0.05276130512356758,0.016042066738009453,,
40,0.048436809331178665,0.015968434512615204,,
41,0.04444722458720207,0.016197707504034042,,
42,0.04940222203731537,0.015713702887296677,,
43,0.04863843694329262,0.015764398500323296,,
44,0.050909075886011124,0.01583690010011196,,
45,0.042907942086458206,0.015713119879364967,,
46,0.0441267192363739,0.015724508091807365,,
47,0.04559110850095749,0.016272136941552162,,
48,0.04907970502972603,0.016190897673368454,,
49,0.04975999519228935,0.016390884295105934,,
