GRU,MA GRU,DReg GRU,MA DReg GRU,HY LSTM RNN GRU,HY CNN RNN GRU,HY CNN GRU,HY RNN GRU,MA HY LSTM RNN GRU,MA HY CNN RNN GRU,MA HY CNN GRU,MA HY RNN GRU
0.4982281148347134,0.9326437799807756,0.9967462312806143,0.9377606176052165,0.9990164041675518,0.481075947863409,0.48385772770460544,0.9977418269391776,0.9185298132753585,0.5052879526090996,0.4751666861348922,0.9296947179988324
-0.7645409639368851,1.0,0.9523398512288804,0.9226350868996078,0.9436299642969492,0.9898161606395262,0.5600493034967893,0.6641480074725084,0.9533542813996504,0.9894733167182612,0.6054222424490081,0.5882191423517775
0.9803192550509852,0.9781753799894,0.981021203219359,0.9803595054835206,0.9796400783082112,0.969626261653688,0.9757839511499894,0.9741320244538348,0.9756963947052548,0.9480201533165356,0.9686619673564428,0.9700433339313204
0.9803192550509852,0.9781753799894,0.981021203219359,0.9803595054835206,0.9796400783082112,0.969626261653688,0.9757839511499894,0.9741320244538348,0.9756963947052548,0.9480201533165356,0.9686619673564428,0.9700433339313204
0.8512634951461535,0.9881417801574881,0.9995951794992202,0.9652418748900333,0.9999574695535416,0.8439549776614788,0.847189171152636,1.0,0.9863991978037485,0.8444587074677214,0.8438093620175429,0.9967579655085148
-0.9830297159553928,0.972439419796478,0.906213835701598,0.915305489194945,0.8962054544976232,0.9545247565215972,0.4991917094396136,0.5401382309864187,0.9079199718036464,0.9539000517917292,0.5266479527243451,0.5476812636750648
0.977559179968649,0.9769932799656272,0.9781191924106908,0.9765938073496836,0.9767323246623284,0.9764438775393702,0.9785247779216945,0.9768634569772288,0.9764867233051726,0.9652362654613204,0.9676060862879572,0.962150914607304
0.977559179968649,0.9769932799656272,0.9781191924106908,0.9765938073496836,0.9767323246623284,0.9764438775393702,0.9785247779216945,0.9768634569772288,0.9764867233051726,0.9652362654613204,0.9676060862879572,0.962150914607304
0.49083855659532216,0.8614063541846124,0.9971322967156271,0.8992478230784635,1.0,0.4714452406241607,0.46558621098268715,0.9966461064472514,0.8615864330189187,0.4641623446348593,0.4646626885099834,0.979933998825693
-0.7174967840651341,0.9594097085907958,0.88916063951746,0.8978220787164595,0.8835052881578935,0.9464850664837778,0.5897235744643721,0.5921513203325104,0.9131226306188158,0.946716320107622,0.6064696658325905,0.6102927032825383
0.9849042817546244,0.9855871599069566,0.9859895861880812,0.9841763886533132,0.9837941414455896,0.9837665108913874,0.9848885988484288,0.9846151675057888,0.9783618892408308,0.957945308350344,0.9828238481894906,0.9752321579688148
0.9849042817546244,0.9855871599069566,0.9859895861880812,0.9841763886533132,0.9837941414455896,0.9837665108913874,0.9848885988484288,0.9846151675057888,0.9783618892408308,0.957945308350344,0.9828238481894906,0.9752321579688148
0.5776113863499477,0.9234456490965108,0.99808087886806,0.9054125128069146,1.0,0.5626798293601922,0.5744809275299254,0.9983214561273459,0.966195478801811,0.5667675476892808,0.5687726992230124,0.9456420215653676
-1.0,0.94947574688354,0.9059474173435365,0.9048244759953183,0.8959298891171359,0.9432186786739016,0.4630468183205471,0.5105304007238816,0.9031942814009676,0.943087470272775,0.4999130814126848,0.5113861138988649
0.9855654386261244,0.981456847027845,0.9823464999672616,0.97376676426266,0.979387597487396,0.9789437525403312,0.9822793622860888,0.9858977094428296,0.9697875311674402,0.935751789915049,0.9547021904377032,0.9641507201131976
0.9855654386261244,0.981456847027845,0.9823464999672616,0.97376676426266,0.979387597487396,0.9789437525403312,0.9822793622860888,0.9858977094428296,0.9697875311674402,0.935751789915049,0.9547021904377032,0.9641507201131976
