RNN,MA RNN,DReg RNN,MA DReg RNN,HY LSTM RNN GRU,HY CNN RNN GRU,HY RNN GRU,HY RNN LSTM,MA HY LSTM RNN GRU,MA HY CNN RNN GRU,MA HY RNN GRU,MA HY RNN LSTM
0.2250048153613955,0.9758693022153968,0.9949569611656983,0.9394100743415772,0.9990164041675518,0.481075947863409,0.9977418269391776,0.9981904806009319,0.9185298132753585,0.5052879526090996,0.9296947179988324,0.9214750185688325
0.9599470128297052,0.9408080439941532,0.937032089559499,0.9119409548881214,0.9436299642969492,0.9898161606395262,0.6641480074725084,0.616123331246361,0.9533542813996504,0.9894733167182612,0.5882191423517775,0.6130771019784045
0.9776773715055836,0.958380508150978,0.9764922131255448,0.9642018818073466,0.9796400783082112,0.969626261653688,0.9741320244538348,0.9782401404506283,0.9756963947052548,0.9480201533165356,0.9700433339313204,0.9489244111021548
0.9776773715055836,0.958380508150978,0.9764922131255448,0.9642018818073466,0.9796400783082112,0.969626261653688,0.9741320244538348,0.9782401404506283,0.9756963947052548,0.9480201533165356,0.9700433339313204,0.9489244111021548
0.8153516726209347,0.9891640686762042,0.9998221649003975,0.9844127271918865,0.9999574695535416,0.8439549776614788,1.0,0.9996295026776305,0.9863991978037485,0.8444587074677214,0.9967579655085148,0.98979024696194
0.8888356656998015,0.8985017284924386,0.8819383478164657,0.8837020742747244,0.8962054544976232,0.9545247565215972,0.5401382309864187,0.590722923759663,0.9079199718036464,0.9539000517917292,0.5476812636750648,0.5530077098228809
0.9778730915668076,0.965323286372528,0.9763318299382304,0.960290598039468,0.9767323246623284,0.9764438775393702,0.9768634569772288,0.9748860889275232,0.9764867233051726,0.9652362654613204,0.962150914607304,0.9717264371557508
0.9778730915668076,0.965323286372528,0.9763318299382304,0.960290598039468,0.9767323246623284,0.9764438775393702,0.9768634569772288,0.9748860889275232,0.9764867233051726,0.9652362654613204,0.962150914607304,0.9717264371557508
0.3570163408621707,0.9869380717668106,0.9980223357724414,0.9338800205587303,1.0,0.4714452406241607,0.9966461064472514,0.9992805552914787,0.8615864330189187,0.4641623446348593,0.979933998825693,0.9525376862400787
0.9089872521707196,0.9001152111984834,0.9128133854251308,0.8986032476978778,0.8835052881578935,0.9464850664837778,0.5921513203325104,0.5694233413818537,0.9131226306188158,0.946716320107622,0.6102927032825383,0.539277337486034
0.981323636979786,0.9579776682348198,0.9769806661288554,0.9800151197411212,0.9837941414455896,0.9837665108913874,0.9846151675057888,0.985127494318762,0.9783618892408308,0.957945308350344,0.9752321579688148,0.9745189877140352
0.981323636979786,0.9579776682348198,0.9769806661288554,0.9800151197411212,0.9837941414455896,0.9837665108913874,0.9846151675057888,0.985127494318762,0.9783618892408308,0.957945308350344,0.9752321579688148,0.9745189877140352
0.6430516568083813,0.9725901243921811,0.9961415448428199,0.9431184117813591,1.0,0.5626798293601922,0.9983214561273459,0.9987702009840604,0.966195478801811,0.5667675476892808,0.9456420215653676,0.956117106148842
0.9106350071394592,0.8860421251885873,0.893668338105148,0.8655437039158993,0.8959298891171359,0.9432186786739016,0.5105304007238816,0.4890279545194465,0.9031942814009676,0.943087470272775,0.5113861138988649,0.5028811799028501
0.9863679756168846,0.9452049517877784,0.9877206767492396,0.9805986321254654,0.979387597487396,0.9789437525403312,0.9858977094428296,0.9844988703409234,0.9697875311674402,0.935751789915049,0.9641507201131976,0.9576112461994888
0.9863679756168846,0.9452049517877784,0.9877206767492396,0.9805986321254654,0.979387597487396,0.9789437525403312,0.9858977094428296,0.9844988703409234,0.9697875311674402,0.935751789915049,0.9641507201131976,0.9576112461994888
