CNN,MA CNN,DReg CNN,MA DReg CNN,HY CNN LSTM,HY CNN RNN GRU,HY CNN GRU,MA HY CNN LSTM,MA HY CNN RNN GRU,MA HY CNN GRU
-1.0,-0.366238620524466,0.4438234925193896,-0.23257031146997065,0.4531994928955687,0.481075947863409,0.48385772770460544,0.4717396589198377,0.5052879526090996,0.4751666861348922
-1.0,0.9685049568910382,0.8178956985267345,0.9043544819077136,0.6518928089998106,0.9898161606395262,0.5600493034967893,0.6124800816316485,0.9894733167182612,0.6054222424490081
0.9785199417789944,0.9444733167585998,0.9748140199203282,0.9719441332576896,0.9706005582240784,0.969626261653688,0.9757839511499894,0.9729142031677236,0.9480201533165356,0.9686619673564428
0.9785199417789944,0.9444733167585998,0.9748140199203282,0.9719441332576896,0.9706005582240784,0.969626261653688,0.9757839511499894,0.9729142031677236,0.9480201533165356,0.9686619673564428
-1.0,0.6589579907934149,0.8302189813829548,0.6243883489426276,0.8423366399044785,0.8439549776614788,0.847189171152636,0.8451306102904856,0.8444587074677214,0.8438093620175429
0.990814202550626,0.9692411614545796,0.8666385608725922,0.6640588949311019,0.5840244639015237,0.9545247565215972,0.4991917094396136,0.5282689414311021,0.9539000517917292,0.5266479527243451
0.975992209283488,0.9595943827304816,0.9730833989711942,0.9717786383240904,0.9784669990810504,0.9764438775393702,0.9785247779216945,0.9707035847259496,0.9652362654613204,0.9676060862879572
0.975992209283488,0.9595943827304816,0.9730833989711942,0.9717786383240904,0.9784669990810504,0.9764438775393702,0.9785247779216945,0.9707035847259496,0.9652362654613204,0.9676060862879572
-1.0,-0.0014802392332238234,-0.8159730353824161,-0.9225433636445464,0.45624642956562567,0.4714452406241607,0.46558621098268715,0.46539886724140667,0.4641623446348593,0.4646626885099834
-1.0,0.9328812996651884,0.8411180452323013,0.8908218266982002,0.6292562827004555,0.9464850664837778,0.5897235744643721,0.5527934071486662,0.946716320107622,0.6064696658325905
0.9803609082351517,0.9687389149591898,0.9816679823167432,0.9791872446646124,0.9859086495672836,0.9837665108913874,0.9848885988484288,0.9774144147202466,0.957945308350344,0.9828238481894906
0.9803609082351517,0.9687389149591898,0.9816679823167432,0.9791872446646124,0.9859086495672836,0.9837665108913874,0.9848885988484288,0.9774144147202466,0.957945308350344,0.9828238481894906
-1.0,-0.7325634916095408,-0.5930363114323752,-0.6117023824659817,0.5673300928803584,0.5626798293601922,0.5744809275299254,0.5654690182502882,0.5667675476892808,0.5687726992230124
0.9981106035573706,0.9282257628962216,0.8131758139615444,0.8858017834222278,0.5634621465596441,0.9432186786739016,0.4630468183205471,0.5968388404415295,0.943087470272775,0.4999130814126848
0.9795702290991088,0.9317342780320096,0.9733743869341672,0.9721623511031536,0.9773932072934052,0.9789437525403312,0.9822793622860888,0.973923784888674,0.935751789915049,0.9547021904377032
0.9795702290991088,0.9317342780320096,0.9733743869341672,0.9721623511031536,0.9773932072934052,0.9789437525403312,0.9822793622860888,0.973923784888674,0.935751789915049,0.9547021904377032
