Model,MSE,RMSE
cnn,26.581167455492803,5.1556927231452425
rnn,5.358789034382442,2.314905837044445
gru,11.22755757556208,3.3507547769960846
lstm,37.26386555853136,6.104413612996039
mvg_cnn,0.01836239690899897,0.13550792194185168
mvg_rnn,4.199285320894175,2.0492157819258994
mvg_gru,27.04298261038816,5.200286781552356
mvg_lstm,9.54477333065685,3.0894616570944606
auto_cnn,0.007343259216273509,0.08569281893060532
auto_rnn,2.8984390292824758,1.7024802581182772
auto_gru,22.074907541507923,4.69839414497208
auto_lstm,31.223663317188866,5.587813822702834
mvg_auto_cnn,0.1934641568784392,0.43984560572823644
mvg_auto_rnn,29.542808217805998,5.435329632856318
mvg_auto_gru,35.18060173931347,5.931323776300992
mvg_auto_lstm,39.45326162411421,6.281183138877118
hybrid_cnn_lstm,1.630191388969846,1.2767894849856205
hybrid_lstm_rnn_gru,0.3125585432395917,0.5590693545881331
hybrid_cnn_rnn_gru,0.3552501884904433,0.5960286809294023
hybrid_cnn_gru,0.9494464130841312,0.9743954090019776
hybrid_rnn_gru,1.7225364929754594,1.3124543774834458
hybrid_rnn_lstm,2.9886699461616115,1.7287770088017747
mavg_hybrid_cnn_lstm,2.1163795194044437,1.4547781684519614
mavg_hybrid_lstm_rnn_gru,0.30978602059417953,0.5565842439327398
mavg_hybrid_cnn_rnn_gru,0.5265616061872456,0.7256456478111376
mavg_hybrid_cnn_gru,2.441600774204241,1.5625622465054763
mavg_hybrid_rnn_gru,4.04782315645081,2.0119202659277553
mavg_hybrid_rnn_lstm,5.788980516343062,2.40603003230281
