Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,0.051441311278307124,0.17431416377632156,0.9494066895254318,0.22680677079467254
General,RNN,0.035012002019360694,0.14938172782460846,0.9774499711592335,0.18711494333526837
General,GRU,0.8476579766305119,0.7907045131259495,-0.4096600756119724,0.92068342910607
General,LSTM,0.026010438718808704,0.12614944651722906,0.9928147908727838,0.16127752081058508
MA,CNN,0.12670589575489025,0.31003912952211166,0.8209371412163002,0.3559577162457505
MA,RNN,0.07785955317871208,0.22638099617428253,0.9043132418213213,0.2790332474432251
MA,GRU,0.16852782750524073,0.33938308450910776,0.7495510474944318,0.4105214093141072
MA,LSTM,0.16390295462359597,0.29660790251360997,0.7574452693814457,0.404849298657656
DReg,CNN,0.08850148115774871,0.26696084562275146,0.8861484742867247,0.2974919850311075
DReg,RNN,0.02531939782644568,0.12566593816296923,0.9939943325114231,0.15912070206747356
DReg,GRU,0.027071240136492508,0.13092207700841954,0.9910041028855552,0.16453340127917038
DReg,LSTM,0.02219284619930202,0.11289213513334591,0.9993310613075448,0.1489726357399305
MA DReg,CNN,1.1935118361154697,0.9366613772842618,-1.0,1.0924796730902913
MA DReg,RNN,0.05938158126973045,0.18687738276190227,0.9358533974114223,0.2436833627265728
MA DReg,GRU,0.1227581315537666,0.2943118529849582,0.8276756024364922,0.3503685653048324
MA DReg,LSTM,0.15463825615870835,0.32606900095939634,0.7732592360070736,0.3932407102001373
HY,CNN LSTM,0.02322057713470687,0.11375434618029329,0.9975768215150451,0.15238299490004412
HY,LSTM RNN GRU,0.022724212461292945,0.11989984101176056,0.998424069205756,0.15074552219317477
HY,CNN RNN GRU,0.03242521289096419,0.1337225354462862,0.9818653762691822,0.18007002218849252
HY,CNN GRU,0.028184938645374587,0.12633908963037863,0.9891031245518056,0.16788370571730477
HY,RNN GRU,0.02194234518316678,0.12120305261354788,0.9997586429200349,0.14812948789206956
HY,RNN LSTM,0.021800944823523807,0.11685183566477564,1.0,0.14765143014384863
MA HY,CNN LSTM,0.17936645091852887,0.32543362839354406,0.7310505394017959,0.4235167658057103
MA HY,LSTM RNN GRU,0.23845771765958107,0.34940049290657044,0.6301873193357994,0.48832132623875957
MA HY,CNN RNN GRU,0.600161053795092,0.5787728496392569,0.01279383289872893,0.7747006220438267
MA HY,CNN GRU,0.35346581778646213,0.4816215369436476,0.4338793375945502,0.5945299132814615
MA HY,RNN GRU,0.11751316905707886,0.26720188038216697,0.836628258822411,0.3428019385258474
MA HY,RNN LSTM,0.0728150136240957,0.20892543269528285,0.9129237951448537,0.2698425719268472
