Metrics,Model Category,Model,y
MSE,General,CNN,1.3305791387872172
MSE,General,RNN,1.0391402918657446
MSE,General,GRU,929.9628603342758
MSE,General,LSTM,1003.0853981234889
MSE,MA,CNN,1.3152006034668426
MSE,MA,RNN,59.420836539334424
MSE,MA,GRU,21.20770898805545
MSE,MA,LSTM,2.557185312150945
MSE,DReg,CNN,2.7126818965356927
MSE,DReg,RNN,62.331116179114716
MSE,DReg,GRU,48.44739136570621
MSE,DReg,LSTM,27.34803223184803
MSE,MA DReg,CNN,1.2273551120041657
MSE,MA DReg,RNN,57.85280380627839
MSE,MA DReg,GRU,43.482558690857594
MSE,MA DReg,LSTM,52.26360625300272
MSE,HY,CNN LSTM,238.99456516230617
MSE,HY,LSTM RNN GRU,47.96936036777535
MSE,HY,CNN RNN GRU,30.46324839723515
MSE,HY,CNN GRU,235.9428586712713
MSE,HY,RNN GRU,263.1691643274835
MSE,HY,RNN LSTM,223.67542024496822
MSE,MA HY,CNN LSTM,192.69324351266752
MSE,MA HY,LSTM RNN GRU,50.428944235519026
MSE,MA HY,CNN RNN GRU,30.76917153879957
MSE,MA HY,CNN GRU,253.5025611870609
MSE,MA HY,RNN GRU,227.36338639385247
MSE,MA HY,RNN LSTM,219.98064682060726
RMSE,General,CNN,1.1535073206474318
RMSE,General,RNN,1.0193823089821328
RMSE,General,GRU,30.49529242906642
RMSE,General,LSTM,31.671523457571297
RMSE,MA,CNN,1.1468219580505261
RMSE,MA,RNN,7.708491197331319
RMSE,MA,GRU,4.605182839807281
RMSE,MA,LSTM,1.5991201681396383
RMSE,DReg,CNN,1.647022129947164
RMSE,DReg,RNN,7.895005774482671
RMSE,DReg,GRU,6.960416033952727
RMSE,DReg,LSTM,5.2295346094894555
RMSE,MA DReg,CNN,1.1078606013412362
RMSE,MA DReg,RNN,7.6061030630854845
RMSE,MA DReg,GRU,6.594130624339921
RMSE,MA DReg,LSTM,7.229357250337178
RMSE,HY,CNN LSTM,15.45944905752809
RMSE,HY,LSTM RNN GRU,6.925991652303326
RMSE,HY,CNN RNN GRU,5.519352171879881
RMSE,HY,CNN GRU,15.360431591308602
RMSE,HY,RNN GRU,16.22248946146933
RMSE,HY,RNN LSTM,14.955782167608895
RMSE,MA HY,CNN LSTM,13.881399191460043
RMSE,MA HY,LSTM RNN GRU,7.101333975776595
RMSE,MA HY,CNN RNN GRU,5.546996623290803
RMSE,MA HY,CNN GRU,15.921763758675134
RMSE,MA HY,RNN GRU,15.078573751978416
RMSE,MA HY,RNN LSTM,14.831744564298809
MAE,General,CNN,0.8548920906914605
MAE,General,RNN,0.753069126341078
MAE,General,GRU,30.020739238527085
MAE,General,LSTM,31.214857380655076
MAE,MA,CNN,0.8518659273783366
MAE,MA,RNN,5.843434580696954
MAE,MA,GRU,3.734019014570448
MAE,MA,LSTM,1.3028103160858155
MAE,DReg,CNN,1.281548629336887
MAE,DReg,RNN,6.052155388726129
MAE,DReg,GRU,5.1572881603240965
MAE,DReg,LSTM,4.341110118230184
MAE,MA DReg,CNN,0.820664308336046
MAE,MA DReg,RNN,5.739891028934055
MAE,MA DReg,GRU,4.918330239189995
MAE,MA DReg,LSTM,5.396743077172173
MAE,HY,CNN LSTM,14.500919369591607
MAE,HY,LSTM RNN GRU,5.129715135362413
MAE,HY,CNN RNN GRU,4.540137588712905
MAE,HY,CNN GRU,14.395303091473048
MAE,HY,RNN GRU,15.311799421310424
MAE,HY,RNN LSTM,13.962866333855523
MAE,MA HY,CNN LSTM,12.805315707524617
MAE,MA HY,LSTM RNN GRU,5.278602132797242
MAE,MA HY,CNN RNN GRU,4.543188445832994
MAE,MA HY,CNN GRU,14.992808978822495
MAE,MA HY,RNN GRU,14.094061322742037
MAE,MA HY,RNN LSTM,13.829873350991143
R2,General,CNN,0.999418312588578
R2,General,RNN,1.0
R2,General,GRU,-0.8540535684501299
R2,General,LSTM,-1.0
R2,MA,CNN,0.9994490068508444
R2,MA,RNN,0.8834750476014877
R2,MA,GRU,0.9597452342373225
R2,MA,LSTM,0.9969701098957839
R2,DReg,CNN,0.9966597517996993
R2,DReg,RNN,0.8776663743650281
R2,DReg,GRU,0.9053771206602188
R2,DReg,LSTM,0.947489665802628
R2,MA DReg,CNN,0.9996243390588659
R2,MA DReg,RNN,0.8866047089735065
R2,MA DReg,GRU,0.9152865088467328
R2,MA DReg,LSTM,0.897760276911798
R2,HY,CNN LSTM,0.5250609979116856
R2,HY,LSTM RNN GRU,0.9063312303017541
R2,HY,CNN RNN GRU,0.941271956508192
R2,HY,CNN GRU,0.5311519472409882
R2,HY,RNN GRU,0.4768105324741121
R2,HY,RNN LSTM,0.555636721931628
R2,MA HY,CNN LSTM,0.6174745392781937
R2,MA HY,LSTM RNN GRU,0.9014221078964351
R2,MA HY,CNN RNN GRU,0.9406613596636384
R2,MA HY,CNN GRU,0.49610425881632825
R2,MA HY,RNN GRU,0.5482758518718669
R2,MA HY,RNN LSTM,0.5630111787403513
