Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,2.659714531327432,1.4057826198637484,-1.0,1.6308631246451775
General,RNN,0.02679892428791047,0.12553581245347029,0.9922002477859784,0.16370376992577315
General,GRU,0.8369272600490317,0.8036034965515136,0.3792152106178188,0.9148372861055849
General,LSTM,0.020811208718713028,0.11168433909614878,0.9967308633547927,0.1442609050252806
MA,CNN,0.06704667169345363,0.21255442236860592,0.9617467185730508,0.2589337206573405
MA,RNN,0.08747427235827789,0.21665914148092266,0.946290138423908,0.29576049830610895
MA,GRU,0.08093243555795215,0.20773045000102783,0.9512400308016731,0.28448626602694227
MA,LSTM,0.49855512617343556,0.5561065619521671,0.6352450837928287,0.7060843619380305
DReg,CNN,0.16228022531648684,0.36776498458451695,0.8896880818973871,0.40284019823806916
DReg,RNN,0.0187767695254321,0.10489489004740281,0.9982702253662916,0.13702835299831967
DReg,GRU,0.021869243448490887,0.10925799137602248,0.9959302995064132,0.1478825326010171
DReg,LSTM,0.018518145005457738,0.10843922947429947,0.9984659140664531,0.1360813911064174
MA DReg,CNN,0.952093375308221,0.8517896033657921,0.29207456594904313,0.9757527224190671
MA DReg,RNN,0.12156616787705032,0.2602153534359402,0.9204944454216701,0.34866340197538703
MA DReg,GRU,0.11878869461936563,0.2826552712255054,0.9225960254713248,0.34465735828408717
MA DReg,LSTM,0.22129639796298484,0.34195572045114303,0.8450333905524059,0.4704215109484098
HY,CNN LSTM,0.017304099523071218,0.1002053846501642,0.9993845237265453,0.13154504750491833
HY,LSTM RNN GRU,0.016490678739722448,0.10325639294460415,1.0,0.12841603770449564
HY,CNN RNN GRU,0.01994154304815572,0.10832639962848688,0.9973888974215672,0.1412145284599135
HY,CNN GRU,0.02318980785828286,0.11539879421393076,0.9949310921116259,0.15228200109757836
HY,RNN GRU,0.018323506147185073,0.10507885929817952,0.9986131879025923,0.1353643459230867
HY,RNN LSTM,0.017243714569798656,0.10544091286137698,0.9994302141081701,0.1313153249617068
MA HY,CNN LSTM,0.22044617685072979,0.37612802929348416,0.845676711859773,0.46951696119600383
MA HY,LSTM RNN GRU,0.07773368801465892,0.21046870148844185,0.9536603687841425,0.27880761828662237
MA HY,CNN RNN GRU,0.8236575429914206,0.764474717842208,0.38925576548389285,0.9075558070947597
MA HY,CNN GRU,0.38188324926081674,0.4820391625828213,0.7235250656781296,0.617967029266786
MA HY,RNN GRU,0.07712903858719396,0.2077300953533914,0.9541178778421613,0.2777211525742934
MA HY,RNN LSTM,0.18808850868897473,0.3773754816585117,0.8701601986670495,0.4336917207982817
