Location,Model,Multivariate DO,Multivariate BOD,Univariate DO,Univariate BOD,Except DO,Except BOD
S3,CNN,-1.0,-1.0,0.9803609082351517,0.9803609082351517,0.9494066895254318,0.9995137007313516
S3,RNN,0.3570163408621707,0.9089872521707196,0.981323636979786,0.981323636979786,0.9774499711592336,1.0
S3,GRU,0.49083855659532216,-0.7174967840651341,0.9849042817546244,0.9849042817546244,-0.4096600756119724,-1.0
S3,LSTM,0.5490427730389311,-0.6113986657677869,0.9823013089078764,0.9823013089078764,0.9928147908727838,-0.6721622452533974
S3,MA CNN,-0.0014802392332238234,0.9328812996651884,0.9687389149591898,0.9687389149591898,0.8209371412163002,0.9994817732094572
S3,MA RNN,0.9869380717668106,0.9001152111984834,0.9579776682348198,0.9579776682348198,0.9043132418213212,0.8983242115526231
S3,MA GRU,0.8614063541846124,0.9594097085907958,0.9855871599069566,0.9855871599069566,0.7495510474944318,0.9534576115085472
S3,MA LSTM,0.9138244552649126,0.9884868750471862,0.9821117450619828,0.9821117450619828,0.7574452693814457,0.9810429226725657
S3,DReg CNN,-0.8159730353824161,0.8411180452323013,0.9816679823167432,0.9816679823167432,0.8861484742867247,0.9974654642922348
S3,DReg RNN,0.9980223357724414,0.9128133854251308,0.9769806661288554,0.9769806661288554,0.9939943325114232,0.8849930783875748
S3,DReg GRU,0.9971322967156271,0.88916063951746,0.9859895861880812,0.9859895861880812,0.9910041028855552,0.9040385509442076
S3,DReg LSTM,0.9986821599598499,1.0,0.9819555942816488,0.9819555942816488,0.9993310613075448,0.9437390719562204
S3,MA DReg CNN,-0.9225433636445464,0.8908218266982002,0.9791872446646124,0.9791872446646124,-1.0,0.9994911144543306
S3,MA DReg RNN,0.9338800205587303,0.8986032476978778,0.9800151197411212,0.9800151197411212,0.9358533974114224,0.8746214173717384
S3,MA DReg GRU,0.8992478230784635,0.8978220787164595,0.9841763886533132,0.9841763886533132,0.8276756024364922,0.8918380340785923
S3,MA DReg LSTM,0.82155347617123,0.9189406622772314,0.978612650468658,0.978612650468658,0.7732592360070736,0.9123548551699444
S3,HY CNN LSTM,0.45624642956562567,0.6292562827004555,0.9859086495672836,0.9859086495672836,0.9975768215150452,0.5256024100751315
S3,HY LSTM RNN GRU,1.0,0.8835052881578935,0.9837941414455896,0.9837941414455896,0.998424069205756,0.9122224500248676
S3,HY CNN RNN GRU,0.4714452406241607,0.9464850664837778,0.9837665108913874,0.9837665108913874,0.9818653762691822,0.9409430356174991
S3,HY CNN GRU,0.46558621098268715,0.5897235744643721,0.9848885988484288,0.9848885988484288,0.9891031245518056,0.5315049961356761
S3,HY RNN GRU,0.9966461064472514,0.5921513203325104,0.9846151675057888,0.9846151675057888,0.9997586429200348,0.5331723925566152
S3,HY RNN LSTM,0.9992805552914787,0.5694233413818537,0.985127494318762,0.985127494318762,1.0,0.5132551434418213
S3,MA HY CNN LSTM,0.46539886724140667,0.5527934071486662,0.9774144147202466,0.9774144147202466,0.7310505394017959,0.4853176814455224
S3,MA HY LSTM RNN GRU,0.8615864330189187,0.9131226306188158,0.9783618892408308,0.9783618892408308,0.6301873193357994,0.9039839466604612
S3,MA HY CNN RNN GRU,0.4641623446348593,0.946716320107622,0.957945308350344,0.957945308350344,0.0127938328987289,0.9409359815278642
S3,MA HY CNN GRU,0.4646626885099834,0.6064696658325905,0.9828238481894906,0.9828238481894906,0.4338793375945502,0.581089425278831
S3,MA HY RNN GRU,0.979933998825693,0.6102927032825383,0.9752321579688148,0.9752321579688148,0.836628258822411,0.4250058995597301
S3,MA HY RNN LSTM,0.9525376862400787,0.539277337486034,0.9745189877140352,0.9745189877140352,0.9129237951448536,0.5753581985579921
