Date,Param,Values
821,3/16/2022,EC,1740.0
822,3/17/2022,EC,1741.0
823,3/18/2022,EC,1745.0
824,3/19/2022,EC,1752.0
825,3/20/2022,EC,1766.0
826,3/21/2022,EC,1711.0
827,3/22/2022,EC,1727.0
828,3/23/2022,EC,1765.0
829,3/24/2022,EC,1747.0
830,3/25/2022,EC,1751.0
831,3/26/2022,EC,1777.0
832,3/27/2022,EC,1758.0
833,3/28/2022,EC,1720.0
834,3/29/2022,EC,1767.0
835,3/30/2022,EC,1789.0
836,3/31/2022,EC,1801.0
837,4/1/2022,EC,1816.0
838,4/2/2022,EC,1847.0
839,4/3/2022,EC,1804.0
840,4/4/2022,EC,1849.0
841,4/5/2022,EC,1802.0
842,4/6/2022,EC,1866.0
843,4/7/2022,EC,1839.0
844,4/8/2022,EC,1814.0
845,4/9/2022,EC,1857.0
846,4/10/2022,EC,1795.0
847,4/11/2022,EC,1868.0
848,4/12/2022,EC,1855.0
849,4/13/2022,EC,1853.0
850,4/14/2022,EC,1838.0
851,4/15/2022,EC,1877.0
852,4/16/2022,EC,1895.0
853,4/17/2022,EC,1880.0
854,4/18/2022,EC,1895.0
855,4/19/2022,EC,1882.0
856,4/20/2022,EC,1885.0
857,4/21/2022,EC,1887.0
858,4/22/2022,EC,1890.0
859,4/23/2022,EC,1886.0
860,4/24/2022,EC,1891.0
861,4/25/2022,EC,1884.0
862,4/26/2022,EC,1891.0
863,4/27/2022,EC,1878.0
864,4/28/2022,EC,1879.0
865,4/29/2022,EC,1889.0
866,4/30/2022,EC,1898.0
867,5/1/2022,EC,1856.0
868,5/2/2022,EC,1885.0
869,5/3/2022,EC,1785.0
870,5/4/2022,EC,1771.0
871,5/5/2022,EC,1761.0
872,5/6/2022,EC,1670.0
873,5/7/2022,EC,1851.0
874,5/8/2022,EC,1896.0
875,5/9/2022,EC,1701.0
876,5/10/2022,EC,1749.0
877,5/11/2022,EC,1801.0
878,5/12/2022,EC,1800.0
879,5/13/2022,EC,1716.0
880,5/14/2022,EC,1857.0
881,5/15/2022,EC,1646.0
882,5/16/2022,EC,1630.0
883,5/17/2022,EC,1630.0
884,5/18/2022,EC,1625.0
885,5/19/2022,EC,1619.0
886,5/20/2022,EC,1626.0
887,5/21/2022,EC,1642.0
888,5/22/2022,EC,1638.0
889,5/23/2022,EC,1619.0
890,5/24/2022,EC,1646.0
891,5/25/2022,EC,1640.0
892,5/26/2022,EC,1620.0
893,5/27/2022,EC,1641.0
894,5/28/2022,EC,1610.0
895,5/29/2022,EC,1615.0
896,5/30/2022,EC,1610.0
897,5/31/2022,EC,1403.0
898,6/1/2022,EC,1568.0
899,6/2/2022,EC,1458.0
900,6/3/2022,EC,1486.0
901,6/4/2022,EC,1424.0
902,6/5/2022,EC,1483.0
903,6/6/2022,EC,1559.0
904,6/7/2022,EC,1561.0
905,6/8/2022,EC,1466.0
906,6/9/2022,EC,1454.0
907,6/10/2022,EC,1527.0
908,6/11/2022,EC,1411.0
909,6/12/2022,EC,1502.0
910,6/13/2022,EC,1587.0
911,6/14/2022,EC,1610.0
912,6/15/2022,EC,1402.0
913,6/16/2022,EC,1391.0
914,6/17/2022,EC,1398.0
915,6/18/2022,EC,1402.0
916,6/19/2022,EC,1374.0
917,6/20/2022,EC,1379.0
918,6/21/2022,EC,1389.0
919,6/22/2022,EC,1374.0
920,6/23/2022,EC,1402.0
921,6/24/2022,EC,1367.0
922,6/25/2022,EC,1391.0
923,6/26/2022,EC,1400.0
924,6/27/2022,EC,1394.0
925,6/28/2022,EC,1393.0
926,6/29/2022,EC,1388.0
927,6/30/2022,EC,1367.0
928,7/1/2022,EC,1335.0
929,7/2/2022,EC,1360.0
930,7/3/2022,EC,1345.0
931,7/4/2022,EC,1339.0
932,7/5/2022,EC,1338.0
933,7/6/2022,EC,1355.0
934,7/7/2022,EC,1337.0
935,7/8/2022,EC,1345.0
936,7/9/2022,EC,1325.0
937,7/10/2022,EC,1329.0
938,7/11/2022,EC,1362.0
939,7/12/2022,EC,1345.0
940,7/13/2022,EC,1360.0
941,7/14/2022,EC,1350.0
942,7/15/2022,EC,1318.0
943,7/16/2022,EC,1289.0
944,7/17/2022,EC,1311.0
945,7/18/2022,EC,1301.0
946,7/19/2022,EC,1315.0
947,7/20/2022,EC,1312.0
948,7/21/2022,EC,1289.0
949,7/22/2022,EC,1300.0
950,7/23/2022,EC,1315.0
951,7/24/2022,EC,1289.0
952,7/25/2022,EC,1318.0
953,7/26/2022,EC,1306.0
954,7/27/2022,EC,1293.0
955,7/28/2022,EC,1310.0
956,7/29/2022,EC,1295.0
957,7/30/2022,EC,1287.0
958,7/31/2022,EC,1147.0
959,8/1/2022,EC,1260.0
960,8/2/2022,EC,1273.0
961,8/3/2022,EC,1201.0
962,8/4/2022,EC,1284.0
963,8/5/2022,EC,1158.0
964,8/6/2022,EC,1188.0
965,8/7/2022,EC,1083.0
966,8/8/2022,EC,1265.0
967,8/9/2022,EC,1209.0
968,8/10/2022,EC,1131.0
969,8/11/2022,EC,1121.0
970,8/12/2022,EC,1251.0
971,8/13/2022,EC,1173.0
972,8/14/2022,EC,1283.0
973,8/15/2022,EC,1075.0
974,8/16/2022,EC,1147.0
975,8/17/2022,EC,1260.0
976,8/18/2022,EC,1273.0
977,8/19/2022,EC,1201.0
978,8/20/2022,EC,1284.0
979,8/21/2022,EC,1158.0
980,8/22/2022,EC,1188.0
981,8/23/2022,EC,1083.0
982,8/24/2022,EC,1265.0
983,8/25/2022,EC,1209.0
984,8/26/2022,EC,1131.0
985,8/27/2022,EC,1121.0
986,8/28/2022,EC,1251.0
987,8/29/2022,EC,1173.0
988,8/30/2022,EC,1057.0
989,8/31/2022,EC,962.0
990,9/1/2022,EC,1021.0
991,9/2/2022,EC,968.0
992,9/3/2022,EC,973.0
993,9/4/2022,EC,1002.0
994,9/5/2022,EC,1011.0
995,9/6/2022,EC,1007.0
996,9/7/2022,EC,1003.0
997,9/8/2022,EC,1056.0
998,9/9/2022,EC,1034.0
999,9/10/2022,EC,995.0
1000,9/11/2022,EC,999.0
1001,9/12/2022,EC,1017.0
1002,9/13/2022,EC,1047.0
1003,9/14/2022,EC,978.0
1004,9/15/2022,EC,952.0
1005,9/16/2022,EC,956.0
1006,9/17/2022,EC,985.0
1007,9/18/2022,EC,967.0
1008,9/19/2022,EC,989.0
1009,9/20/2022,EC,982.0
1010,9/21/2022,EC,990.0
1011,9/22/2022,EC,970.0
1012,9/23/2022,EC,979.0
1013,9/24/2022,EC,952.0
1014,9/25/2022,EC,977.0
1015,9/26/2022,EC,959.0
1016,9/27/2022,EC,974.0
1017,9/28/2022,EC,984.0
1018,9/29/2022,EC,954.0
1019,9/30/2022,EC,992.0
1020,10/1/2022,EC,1218.0
1021,10/2/2022,EC,1189.0
1022,10/3/2022,EC,1110.0
1023,10/4/2022,EC,1116.0
1024,10/5/2022,EC,1109.0
1025,10/6/2022,EC,1122.0
1026,10/7/2022,EC,1219.0
1027,10/8/2022,EC,1138.0
1028,10/9/2022,EC,1290.0
1029,10/10/2022,EC,1225.0
1030,10/11/2022,EC,1061.0
1031,10/12/2022,EC,1103.0
1032,10/13/2022,EC,1255.0
1033,10/14/2022,EC,1268.0
1034,10/15/2022,EC,1298.0
1035,10/16/2022,EC,1444.0
1036,10/17/2022,EC,1413.0
1037,10/18/2022,EC,1357.0
1038,10/19/2022,EC,1364.0
1039,10/20/2022,EC,1335.0
1040,10/21/2022,EC,1341.0
1041,10/22/2022,EC,1334.0
1042,10/23/2022,EC,1436.0
1043,10/24/2022,EC,1377.0
1044,10/25/2022,EC,1310.0
1045,10/26/2022,EC,1397.0
1046,10/27/2022,EC,1330.0
1047,10/28/2022,EC,1411.0
1048,10/29/2022,EC,1329.0
1049,10/30/2022,EC,1447.0
1050,10/31/2022,EC,1486.0
1051,11/1/2022,EC,1557.0
1052,11/2/2022,EC,1480.0
1053,11/3/2022,EC,1567.0
1054,11/4/2022,EC,1528.0
1055,11/5/2022,EC,1528.0
1056,11/6/2022,EC,1453.0
1057,11/7/2022,EC,1571.0
1058,11/8/2022,EC,1468.0
1059,11/9/2022,EC,1500.0
1060,11/10/2022,EC,1540.0
1061,11/11/2022,EC,1510.0
1062,11/12/2022,EC,1480.0
1063,11/13/2022,EC,1543.0
1064,11/14/2022,EC,1486.0
1065,11/15/2022,EC,1579.0
1066,11/16/2022,EC,1622.0
1067,11/17/2022,EC,1581.0
1068,11/18/2022,EC,1623.0
1069,11/19/2022,EC,1671.0
1070,11/20/2022,EC,1649.0
1071,11/21/2022,EC,1582.0
1072,11/22/2022,EC,1646.0
1073,11/23/2022,EC,1600.0
1074,11/24/2022,EC,1644.0
1075,11/25/2022,EC,1671.0
1076,11/26/2022,EC,1657.0
1077,11/27/2022,EC,1617.0
1078,11/28/2022,EC,1673.0
1079,11/29/2022,EC,1618.0
1080,11/30/2022,EC,1676.0
1081,12/1/2022,EC,1679.0
1082,12/2/2022,EC,1680.0
1083,12/3/2022,EC,1687.0
1084,12/4/2022,EC,1677.0
1085,12/5/2022,EC,1678.0
1086,12/6/2022,EC,1679.0
1087,12/7/2022,EC,1681.0
1088,12/8/2022,EC,1683.0
1089,12/9/2022,EC,1687.0
1090,12/10/2022,EC,1677.0
1091,12/11/2022,EC,1688.0
1092,12/12/2022,EC,1689.0
1093,12/13/2022,EC,1687.0
1094,12/14/2022,EC,1689.0
1095,12/15/2021,DO,2.62
1096,12/16/2021,DO,2.68
1097,12/17/2021,DO,2.67
1098,12/18/2021,DO,2.65
1099,12/19/2021,DO,2.69
1100,12/20/2021,DO,2.68
1101,12/21/2021,DO,2.64
1102,12/22/2021,DO,2.7
1103,12/23/2021,DO,2.67
1104,12/24/2021,DO,2.67
1105,12/25/2021,DO,2.64
1106,12/26/2021,DO,2.64
1107,12/27/2021,DO,2.67
1108,12/28/2021,DO,2.69
1109,12/29/2021,DO,2.66
1110,12/30/2021,DO,2.7
1111,12/31/2021,DO,2.7
1112,1/1/2022,DO,2.74
1113,1/2/2022,DO,2.72
1114,1/3/2022,DO,2.72
1115,1/4/2022,DO,2.73
1116,1/5/2022,DO,2.78
1117,1/6/2022,DO,2.83
1118,1/7/2022,DO,2.73
1119,1/8/2022,DO,2.71
1120,1/9/2022,DO,2.71
1121,1/10/2022,DO,2.77
1122,1/11/2022,DO,2.78
1123,1/12/2022,DO,2.76
1124,1/13/2022,DO,2.78
1125,1/14/2022,DO,2.82
1126,1/15/2022,DO,2.84
1127,1/16/2022,DO,2.85
1128,1/17/2022,DO,2.86
1129,1/18/2022,DO,2.84
1130,1/19/2022,DO,2.85
1131,1/20/2022,DO,2.84
1132,1/21/2022,DO,2.85
1133,1/22/2022,DO,2.87
1134,1/23/2022,DO,2.86
1135,1/24/2022,DO,2.86
1136,1/25/2022,DO,2.85
1137,1/26/2022,DO,2.86
1138,1/27/2022,DO,2.85
1139,1/28/2022,DO,2.86
1140,1/29/2022,DO,2.86
1141,1/30/2022,DO,2.87
1142,1/31/2022,DO,2.82
1143,2/1/2022,DO,2.84
1144,2/2/2022,DO,2.78
1145,2/3/2022,DO,2.76
1146,2/4/2022,DO,2.85
1147,2/5/2022,DO,2.86
1148,2/6/2022,DO,2.86
1149,2/7/2022,DO,2.81
1150,2/8/2022,DO,2.76
1151,2/9/2022,DO,2.84
1152,2/10/2022,DO,2.8
1153,2/11/2022,DO,2.87
1154,2/12/2022,DO,2.8
1155,2/13/2022,DO,2.85
1156,2/14/2022,DO,2.82
1157,2/15/2022,DO,2.75
1158,2/16/2022,DO,2.65
1159,2/17/2022,DO,2.68
1160,2/18/2022,DO,2.67
1161,2/19/2022,DO,2.47
1162,2/20/2022,DO,2.46
1163,2/21/2022,DO,2.62
1164,2/22/2022,DO,2.46
1165,2/23/2022,DO,2.71
1166,2/24/2022,DO,2.64
1167,2/25/2022,DO,2.62
1168,2/26/2022,DO,2.5
1169,2/27/2022,DO,2.73
1170,2/28/2022,DO,2.45
1171,3/1/2022,DO,2.07
1172,3/2/2022,DO,2.24
1173,3/3/2022,DO,2.34
1174,3/4/2022,DO,2.11
1175,3/5/2022,DO,2.15
1176,3/6/2022,DO,2.37
1177,3/7/2022,DO,2.08
1178,3/8/2022,DO,2.42
1179,3/9/2022,DO,2.34
1180,3/10/2022,DO,2.36
1181,3/11/2022,DO,2.24
1182,3/12/2022,DO,2.27
1183,3/13/2022,DO,2.11
1184,3/14/2022,DO,2.18
1185,3/15/2022,DO,2.06
1186,3/16/2022,DO,2.01
1187,3/17/2022,DO,1.7
1188,3/18/2022,DO,2.01
1189,3/19/2022,DO,1.93
1190,3/20/2022,DO,1.82
1191,3/21/2022,DO,1.86
1192,3/22/2022,DO,1.93
1193,3/23/2022,DO,1.82
1194,3/24/2022,DO,2.0
1195,3/25/2022,DO,1.88
1196,3/26/2022,DO,1.95
1197,3/27/2022,DO,1.87
1198,3/28/2022,DO,1.74
1199,3/29/2022,DO,2.01
1200,3/30/2022,DO,1.7
1201,3/31/2022,DO,1.62
1202,4/1/2022,DO,1.23
1203,4/2/2022,DO,1.12
1204,4/3/2022,DO,1.69
1205,4/4/2022,DO,0.93
1206,4/5/2022,DO,1.2
1207,4/6/2022,DO,1.61
1208,4/7/2022,DO,0.95
1209,4/8/2022,DO,1.59
1210,4/9/2022,DO,1.35
1211,4/10/2022,DO,1.02
1212,4/11/2022,DO,1.32
1213,4/12/2022,DO,1.57
1214,4/13/2022,DO,1.07
1215,4/14/2022,DO,0.99
1216,4/15/2022,DO,0.82
1217,4/16/2022,DO,0.71
1218,4/17/2022,DO,0.35
1219,4/18/2022,DO,0.58
1220,4/19/2022,DO,0.69
1221,4/20/2022,DO,0.11
1222,4/21/2022,DO,0.73
1223,4/22/2022,DO,0.79
1224,4/23/2022,DO,0.31
1225,4/24/2022,DO,0.31
1226,4/25/2022,DO,0.4
1227,4/26/2022,DO,0.21
1228,4/27/2022,DO,0.76
1229,4/28/2022,DO,0.26
1230,4/29/2022,DO,0.19
1231,4/30/2022,DO,0.09
1232,5/1/2022,DO,0.03
1233,5/2/2022,DO,0.08
1234,5/3/2022,DO,0.06
1235,5/4/2022,DO,0.07
1236,5/5/2022,DO,0.02
1237,5/6/2022,DO,0.04
1238,5/7/2022,DO,0.07
1239,5/8/2022,DO,0.08
1240,5/9/2022,DO,0.06
1241,5/10/2022,DO,0.06
1242,5/11/2022,DO,0.07
1243,5/12/2022,DO,0.09
1244,5/13/2022,DO,0.09
1245,5/14/2022,DO,0.04
1246,5/15/2022,DO,0.02
1247,5/16/2022,DO,0.03
1248,5/17/2022,DO,0.06
1249,5/18/2022,DO,0.05
1250,5/19/2022,DO,0.04
1251,5/20/2022,DO,0.02
1252,5/21/2022,DO,0.02
1253,5/22/2022,DO,0.03
1254,5/23/2022,DO,0.02
1255,5/24/2022,DO,0.05
1256,5/25/2022,DO,0.03
1257,5/26/2022,DO,0.04
1258,5/27/2022,DO,0.03
1259,5/28/2022,DO,0.05
1260,5/29/2022,DO,0.02
1261,5/30/2022,DO,0.06
1262,5/31/2022,DO,0.17
1263,6/1/2022,DO,0.21
1264,6/2/2022,DO,0.07
1265,6/3/2022,DO,0.28
1266,6/4/2022,DO,0.13
1267,6/5/2022,DO,0.25
1268,6/6/2022,DO,0.18
1269,6/7/2022,DO,0.27
1270,6/8/2022,DO,0.1
1271,6/9/2022,DO,0.07
1272,6/10/2022,DO,0.2
1273,6/11/2022,DO,0.17
1274,6/12/2022,DO,0.22
1275,6/13/2022,DO,0.11
1276,6/14/2022,DO,0.27
1277,6/15/2022,DO,0.29
1278,6/16/2022,DO,0.87
1279,6/17/2022,DO,0.84
1280,6/18/2022,DO,0.47
1281,6/19/2022,DO,0.68
1282,6/20/2022,DO,0.7
1283,6/21/2022,DO,0.79
1284,6/22/2022,DO,0.7
1285,6/23/2022,DO,0.76
1286,6/24/2022,DO,0.34
1287,6/25/2022,DO,0.88
1288,6/26/2022,DO,0.86
1289,6/27/2022,DO,0.67
1290,6/28/2022,DO,0.53
1291,6/29/2022,DO,0.76
1292,6/30/2022,DO,0.93
1293,7/1/2022,DO,0.97
1294,7/2/2022,DO,0.95
1295,7/3/2022,DO,0.97
1296,7/4/2022,DO,0.95
1297,7/5/2022,DO,0.95
1298,7/6/2022,DO,0.97
1299,7/7/2022,DO,0.93
1300,7/8/2022,DO,0.97
1301,7/9/2022,DO,0.96
1302,7/10/2022,DO,0.95
1303,7/11/2022,DO,0.96
1304,7/12/2022,DO,0.97
1305,7/13/2022,DO,0.93
1306,7/14/2022,DO,0.95
1307,7/15/2022,DO,0.98
1308,7/16/2022,DO,0.99
1309,7/17/2022,DO,1.0
1310,7/18/2022,DO,1.07
1311,7/19/2022,DO,1.0
1312,7/20/2022,DO,0.99
1313,7/21/2022,DO,1.05
1314,7/22/2022,DO,1.02
1315,7/23/2022,DO,1.0
1316,7/24/2022,DO,1.03
1317,7/25/2022,DO,1.02
1318,7/26/2022,DO,0.98
1319,7/27/2022,DO,1.02
1320,7/28/2022,DO,1.01
1321,7/29/2022,DO,1.05
1322,7/30/2022,DO,1.08
1323,7/31/2022,DO,1.56
1324,8/1/2022,DO,1.21
1325,8/2/2022,DO,1.55
1326,8/3/2022,DO,1.3
1327,8/4/2022,DO,1.49
1328,8/5/2022,DO,1.47
1329,8/6/2022,DO,1.39
1330,8/7/2022,DO,1.18
1331,8/8/2022,DO,1.1
1332,8/9/2022,DO,1.6
1333,8/10/2022,DO,1.24
1334,8/11/2022,DO,1.09
1335,8/12/2022,DO,1.36
1336,8/13/2022,DO,1.18
1337,8/14/2022,DO,1.43
1338,8/15/2022,DO,1.65
1339,8/16/2022,DO,1.56
1340,8/17/2022,DO,1.21
1341,8/18/2022,DO,1.55
1342,8/19/2022,DO,1.3
1343,8/20/2022,DO,1.49
1344,8/21/2022,DO,1.47
1345,8/22/2022,DO,1.39
1346,8/23/2022,DO,1.18
1347,8/24/2022,DO,1.1
1348,8/25/2022,DO,1.6
1349,8/26/2022,DO,1.24
1350,8/27/2022,DO,1.09
1351,8/28/2022,DO,1.36
1352,8/29/2022,DO,1.18
1353,8/30/2022,DO,1.9
1354,8/31/2022,DO,2.01
1355,9/1/2022,DO,2.01
1356,9/2/2022,DO,1.9
1357,9/3/2022,DO,1.96
1358,9/4/2022,DO,1.96
1359,9/5/2022,DO,2.02
1360,9/6/2022,DO,1.92
1361,9/7/2022,DO,1.93
1362,9/8/2022,DO,2.0
1363,9/9/2022,DO,1.98
1364,9/10/2022,DO,1.96
1365,9/11/2022,DO,1.91
1366,9/12/2022,DO,1.94
1367,9/13/2022,DO,2.03
1368,9/14/2022,DO,2.01
1369,9/15/2022,DO,2.03
1370,9/16/2022,DO,2.04
1371,9/17/2022,DO,2.06
1372,9/18/2022,DO,2.07
1373,9/19/2022,DO,2.07
1374,9/20/2022,DO,2.08
1375,9/21/2022,DO,2.05
1376,9/22/2022,DO,2.08
1377,9/23/2022,DO,2.07
1378,9/24/2022,DO,2.07
1379,9/25/2022,DO,2.03
1380,9/26/2022,DO,2.04
1381,9/27/2022,DO,2.08
1382,9/28/2022,DO,2.08
1383,9/29/2022,DO,2.06
1384,9/30/2022,DO,2.09
1385,10/1/2022,DO,2.13
1386,10/2/2022,DO,2.1
1387,10/3/2022,DO,2.14
1388,10/4/2022,DO,2.13
1389,10/5/2022,DO,2.1
1390,10/6/2022,DO,2.15
1391,10/7/2022,DO,2.18
1392,10/8/2022,DO,2.12
1393,10/9/2022,DO,2.15
1394,10/10/2022,DO,2.11
1395,10/11/2022,DO,2.12
1396,10/12/2022,DO,2.13
1397,10/13/2022,DO,2.13
1398,10/14/2022,DO,2.11
1399,10/15/2022,DO,2.18
1400,10/16/2022,DO,2.19
1401,10/17/2022,DO,2.21
1402,10/18/2022,DO,2.18
1403,10/19/2022,DO,2.24
1404,10/20/2022,DO,2.2
1405,10/21/2022,DO,2.22
1406,10/22/2022,DO,2.19
1407,10/23/2022,DO,2.19
1408,10/24/2022,DO,2.21
1409,10/25/2022,DO,2.22
1410,10/26/2022,DO,2.22
1411,10/27/2022,DO,2.2
1412,10/28/2022,DO,2.21
1413,10/29/2022,DO,2.25
1414,10/30/2022,DO,2.25
1415,10/31/2022,DO,2.32
1416,11/1/2022,DO,2.36
1417,11/2/2022,DO,2.32
1418,11/3/2022,DO,2.33
1419,11/4/2022,DO,2.36
1420,11/5/2022,DO,2.25
1421,11/6/2022,DO,2.33
1422,11/7/2022,DO,2.31
1423,11/8/2022,DO,2.31
1424,11/9/2022,DO,2.31
1425,11/10/2022,DO,2.31
1426,11/11/2022,DO,2.34
1427,11/12/2022,DO,2.37
1428,11/13/2022,DO,2.36
1429,11/14/2022,DO,2.29
1430,11/15/2022,DO,2.39
1431,11/16/2022,DO,2.5
1432,11/17/2022,DO,2.43
1433,11/18/2022,DO,2.47
1434,11/19/2022,DO,2.43
1435,11/20/2022,DO,2.53
1436,11/21/2022,DO,2.43
1437,11/22/2022,DO,2.51
1438,11/23/2022,DO,2.49
1439,11/24/2022,DO,2.39
1440,11/25/2022,DO,2.45
1441,11/26/2022,DO,2.46
1442,11/27/2022,DO,2.4
1443,11/28/2022,DO,2.4
1444,11/29/2022,DO,2.51
1445,11/30/2022,DO,2.53
1446,12/1/2022,DO,2.58
1447,12/2/2022,DO,2.54
1448,12/3/2022,DO,2.53
1449,12/4/2022,DO,2.56
1450,12/5/2022,DO,2.57
1451,12/6/2022,DO,2.54
1452,12/7/2022,DO,2.58
1453,12/8/2022,DO,2.56
1454,12/9/2022,DO,2.57
1455,12/10/2022,DO,2.54
1456,12/11/2022,DO,2.54
1457,12/12/2022,DO,2.57
1458,12/13/2022,DO,2.55
1459,12/14/2022,DO,2.56
1460,12/15/2021,BOD,27.7
1461,12/16/2021,BOD,27.62
1462,12/17/2021,BOD,27.25
1463,12/18/2021,BOD,27.32
1464,12/19/2021,BOD,27.32
1465,12/20/2021,BOD,27.34
1466,12/21/2021,BOD,27.54
1467,12/22/2021,BOD,27.68
1468,12/23/2021,BOD,27.23
1469,12/24/2021,BOD,27.5
1470,12/25/2021,BOD,27.47
1471,12/26/2021,BOD,27.48
1472,12/27/2021,BOD,27.45
1473,12/28/2021,BOD,27.45
1474,12/29/2021,BOD,27.32
1475,12/30/2021,BOD,27.21
1476,12/31/2021,BOD,26.2
1477,1/1/2022,BOD,26.96
1478,1/2/2022,BOD,26.18
1479,1/3/2022,BOD,26.54
1480,1/4/2022,BOD,26.28
1481,1/5/2022,BOD,25.23
1482,1/6/2022,BOD,26.25
1483,1/7/2022,BOD,27.07
1484,1/8/2022,BOD,26.91
1485,1/9/2022,BOD,26.18
1486,1/10/2022,BOD,25.85
1487,1/11/2022,BOD,25.63
1488,1/12/2022,BOD,25.36
1489,1/13/2022,BOD,26.37
1490,1/14/2022,BOD,26.29
1491,1/15/2022,BOD,25.17
1492,1/16/2022,BOD,24.48
1493,1/17/2022,BOD,25.11
1494,1/18/2022,BOD,24.28
1495,1/19/2022,BOD,24.91
1496,1/20/2022,BOD,25.15
1497,1/21/2022,BOD,24.75
1498,1/22/2022,BOD,24.23
1499,1/23/2022,BOD,24.56
1500,1/24/2022,BOD,24.93
1501,1/25/2022,BOD,23.94
1502,1/26/2022,BOD,24.43
1503,1/27/2022,BOD,25.02
1504,1/28/2022,BOD,24.3
1505,1/29/2022,BOD,24.99
1506,1/30/2022,BOD,23.86
1507,1/31/2022,BOD,25.52
1508,2/1/2022,BOD,25.71
1509,2/2/2022,BOD,24.73
1510,2/3/2022,BOD,24.4
1511,2/4/2022,BOD,25.01
1512,2/5/2022,BOD,25.74
1513,2/6/2022,BOD,26.57
1514,2/7/2022,BOD,24.84
1515,2/8/2022,BOD,25.26
1516,2/9/2022,BOD,26.02
1517,2/10/2022,BOD,25.54
1518,2/11/2022,BOD,24.83
1519,2/12/2022,BOD,27.04
1520,2/13/2022,BOD,24.43
1521,2/14/2022,BOD,24.63
1522,2/15/2022,BOD,27.14
1523,2/16/2022,BOD,27.51
1524,2/17/2022,BOD,28.02
1525,2/18/2022,BOD,27.87
1526,2/19/2022,BOD,27.21
1527,2/20/2022,BOD,27.41
1528,2/21/2022,BOD,27.41
1529,2/22/2022,BOD,27.19
1530,2/23/2022,BOD,27.34
1531,2/24/2022,BOD,27.42
1532,2/25/2022,BOD,27.34
1533,2/26/2022,BOD,27.73
1534,2/27/2022,BOD,28.07
1535,2/28/2022,BOD,28.49
1536,3/1/2022,BOD,28.51
1537,3/2/2022,BOD,29.24
1538,3/3/2022,BOD,28.67
1539,3/4/2022,BOD,28.65
1540,3/5/2022,BOD,29.24
1541,3/6/2022,BOD,29.71
1542,3/7/2022,BOD,29.77
1543,3/8/2022,BOD,28.5
1544,3/9/2022,BOD,29.78
1545,3/10/2022,BOD,29.49
1546,3/11/2022,BOD,28.88
1547,3/12/2022,BOD,29.97
1548,3/13/2022,BOD,29.96
1549,3/14/2022,BOD,29.3
1550,3/15/2022,BOD,30.0
1551,3/16/2022,BOD,30.76
1552,3/17/2022,BOD,30.77
1553,3/18/2022,BOD,31.91
1554,3/19/2022,BOD,32.48
1555,3/20/2022,BOD,30.12
1556,3/21/2022,BOD,32.2
1557,3/22/2022,BOD,31.6
1558,3/23/2022,BOD,32.49
1559,3/24/2022,BOD,32.49
1560,3/25/2022,BOD,31.17
1561,3/26/2022,BOD,32.52
1562,3/27/2022,BOD,30.79
1563,3/28/2022,BOD,32.27
1564,3/29/2022,BOD,31.87
1565,3/30/2022,BOD,32.53
1566,3/31/2022,BOD,36.94
1567,4/1/2022,BOD,36.56
1568,4/2/2022,BOD,32.83
1569,4/3/2022,BOD,37.17
1570,4/4/2022,BOD,34.55
1571,4/5/2022,BOD,35.57
1572,4/6/2022,BOD,35.01
1573,4/7/2022,BOD,35.14
1574,4/8/2022,BOD,32.77
1575,4/9/2022,BOD,33.12
1576,4/10/2022,BOD,35.31
1577,4/11/2022,BOD,34.28
1578,4/12/2022,BOD,37.57
1579,4/13/2022,BOD,35.45
1580,4/14/2022,BOD,35.79
1581,4/15/2022,BOD,38.0
1582,4/16/2022,BOD,40.26
1583,4/17/2022,BOD,38.62
1584,4/18/2022,BOD,38.01
1585,4/19/2022,BOD,39.29
1586,4/20/2022,BOD,40.05
1587,4/21/2022,BOD,39.12
1588,4/22/2022,BOD,38.33
1589,4/23/2022,BOD,38.57
1590,4/24/2022,BOD,40.72
1591,4/25/2022,BOD,40.61
1592,4/26/2022,BOD,40.38
1593,4/27/2022,BOD,38.37
1594,4/28/2022,BOD,40.81
1595,4/29/2022,BOD,38.52
1596,4/30/2022,BOD,41.24
1597,5/1/2022,BOD,41.94
1598,5/2/2022,BOD,42.62
1599,5/3/2022,BOD,41.28
1600,5/4/2022,BOD,41.67
1601,5/5/2022,BOD,41.64
1602,5/6/2022,BOD,42.17
1603,5/7/2022,BOD,41.72
1604,5/8/2022,BOD,41.68
1605,5/9/2022,BOD,42.73
1606,5/10/2022,BOD,42.56
1607,5/11/2022,BOD,43.06
1608,5/12/2022,BOD,41.63
1609,5/13/2022,BOD,41.89
1610,5/14/2022,BOD,41.89
1611,5/15/2022,BOD,43.11
1612,5/16/2022,BOD,43.06
1613,5/17/2022,BOD,42.15
1614,5/18/2022,BOD,43.0
1615,5/19/2022,BOD,42.34
1616,5/20/2022,BOD,43.09
1617,5/21/2022,BOD,42.46
1618,5/22/2022,BOD,42.2
1619,5/23/2022,BOD,42.56
1620,5/24/2022,BOD,42.79
1621,5/25/2022,BOD,43.11
1622,5/26/2022,BOD,42.2
1623,5/27/2022,BOD,42.56
1624,5/28/2022,BOD,42.63
1625,5/29/2022,BOD,42.57
1626,5/30/2022,BOD,42.14
1627,5/31/2022,BOD,41.98
1628,6/1/2022,BOD,40.03
