Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,1.384761197220475,0.9097887335883248,0.9998847437408394,1.1767587676412166
General,RNN,1.3301442936889385,0.893008829752604,1.0,1.153318817018494
General,GRU,949.077432455205,30.360710267623265,-1.0,30.807100357794223
General,LSTM,806.57616101502,27.915436182816823,-0.6992842433416707,28.400284523487084
MA,CNN,1.5095837537927466,0.9480587927500408,0.9996213347960046,1.2286511928911097
MA,RNN,54.05283647414664,5.436988462871976,0.8887410328913068,7.352063416085762
MA,GRU,23.760239948951224,3.9111406919691296,0.9526665052267818,4.87444765578124
MA,LSTM,9.090516085923232,2.512875562243991,0.9836235420788417,3.0150482725693184
DReg,CNN,2.122884494294089,1.0864234129587809,0.9983271063700048,1.4570121805579008
DReg,RNN,66.06136117580367,6.299383400811089,0.8633998372969582,8.127814046581262
DReg,GRU,55.89044750724429,5.560327635871039,0.8848631826330118,7.475991406311559
DReg,LSTM,27.654952830724042,4.206080473793878,0.9444476204451056,5.2587976601808935
MA DReg,CNN,1.4619947196747676,0.9328839630550809,0.9997217603729751,1.2091297364942968
MA DReg,RNN,48.37656921642534,5.089007578955756,0.9007194734073061,6.955326679346221
MA DReg,GRU,52.50169992063629,5.338126091427274,0.8920143454565563,7.2458056778136335
MA DReg,LSTM,57.51696209900669,5.676772099600898,0.8814308022673185,7.5839938092674295
HY,CNN LSTM,235.4124485571134,14.425950395796033,0.506023795188044,15.34315640789448
HY,LSTM RNN GRU,52.32389676478621,5.328745300504896,0.8923895576213838,7.233525887476053
HY,CNN RNN GRU,28.723364739757738,4.281994141472711,0.942192985855528,5.359418321026801
HY,CNN GRU,240.28519224645015,14.593853130340575,0.49574100408918653,15.501135192186737
HY,RNN GRU,223.70782747364123,14.01437801890903,0.5307236729501368,14.956865563133247
HY,RNN LSTM,232.49178931978582,14.32437886238098,0.51218716652935,15.247681440789147
MA HY,CNN LSTM,239.35510412261803,14.561955320570203,0.4977037385342229,15.47110545897151
MA HY,LSTM RNN GRU,53.548308089584495,5.405100428263347,0.8898057225841485,7.317670947069463
MA HY,CNN RNN GRU,28.671354214997084,4.283732265896267,0.9423027419591017,5.354563867860489
MA HY,CNN GRU,272.1195272196398,15.6465635310279,0.42856205170211426,16.496045805575342
MA HY,RNN GRU,228.7849304954713,14.194302824868096,0.5200096290583753,15.125638184733605
MA HY,RNN LSTM,236.8879922113277,14.476995363235472,0.5029100038374474,15.391166044563606
