Metrics,Model Category,Model,y
MSE,General,CNN,0.0629616146175607
MSE,General,RNN,0.07521160726713193
MSE,General,GRU,0.9239733431788054
MSE,General,LSTM,0.0395176736785753
MSE,MA,CNN,0.09607831798526471
MSE,MA,RNN,0.05395390242327011
MSE,MA,GRU,0.11064933601404671
MSE,MA,LSTM,0.1646986113235751
MSE,DReg,CNN,0.16468671450491668
MSE,DReg,RNN,0.031035277530902336
MSE,DReg,GRU,0.03236586856978119
MSE,DReg,LSTM,0.028647182252240475
MSE,MA DReg,CNN,2.558422000326738
MSE,MA DReg,RNN,0.22126510248982076
MSE,MA DReg,GRU,0.12367202886479871
MSE,MA DReg,LSTM,0.34607224003921083
MSE,HY,CNN LSTM,0.03475027317430586
MSE,HY,LSTM RNN GRU,0.028348402322315384
MSE,HY,CNN RNN GRU,0.05125436772819277
MSE,HY,CNN GRU,0.052197466427733215
MSE,HY,RNN GRU,0.026665716884430368
MSE,HY,RNN LSTM,0.025950709707866844
MSE,MA HY,CNN LSTM,0.19947652682938882
MSE,MA HY,LSTM RNN GRU,0.11594054996202424
MSE,MA HY,CNN RNN GRU,0.2725140329886947
MSE,MA HY,CNN GRU,0.46134991202865805
MSE,MA HY,RNN GRU,0.08370043601465728
MSE,MA HY,RNN LSTM,0.1514485016009666
RMSE,General,CNN,0.2509215307971014
RMSE,General,RNN,0.2742473468734601
RMSE,General,GRU,0.9612353214373707
RMSE,General,LSTM,0.19879052713490977
RMSE,MA,CNN,0.30996502703573625
RMSE,MA,RNN,0.23227979340284877
RMSE,MA,GRU,0.33263994951605963
RMSE,MA,LSTM,0.4058307668518678
RMSE,DReg,CNN,0.4058161092230281
RMSE,DReg,RNN,0.17616832158734536
RMSE,DReg,GRU,0.17990516548943553
RMSE,DReg,LSTM,0.1692547850202188
RMSE,MA DReg,CNN,1.5995067990873744
RMSE,MA DReg,RNN,0.47038824654727585
RMSE,MA DReg,GRU,0.3516703411787788
RMSE,MA DReg,LSTM,0.5882790494648019
RMSE,HY,CNN LSTM,0.18641425153218802
RMSE,HY,LSTM RNN GRU,0.1683698379232913
RMSE,HY,CNN RNN GRU,0.22639427494570788
RMSE,HY,CNN GRU,0.2284676485363589
RMSE,HY,RNN GRU,0.16329640805734327
RMSE,HY,RNN LSTM,0.16109223975060638
RMSE,MA HY,CNN LSTM,0.4466279512406146
RMSE,MA HY,LSTM RNN GRU,0.34050044047258476
RMSE,MA HY,CNN RNN GRU,0.5220287664379183
RMSE,MA HY,CNN GRU,0.6792274376294424
RMSE,MA HY,RNN GRU,0.2893102763723703
RMSE,MA HY,RNN LSTM,0.38916384929868114
MAE,General,CNN,0.1929369974508882
MAE,General,RNN,0.19812147681083944
MAE,General,GRU,0.7820205444759794
MAE,General,LSTM,0.1362745818744103
MAE,MA,CNN,0.25613401504026523
MAE,MA,RNN,0.19366670939657424
MAE,MA,GRU,0.28646911296579575
MAE,MA,LSTM,0.29141616764995787
MAE,DReg,CNN,0.3594735567106141
MAE,DReg,RNN,0.13005359252086945
MAE,DReg,GRU,0.12906657742129432
MAE,DReg,LSTM,0.11414585904114774
MAE,MA DReg,CNN,1.3718755608755682
MAE,MA DReg,RNN,0.38592444496022327
MAE,MA DReg,GRU,0.30442531449927224
MAE,MA DReg,LSTM,0.4424795913696289
MAE,HY,CNN LSTM,0.12258903397454156
MAE,HY,LSTM RNN GRU,0.12041662393758695
MAE,HY,CNN RNN GRU,0.14199983588523335
MAE,HY,CNN GRU,0.14308446745905612
MAE,HY,RNN GRU,0.12074773475631245
MAE,HY,RNN LSTM,0.115708003975451
MAE,MA HY,CNN LSTM,0.30894898093409007
MAE,MA HY,LSTM RNN GRU,0.2823492064409786
MAE,MA HY,CNN RNN GRU,0.41298554062843323
MAE,MA HY,CNN GRU,0.576741035381953
MAE,MA HY,RNN GRU,0.23645196037160027
MAE,MA HY,RNN LSTM,0.3451775781644715
R2,General,CNN,0.970770918472565
R2,General,RNN,0.9610965796597624
R2,General,GRU,0.29079343422567727
R2,General,LSTM,0.989285593071902
R2,MA,CNN,0.9446172530862056
R2,MA,RNN,0.9778846908795085
R2,MA,GRU,0.933109902078707
R2,MA,LSTM,0.8904248967167547
R2,DReg,CNN,0.890434292139086
R2,DReg,RNN,0.9959845011140933
R2,DReg,GRU,0.994933676929979
R2,DReg,LSTM,0.9978704812533417
R2,MA DReg,CNN,-1.0
R2,MA DReg,RNN,0.8457519392180561
R2,MA DReg,GRU,0.9228253291408086
R2,MA DReg,LSTM,0.7471864486541806
R2,HY,CNN LSTM,0.993050611472647
R2,HY,LSTM RNN GRU,0.9981064404375835
R2,HY,CNN RNN GRU,0.9800166279364675
R2,HY,CNN GRU,0.9792718228892916
R2,HY,RNN GRU,0.9994353285036541
R2,HY,RNN LSTM,1.0
R2,MA HY,CNN LSTM,0.8629593016400066
R2,MA HY,LSTM RNN GRU,0.9289312059824648
R2,MA HY,CNN RNN GRU,0.8052784849374746
R2,MA HY,CNN GRU,0.656146781261721
R2,MA HY,RNN GRU,0.9543925915206111
R2,MA HY,RNN LSTM,0.9008890704048764
