Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,0.9146797292920135,0.7009487936231823,0.9698470918532007,0.9563889006528743
General,RNN,84.03464774776333,7.368412557178074,-1.7702472609163884,9.167041384643321
General,GRU,62.13821605069284,5.859199335310194,-1.048419639115394,7.8827797159817194
General,LSTM,26.124502109225812,4.22674713452657,0.13879176803221083,5.111213369565569
MA,CNN,0.8553861334775578,0.6705562252468531,0.9718017370596388,0.9248708739481192
MA,RNN,112.45677464872557,9.058879233466254,-2.707197927183735,10.604563859429843
MA,GRU,89.25184172570127,7.706699937184652,-1.942234860250816,9.447319287803353
MA,LSTM,31.289844263191753,4.746443403032091,-0.03148650809825537,5.593732587744229
DReg,CNN,0.7645572673583528,0.6229896110958522,0.974795959375345,0.8743896541921987
DReg,RNN,94.33461714823488,8.021834171083238,-2.109791279769474,9.712600946617487
DReg,GRU,65.7535144814409,6.119983611636692,-1.1675998920657813,8.108854079427061
DReg,LSTM,2.9397248926905677,1.157202967537774,0.9030903912839865,1.7145625951508938
MA DReg,CNN,0.8073984470126698,0.6424672126770018,0.9733836768969556,0.8985535304102198
MA DReg,RNN,124.32199141251155,9.694549789428711,-3.0983411653718456,11.149977193362844
MA DReg,GRU,96.32568383433036,8.140930026372274,-2.175427861599552,9.81456488257785
MA DReg,LSTM,88.11050044778592,7.633832676145766,-1.9046099325137926,9.386719365560362
HY,CNN LSTM,206.60588537713363,13.276740620930989,-5.810873888270014,14.373791614502196
HY,LSTM RNN GRU,60.70592119122583,5.7628037918938535,-1.0012032704197957,7.79140046405175
HY,CNN RNN GRU,31.33978406194946,4.74587474822998,-0.03313280036492272,5.598194714544096
HY,CNN GRU,222.0841474976656,13.84735723707411,-6.321123105614902,14.902487963345772
HY,RNN GRU,247.01522252350412,14.72009032673306,-7.142989373315993,15.716717931028224
HY,RNN LSTM,218.7678632634507,13.727119038899739,-6.211800016121751,14.790803333945412
MA HY,CNN LSTM,289.4412788379768,16.09681653022766,-8.541587088028026,17.012973838749556
MA HY,LSTM RNN GRU,67.18743081904024,6.222498885260688,-1.2148697136581919,8.196793935377432
MA HY,CNN RNN GRU,31.27793044230916,4.750261120266384,-0.031093762599207153,5.592667560503588
MA HY,CNN GRU,276.1755144825803,15.67931229909261,-8.104274046866648,16.618529251488543
MA HY,RNN GRU,292.49361861110606,16.191351669099596,-8.642209106713436,17.102444813859393
MA HY,RNN LSTM,239.0957710527955,14.44859556727939,-6.881920405542819,15.462721980712047
