Metrics,Model Category,Model,y
MSE,General,CNN,2.659714531327432
MSE,General,RNN,0.02679892428791047
MSE,General,GRU,0.8369272600490317
MSE,General,LSTM,0.020811208718713028
MSE,MA,CNN,0.06704667169345363
MSE,MA,RNN,0.08747427235827789
MSE,MA,GRU,0.08093243555795215
MSE,MA,LSTM,0.49855512617343556
MSE,DReg,CNN,0.16228022531648684
MSE,DReg,RNN,0.0187767695254321
MSE,DReg,GRU,0.021869243448490887
MSE,DReg,LSTM,0.018518145005457738
MSE,MA DReg,CNN,0.952093375308221
MSE,MA DReg,RNN,0.12156616787705032
MSE,MA DReg,GRU,0.11878869461936563
MSE,MA DReg,LSTM,0.22129639796298484
MSE,HY,CNN LSTM,0.017304099523071218
MSE,HY,LSTM RNN GRU,0.016490678739722448
MSE,HY,CNN RNN GRU,0.01994154304815572
MSE,HY,CNN GRU,0.02318980785828286
MSE,HY,RNN GRU,0.018323506147185073
MSE,HY,RNN LSTM,0.017243714569798656
MSE,MA HY,CNN LSTM,0.22044617685072979
MSE,MA HY,LSTM RNN GRU,0.07773368801465892
MSE,MA HY,CNN RNN GRU,0.8236575429914206
MSE,MA HY,CNN GRU,0.38188324926081674
MSE,MA HY,RNN GRU,0.07712903858719396
MSE,MA HY,RNN LSTM,0.18808850868897473
RMSE,General,CNN,1.6308631246451775
RMSE,General,RNN,0.16370376992577315
RMSE,General,GRU,0.9148372861055849
RMSE,General,LSTM,0.1442609050252806
RMSE,MA,CNN,0.2589337206573405
RMSE,MA,RNN,0.29576049830610895
RMSE,MA,GRU,0.28448626602694227
RMSE,MA,LSTM,0.7060843619380305
RMSE,DReg,CNN,0.40284019823806916
RMSE,DReg,RNN,0.13702835299831967
RMSE,DReg,GRU,0.1478825326010171
RMSE,DReg,LSTM,0.1360813911064174
RMSE,MA DReg,CNN,0.9757527224190671
RMSE,MA DReg,RNN,0.34866340197538703
RMSE,MA DReg,GRU,0.34465735828408717
RMSE,MA DReg,LSTM,0.4704215109484098
RMSE,HY,CNN LSTM,0.13154504750491833
RMSE,HY,LSTM RNN GRU,0.12841603770449564
RMSE,HY,CNN RNN GRU,0.1412145284599135
RMSE,HY,CNN GRU,0.15228200109757836
RMSE,HY,RNN GRU,0.1353643459230867
RMSE,HY,RNN LSTM,0.1313153249617068
RMSE,MA HY,CNN LSTM,0.46951696119600383
RMSE,MA HY,LSTM RNN GRU,0.27880761828662237
RMSE,MA HY,CNN RNN GRU,0.9075558070947597
RMSE,MA HY,CNN GRU,0.617967029266786
RMSE,MA HY,RNN GRU,0.2777211525742934
RMSE,MA HY,RNN LSTM,0.4336917207982817
MAE,General,CNN,1.4057826198637484
MAE,General,RNN,0.12553581245347029
MAE,General,GRU,0.8036034965515136
MAE,General,LSTM,0.11168433909614878
MAE,MA,CNN,0.21255442236860592
MAE,MA,RNN,0.21665914148092266
MAE,MA,GRU,0.20773045000102783
MAE,MA,LSTM,0.5561065619521671
MAE,DReg,CNN,0.36776498458451695
MAE,DReg,RNN,0.10489489004740281
MAE,DReg,GRU,0.10925799137602248
MAE,DReg,LSTM,0.10843922947429947
MAE,MA DReg,CNN,0.8517896033657921
MAE,MA DReg,RNN,0.2602153534359402
MAE,MA DReg,GRU,0.2826552712255054
MAE,MA DReg,LSTM,0.34195572045114303
MAE,HY,CNN LSTM,0.1002053846501642
MAE,HY,LSTM RNN GRU,0.10325639294460415
MAE,HY,CNN RNN GRU,0.10832639962848688
MAE,HY,CNN GRU,0.11539879421393076
MAE,HY,RNN GRU,0.10507885929817952
MAE,HY,RNN LSTM,0.10544091286137698
MAE,MA HY,CNN LSTM,0.37612802929348416
MAE,MA HY,LSTM RNN GRU,0.21046870148844185
MAE,MA HY,CNN RNN GRU,0.764474717842208
MAE,MA HY,CNN GRU,0.4820391625828213
MAE,MA HY,RNN GRU,0.2077300953533914
MAE,MA HY,RNN LSTM,0.3773754816585117
R2,General,CNN,-1.0
R2,General,RNN,0.9922002477859784
R2,General,GRU,0.3792152106178188
R2,General,LSTM,0.9967308633547927
R2,MA,CNN,0.9617467185730508
R2,MA,RNN,0.946290138423908
R2,MA,GRU,0.9512400308016731
R2,MA,LSTM,0.6352450837928287
R2,DReg,CNN,0.8896880818973871
R2,DReg,RNN,0.9982702253662916
R2,DReg,GRU,0.9959302995064132
R2,DReg,LSTM,0.9984659140664531
R2,MA DReg,CNN,0.29207456594904313
R2,MA DReg,RNN,0.9204944454216701
R2,MA DReg,GRU,0.9225960254713248
R2,MA DReg,LSTM,0.8450333905524059
R2,HY,CNN LSTM,0.9993845237265453
R2,HY,LSTM RNN GRU,1.0
R2,HY,CNN RNN GRU,0.9973888974215672
R2,HY,CNN GRU,0.9949310921116259
R2,HY,RNN GRU,0.9986131879025923
R2,HY,RNN LSTM,0.9994302141081701
R2,MA HY,CNN LSTM,0.845676711859773
R2,MA HY,LSTM RNN GRU,0.9536603687841425
R2,MA HY,CNN RNN GRU,0.38925576548389285
R2,MA HY,CNN GRU,0.7235250656781296
R2,MA HY,RNN GRU,0.9541178778421613
R2,MA HY,RNN LSTM,0.8701601986670495
