ModelCat,Model,MSE,RMSE
General,CNN,1106.5797108802444,33.26529288733596
General,RNN,44.88380304564021,6.699537524757974
General,GRU,979.0324387272241,31.289494063139212
General,LSTM,899.3017475598115,29.988360201248273
MA,CNN,64.6907988721566,8.043059049401329
MA,RNN,55.25131030979963,7.433122514112062
MA,GRU,23.18725089555981,4.815314205278801
MA,LSTM,300.44570192180805,17.33336960668087
AE,CNN,129.9990206591122,11.401711303971531
AE,RNN,57.29673059167473,7.569460389728896
AE,GRU,49.00457380574949,7.000326692787237
AE,LSTM,27.77389825352411,5.270094710109498
MA AE,CNN,74.10393479064379,8.608364234315587
MA AE,RNN,70.88850364939023,8.41953108251227
MA AE,GRU,65.09553265572747,8.068180256769644
MA AE,LSTM,45.25371360151751,6.7270880477006925
HY,LSTM,211.75560389358668,14.551824761643699
HY,LSTM RNN GRU,53.72268672043625,7.329576162400951
HY,CNN RNN GRU,27.43698820784887,5.238032856698101
HY,CNN GRU,261.50688457385434,16.17117449580748
HY,RNN GRU,205.11700908311852,14.321906614802323
HY,RNN LSTM,231.13179514142536,15.203019277151014
MA HY,CNN LSTM,233.10532972263607,15.267787322419581
MA HY,LSTM RNN GRU,48.455060806652966,6.96096694480393
MA HY,CNN RNN GRU,27.33838476701261,5.228612126273339
MA HY,CNN GRU,236.92853459976473,15.392483055042312
MA HY,RNN GRU,246.24738906661534,15.692271634999674
MA HY,RNN LSTM,232.78192605156963,15.257192600592338
