Metrics,Model Category,Model,y
MSE,General,CNN,0.9146797292920135
MSE,General,RNN,84.03464774776333
MSE,General,GRU,62.13821605069284
MSE,General,LSTM,26.124502109225812
MSE,MA,CNN,0.8553861334775578
MSE,MA,RNN,112.45677464872557
MSE,MA,GRU,89.25184172570127
MSE,MA,LSTM,31.289844263191753
MSE,DReg,CNN,0.7645572673583528
MSE,DReg,RNN,94.33461714823488
MSE,DReg,GRU,65.7535144814409
MSE,DReg,LSTM,2.9397248926905677
MSE,MA DReg,CNN,0.8073984470126698
MSE,MA DReg,RNN,124.32199141251155
MSE,MA DReg,GRU,96.32568383433036
MSE,MA DReg,LSTM,88.11050044778592
MSE,HY,CNN LSTM,206.60588537713363
MSE,HY,LSTM RNN GRU,60.70592119122583
MSE,HY,CNN RNN GRU,31.33978406194946
MSE,HY,CNN GRU,222.0841474976656
MSE,HY,RNN GRU,247.01522252350412
MSE,HY,RNN LSTM,218.7678632634507
MSE,MA HY,CNN LSTM,289.4412788379768
MSE,MA HY,LSTM RNN GRU,67.18743081904024
MSE,MA HY,CNN RNN GRU,31.27793044230916
MSE,MA HY,CNN GRU,276.1755144825803
MSE,MA HY,RNN GRU,292.49361861110606
MSE,MA HY,RNN LSTM,239.0957710527955
RMSE,General,CNN,0.9563889006528743
RMSE,General,RNN,9.167041384643321
RMSE,General,GRU,7.8827797159817194
RMSE,General,LSTM,5.111213369565569
RMSE,MA,CNN,0.9248708739481192
RMSE,MA,RNN,10.604563859429843
RMSE,MA,GRU,9.447319287803353
RMSE,MA,LSTM,5.593732587744229
RMSE,DReg,CNN,0.8743896541921987
RMSE,DReg,RNN,9.712600946617487
RMSE,DReg,GRU,8.108854079427061
RMSE,DReg,LSTM,1.7145625951508938
RMSE,MA DReg,CNN,0.8985535304102198
RMSE,MA DReg,RNN,11.149977193362844
RMSE,MA DReg,GRU,9.81456488257785
RMSE,MA DReg,LSTM,9.386719365560362
RMSE,HY,CNN LSTM,14.373791614502196
RMSE,HY,LSTM RNN GRU,7.79140046405175
RMSE,HY,CNN RNN GRU,5.598194714544096
RMSE,HY,CNN GRU,14.902487963345772
RMSE,HY,RNN GRU,15.716717931028224
RMSE,HY,RNN LSTM,14.790803333945412
RMSE,MA HY,CNN LSTM,17.012973838749556
RMSE,MA HY,LSTM RNN GRU,8.196793935377432
RMSE,MA HY,CNN RNN GRU,5.592667560503588
RMSE,MA HY,CNN GRU,16.618529251488543
RMSE,MA HY,RNN GRU,17.102444813859393
RMSE,MA HY,RNN LSTM,15.462721980712047
MAE,General,CNN,0.7009487936231823
MAE,General,RNN,7.368412557178074
MAE,General,GRU,5.859199335310194
MAE,General,LSTM,4.22674713452657
MAE,MA,CNN,0.6705562252468531
MAE,MA,RNN,9.058879233466254
MAE,MA,GRU,7.706699937184652
MAE,MA,LSTM,4.746443403032091
MAE,DReg,CNN,0.6229896110958522
MAE,DReg,RNN,8.021834171083238
MAE,DReg,GRU,6.119983611636692
MAE,DReg,LSTM,1.157202967537774
MAE,MA DReg,CNN,0.6424672126770018
MAE,MA DReg,RNN,9.694549789428711
MAE,MA DReg,GRU,8.140930026372274
MAE,MA DReg,LSTM,7.633832676145766
MAE,HY,CNN LSTM,13.276740620930989
MAE,HY,LSTM RNN GRU,5.7628037918938535
MAE,HY,CNN RNN GRU,4.74587474822998
MAE,HY,CNN GRU,13.84735723707411
MAE,HY,RNN GRU,14.72009032673306
MAE,HY,RNN LSTM,13.727119038899739
MAE,MA HY,CNN LSTM,16.09681653022766
MAE,MA HY,LSTM RNN GRU,6.222498885260688
MAE,MA HY,CNN RNN GRU,4.750261120266384
MAE,MA HY,CNN GRU,15.67931229909261
MAE,MA HY,RNN GRU,16.191351669099596
MAE,MA HY,RNN LSTM,14.44859556727939
R2,General,CNN,0.9698470918532007
R2,General,RNN,-1.7702472609163884
R2,General,GRU,-1.048419639115394
R2,General,LSTM,0.13879176803221083
R2,MA,CNN,0.9718017370596388
R2,MA,RNN,-2.707197927183735
R2,MA,GRU,-1.942234860250816
R2,MA,LSTM,-0.03148650809825537
R2,DReg,CNN,0.974795959375345
R2,DReg,RNN,-2.109791279769474
R2,DReg,GRU,-1.1675998920657813
R2,DReg,LSTM,0.9030903912839865
R2,MA DReg,CNN,0.9733836768969556
R2,MA DReg,RNN,-3.0983411653718456
R2,MA DReg,GRU,-2.175427861599552
R2,MA DReg,LSTM,-1.9046099325137926
R2,HY,CNN LSTM,-5.810873888270014
R2,HY,LSTM RNN GRU,-1.0012032704197957
R2,HY,CNN RNN GRU,-0.03313280036492272
R2,HY,CNN GRU,-6.321123105614902
R2,HY,RNN GRU,-7.142989373315993
R2,HY,RNN LSTM,-6.211800016121751
R2,MA HY,CNN LSTM,-8.541587088028026
R2,MA HY,LSTM RNN GRU,-1.2148697136581919
R2,MA HY,CNN RNN GRU,-0.031093762599207153
R2,MA HY,CNN GRU,-8.104274046866648
R2,MA HY,RNN GRU,-8.642209106713436
R2,MA HY,RNN LSTM,-6.881920405542819
