Date,Param,Values
254,8/26/2022,Temperature,26.49
255,8/27/2022,Temperature,26.95
256,8/28/2022,Temperature,26.88
257,8/29/2022,Temperature,26.69
258,8/30/2022,Temperature,26.2
259,8/31/2022,Temperature,26.12
260,9/1/2022,Temperature,25.59
261,9/2/2022,Temperature,25.75
262,9/3/2022,Temperature,26.11
263,9/4/2022,Temperature,25.58
264,9/5/2022,Temperature,25.88
265,9/6/2022,Temperature,25.42
266,9/7/2022,Temperature,25.8
267,9/8/2022,Temperature,25.38
268,9/9/2022,Temperature,25.61
269,9/10/2022,Temperature,25.73
270,9/11/2022,Temperature,25.69
271,9/12/2022,Temperature,25.78
272,9/13/2022,Temperature,25.64
273,9/14/2022,Temperature,25.49
274,9/15/2022,Temperature,25.3
275,9/16/2022,Temperature,24.85
276,9/17/2022,Temperature,24.85
277,9/18/2022,Temperature,24.99
278,9/19/2022,Temperature,24.94
279,9/20/2022,Temperature,25.09
280,9/21/2022,Temperature,24.71
281,9/22/2022,Temperature,25.3
282,9/23/2022,Temperature,25.01
283,9/24/2022,Temperature,25.09
284,9/25/2022,Temperature,25.17
285,9/26/2022,Temperature,24.85
286,9/27/2022,Temperature,24.92
287,9/28/2022,Temperature,24.86
288,9/29/2022,Temperature,25.26
289,9/30/2022,Temperature,24.7
290,10/1/2022,Temperature,23.52
291,10/2/2022,Temperature,24.25
292,10/3/2022,Temperature,23.99
293,10/4/2022,Temperature,24.28
294,10/5/2022,Temperature,23.76
295,10/6/2022,Temperature,24.6
296,10/7/2022,Temperature,24.36
297,10/8/2022,Temperature,24.17
298,10/9/2022,Temperature,24.69
299,10/10/2022,Temperature,24.42
300,10/11/2022,Temperature,23.7
301,10/12/2022,Temperature,23.97
302,10/13/2022,Temperature,23.59
303,10/14/2022,Temperature,24.63
304,10/15/2022,Temperature,23.5
305,10/16/2022,Temperature,23.08
306,10/17/2022,Temperature,23.48
307,10/18/2022,Temperature,23.1
308,10/19/2022,Temperature,23.2
309,10/20/2022,Temperature,23.36
310,10/21/2022,Temperature,23.31
311,10/22/2022,Temperature,23.14
312,10/23/2022,Temperature,23.38
313,10/24/2022,Temperature,23.34
314,10/25/2022,Temperature,23.23
315,10/26/2022,Temperature,23.16
316,10/27/2022,Temperature,23.39
317,10/28/2022,Temperature,23.33
318,10/29/2022,Temperature,23.19
319,10/30/2022,Temperature,23.0
320,10/31/2022,Temperature,22.95
321,11/1/2022,Temperature,22.8
322,11/2/2022,Temperature,23.0
323,11/3/2022,Temperature,22.82
324,11/4/2022,Temperature,22.65
325,11/5/2022,Temperature,22.63
326,11/6/2022,Temperature,22.73
327,11/7/2022,Temperature,22.54
328,11/8/2022,Temperature,23.0
329,11/9/2022,Temperature,22.94
330,11/10/2022,Temperature,22.72
331,11/11/2022,Temperature,22.66
332,11/12/2022,Temperature,22.94
333,11/13/2022,Temperature,22.62
334,11/14/2022,Temperature,22.69
335,11/15/2022,Temperature,22.4
336,11/16/2022,Temperature,22.07
337,11/17/2022,Temperature,22.16
338,11/18/2022,Temperature,22.35
339,11/19/2022,Temperature,22.17
340,11/20/2022,Temperature,22.24
341,11/21/2022,Temperature,22.24
342,11/22/2022,Temperature,22.04
343,11/23/2022,Temperature,22.34
344,11/24/2022,Temperature,22.09
345,11/25/2022,Temperature,22.26
346,11/26/2022,Temperature,22.07
347,11/27/2022,Temperature,22.29
348,11/28/2022,Temperature,22.21
349,11/29/2022,Temperature,21.94
350,11/30/2022,Temperature,21.9
351,12/1/2022,Temperature,21.43
352,12/2/2022,Temperature,21.38
353,12/3/2022,Temperature,21.54
354,12/4/2022,Temperature,21.74
355,12/5/2022,Temperature,21.61
356,12/6/2022,Temperature,21.42
357,12/7/2022,Temperature,21.74
358,12/8/2022,Temperature,21.56
359,12/9/2022,Temperature,21.3
360,12/10/2022,Temperature,21.1
361,12/11/2022,Temperature,21.52
362,12/12/2022,Temperature,21.25
363,12/13/2022,Temperature,21.82
364,12/14/2022,Temperature,21.69
365,12/15/2021,pH,7.91
366,12/16/2021,pH,7.99
367,12/17/2021,pH,8.12
368,12/18/2021,pH,7.94
369,12/19/2021,pH,8.0
370,12/20/2021,pH,8.07
371,12/21/2021,pH,7.92
372,12/22/2021,pH,7.97
373,12/23/2021,pH,8.06
374,12/24/2021,pH,8.11
375,12/25/2021,pH,8.03
376,12/26/2021,pH,7.97
377,12/27/2021,pH,7.97
378,12/28/2021,pH,8.08
379,12/29/2021,pH,8.02
380,12/30/2021,pH,8.12
381,12/31/2021,pH,8.24
382,1/1/2022,pH,8.29
383,1/2/2022,pH,8.27
384,1/3/2022,pH,8.15
385,1/4/2022,pH,8.13
386,1/5/2022,pH,8.15
387,1/6/2022,pH,8.22
388,1/7/2022,pH,8.13
389,1/8/2022,pH,8.24
390,1/9/2022,pH,8.13
391,1/10/2022,pH,8.19
392,1/11/2022,pH,8.21
393,1/12/2022,pH,8.25
394,1/13/2022,pH,8.22
395,1/14/2022,pH,8.18
396,1/15/2022,pH,8.29
397,1/16/2022,pH,8.27
398,1/17/2022,pH,8.26
399,1/18/2022,pH,8.24
400,1/19/2022,pH,8.28
401,1/20/2022,pH,8.26
402,1/21/2022,pH,8.24
403,1/22/2022,pH,8.24
404,1/23/2022,pH,8.24
405,1/24/2022,pH,8.24
406,1/25/2022,pH,8.28
407,1/26/2022,pH,8.23
408,1/27/2022,pH,8.29
409,1/28/2022,pH,8.24
410,1/29/2022,pH,8.27
411,1/30/2022,pH,8.22
412,1/31/2022,pH,8.22
413,2/1/2022,pH,8.24
414,2/2/2022,pH,8.24
415,2/3/2022,pH,8.23
416,2/4/2022,pH,8.23
417,2/5/2022,pH,8.25
418,2/6/2022,pH,8.22
419,2/7/2022,pH,8.23
420,2/8/2022,pH,8.24
421,2/9/2022,pH,8.23
422,2/10/2022,pH,8.25
423,2/11/2022,pH,8.23
424,2/12/2022,pH,8.25
425,2/13/2022,pH,8.23
426,2/14/2022,pH,8.22
427,2/15/2022,pH,8.25
428,2/16/2022,pH,8.31
429,2/17/2022,pH,8.31
430,2/18/2022,pH,8.31
431,2/19/2022,pH,8.25
432,2/20/2022,pH,8.25
433,2/21/2022,pH,8.28
434,2/22/2022,pH,8.32
435,2/23/2022,pH,8.31
436,2/24/2022,pH,8.32
437,2/25/2022,pH,8.31
438,2/26/2022,pH,8.27
439,2/27/2022,pH,8.32
440,2/28/2022,pH,8.32
441,3/1/2022,pH,8.15
442,3/2/2022,pH,8.13
443,3/3/2022,pH,8.2
444,3/4/2022,pH,8.2
445,3/5/2022,pH,8.16
446,3/6/2022,pH,8.21
447,3/7/2022,pH,8.15
448,3/8/2022,pH,8.18
449,3/9/2022,pH,8.16
450,3/10/2022,pH,8.15
451,3/11/2022,pH,8.15
452,3/12/2022,pH,8.19
453,3/13/2022,pH,8.21
454,3/14/2022,pH,8.22
455,3/15/2022,pH,8.1
456,3/16/2022,pH,8.09
457,3/17/2022,pH,8.09
458,3/18/2022,pH,8.06
459,3/19/2022,pH,7.94
460,3/20/2022,pH,7.93
461,3/21/2022,pH,7.86
462,3/22/2022,pH,7.8
463,3/23/2022,pH,8.06
464,3/24/2022,pH,7.8
465,3/25/2022,pH,7.84
466,3/26/2022,pH,7.68
467,3/27/2022,pH,8.08
468,3/28/2022,pH,8.06
469,3/29/2022,pH,7.8
470,3/30/2022,pH,7.68
471,3/31/2022,pH,7.19
472,4/1/2022,pH,7.39
473,4/2/2022,pH,7.67
474,4/3/2022,pH,7.57
475,4/4/2022,pH,7.25
476,4/5/2022,pH,7.59
477,4/6/2022,pH,7.21
478,4/7/2022,pH,7.22
479,4/8/2022,pH,7.51
480,4/9/2022,pH,7.31
481,4/10/2022,pH,7.12
482,4/11/2022,pH,7.57
483,4/12/2022,pH,7.3
484,4/13/2022,pH,7.43
485,4/14/2022,pH,7.26
486,4/15/2022,pH,7.12
487,4/16/2022,pH,6.91
488,4/17/2022,pH,6.74
489,4/18/2022,pH,6.65
490,4/19/2022,pH,6.78
491,4/20/2022,pH,6.52
492,4/21/2022,pH,6.66
493,4/22/2022,pH,7.01
494,4/23/2022,pH,7.09
495,4/24/2022,pH,6.5
496,4/25/2022,pH,6.53
497,4/26/2022,pH,6.79
498,4/27/2022,pH,7.08
499,4/28/2022,pH,6.78
500,4/29/2022,pH,6.82
501,4/30/2022,pH,6.37
502,5/1/2022,pH,6.28
503,5/2/2022,pH,6.36
504,5/3/2022,pH,6.32
505,5/4/2022,pH,6.27
506,5/5/2022,pH,6.26
507,5/6/2022,pH,6.28
508,5/7/2022,pH,6.28
509,5/8/2022,pH,6.26
510,5/9/2022,pH,6.36
511,5/10/2022,pH,6.28
512,5/11/2022,pH,6.32
513,5/12/2022,pH,6.25
514,5/13/2022,pH,6.28
515,5/14/2022,pH,6.25
516,5/15/2022,pH,6.25
517,5/16/2022,pH,6.22
518,5/17/2022,pH,6.25
519,5/18/2022,pH,6.19
520,5/19/2022,pH,6.18
521,5/20/2022,pH,6.22
522,5/21/2022,pH,6.18
523,5/22/2022,pH,6.17
524,5/23/2022,pH,6.19
525,5/24/2022,pH,6.19
526,5/25/2022,pH,6.18
527,5/26/2022,pH,6.21
528,5/27/2022,pH,6.19
529,5/28/2022,pH,6.23
530,5/29/2022,pH,6.23
531,5/30/2022,pH,6.16
532,5/31/2022,pH,6.25
533,6/1/2022,pH,6.26
534,6/2/2022,pH,6.18
535,6/3/2022,pH,6.32
536,6/4/2022,pH,6.22
537,6/5/2022,pH,6.32
538,6/6/2022,pH,6.31
539,6/7/2022,pH,6.32
540,6/8/2022,pH,6.21
541,6/9/2022,pH,6.26
542,6/10/2022,pH,6.24
543,6/11/2022,pH,6.27
544,6/12/2022,pH,6.24
545,6/13/2022,pH,6.22
546,6/14/2022,pH,6.31
547,6/15/2022,pH,6.33
548,6/16/2022,pH,6.34
549,6/17/2022,pH,6.82
550,6/18/2022,pH,6.41
551,6/19/2022,pH,6.36
552,6/20/2022,pH,6.47
553,6/21/2022,pH,6.85
554,6/22/2022,pH,6.74
555,6/23/2022,pH,6.42
556,6/24/2022,pH,6.81
557,6/25/2022,pH,6.76
558,6/26/2022,pH,6.62
559,6/27/2022,pH,6.67
560,6/28/2022,pH,6.58
561,6/29/2022,pH,6.82
562,6/30/2022,pH,6.88
563,7/1/2022,pH,7.0
564,7/2/2022,pH,6.97
565,7/3/2022,pH,6.92
566,7/4/2022,pH,7.18
567,7/5/2022,pH,7.09
568,7/6/2022,pH,7.07
569,7/7/2022,pH,7.02
570,7/8/2022,pH,7.01
571,7/9/2022,pH,7.14
572,7/10/2022,pH,7.06
573,7/11/2022,pH,7.17
574,7/12/2022,pH,7.06
575,7/13/2022,pH,7.17
576,7/14/2022,pH,6.92
577,7/15/2022,pH,7.2
578,7/16/2022,pH,7.21
579,7/17/2022,pH,7.29
580,7/18/2022,pH,7.22
581,7/19/2022,pH,7.25
582,7/20/2022,pH,7.21
583,7/21/2022,pH,7.22
584,7/22/2022,pH,7.2
585,7/23/2022,pH,7.22
586,7/24/2022,pH,7.2
587,7/25/2022,pH,7.25
588,7/26/2022,pH,7.29
589,7/27/2022,pH,7.23
590,7/28/2022,pH,7.29
591,7/29/2022,pH,7.3
592,7/30/2022,pH,7.3
593,7/31/2022,pH,7.23
594,8/1/2022,pH,7.25
595,8/2/2022,pH,7.24
596,8/3/2022,pH,7.22
597,8/4/2022,pH,7.22
598,8/5/2022,pH,7.29
599,8/6/2022,pH,7.24
600,8/7/2022,pH,7.27
601,8/8/2022,pH,7.26
602,8/9/2022,pH,7.29
603,8/10/2022,pH,7.28
604,8/11/2022,pH,7.22
605,8/12/2022,pH,7.25
606,8/13/2022,pH,7.23
607,8/14/2022,pH,7.26
608,8/15/2022,pH,7.22
609,8/16/2022,pH,7.23
610,8/17/2022,pH,7.25
611,8/18/2022,pH,7.24
612,8/19/2022,pH,7.22
613,8/20/2022,pH,7.22
614,8/21/2022,pH,7.29
615,8/22/2022,pH,7.24
616,8/23/2022,pH,7.27
617,8/24/2022,pH,7.26
618,8/25/2022,pH,7.29
619,8/26/2022,pH,7.28
620,8/27/2022,pH,7.22
621,8/28/2022,pH,7.25
622,8/29/2022,pH,7.23
623,8/30/2022,pH,7.29
624,8/31/2022,pH,7.31
625,9/1/2022,pH,7.3
626,9/2/2022,pH,7.31
627,9/3/2022,pH,7.3
628,9/4/2022,pH,7.31
629,9/5/2022,pH,7.31
630,9/6/2022,pH,7.31
631,9/7/2022,pH,7.31
632,9/8/2022,pH,7.3
633,9/9/2022,pH,7.29
634,9/10/2022,pH,7.31
635,9/11/2022,pH,7.31
636,9/12/2022,pH,7.31
637,9/13/2022,pH,7.32
638,9/14/2022,pH,7.31
639,9/15/2022,pH,7.32
640,9/16/2022,pH,7.36
641,9/17/2022,pH,7.34
642,9/18/2022,pH,7.33
643,9/19/2022,pH,7.34
644,9/20/2022,pH,7.35
645,9/21/2022,pH,7.32
646,9/22/2022,pH,7.33
647,9/23/2022,pH,7.33
648,9/24/2022,pH,7.33
649,9/25/2022,pH,7.33
650,9/26/2022,pH,7.35
651,9/27/2022,pH,7.35
652,9/28/2022,pH,7.34
653,9/29/2022,pH,7.35
654,9/30/2022,pH,7.36
655,10/1/2022,pH,7.39
656,10/2/2022,pH,7.48
657,10/3/2022,pH,7.48
658,10/4/2022,pH,7.37
659,10/5/2022,pH,7.46
660,10/6/2022,pH,7.47
661,10/7/2022,pH,7.48
662,10/8/2022,pH,7.48
663,10/9/2022,pH,7.4
664,10/10/2022,pH,7.47
665,10/11/2022,pH,7.36
666,10/12/2022,pH,7.39
667,10/13/2022,pH,7.46
668,10/14/2022,pH,7.48
669,10/15/2022,pH,7.49
670,10/16/2022,pH,7.52
671,10/17/2022,pH,7.52
672,10/18/2022,pH,7.55
673,10/19/2022,pH,7.61
674,10/20/2022,pH,7.51
675,10/21/2022,pH,7.51
676,10/22/2022,pH,7.62
677,10/23/2022,pH,7.57
678,10/24/2022,pH,7.54
679,10/25/2022,pH,7.57
680,10/26/2022,pH,7.56
681,10/27/2022,pH,7.63
682,10/28/2022,pH,7.53
683,10/29/2022,pH,7.54
684,10/30/2022,pH,7.63
685,10/31/2022,pH,7.64
686,11/1/2022,pH,7.63
687,11/2/2022,pH,7.63
688,11/3/2022,pH,7.64
689,11/4/2022,pH,7.64
690,11/5/2022,pH,7.63
691,11/6/2022,pH,7.63
692,11/7/2022,pH,7.64
693,11/8/2022,pH,7.65
694,11/9/2022,pH,7.63
695,11/10/2022,pH,7.64
696,11/11/2022,pH,7.63
697,11/12/2022,pH,7.65
698,11/13/2022,pH,7.64
699,11/14/2022,pH,7.63
700,11/15/2022,pH,7.65
701,11/16/2022,pH,7.66
702,11/17/2022,pH,7.67
703,11/18/2022,pH,7.68
704,11/19/2022,pH,7.67
705,11/20/2022,pH,7.67
706,11/21/2022,pH,7.67
707,11/22/2022,pH,7.65
708,11/23/2022,pH,7.67
709,11/24/2022,pH,7.66
710,11/25/2022,pH,7.67
711,11/26/2022,pH,7.67
712,11/27/2022,pH,7.67
713,11/28/2022,pH,7.65
714,11/29/2022,pH,7.65
715,11/30/2022,pH,7.68
716,12/1/2022,pH,7.73
717,12/2/2022,pH,7.83
718,12/3/2022,pH,7.79
719,12/4/2022,pH,7.89
720,12/5/2022,pH,7.76
721,12/6/2022,pH,7.87
722,12/7/2022,pH,7.81
723,12/8/2022,pH,7.77
724,12/9/2022,pH,7.79
725,12/10/2022,pH,7.71
726,12/11/2022,pH,7.78
727,12/12/2022,pH,7.85
728,12/13/2022,pH,7.71
729,12/14/2022,pH,7.81
730,12/15/2021,EC,1577.0
731,12/16/2021,EC,1648.0
732,12/17/2021,EC,1580.0
733,12/18/2021,EC,1579.0
734,12/19/2021,EC,1643.0
735,12/20/2021,EC,1583.0
736,12/21/2021,EC,1645.0
737,12/22/2021,EC,1596.0
738,12/23/2021,EC,1595.0
739,12/24/2021,EC,1599.0
740,12/25/2021,EC,1598.0
741,12/26/2021,EC,1590.0
742,12/27/2021,EC,1603.0
743,12/28/2021,EC,1625.0
744,12/29/2021,EC,1618.0
745,12/30/2021,EC,1652.0
746,12/31/2021,EC,1799.0
747,1/1/2022,EC,1749.0
748,1/2/2022,EC,1721.0
749,1/3/2022,EC,1689.0
750,1/4/2022,EC,1663.0
751,1/5/2022,EC,1773.0
752,1/6/2022,EC,1800.0
753,1/7/2022,EC,1812.0
754,1/8/2022,EC,1858.0
755,1/9/2022,EC,1852.0
756,1/10/2022,EC,1831.0
757,1/11/2022,EC,1716.0
758,1/12/2022,EC,1789.0
759,1/13/2022,EC,1683.0
760,1/14/2022,EC,1755.0
761,1/15/2022,EC,1883.0
762,1/16/2022,EC,1885.0
763,1/17/2022,EC,1921.0
764,1/18/2022,EC,1916.0
765,1/19/2022,EC,2009.0
766,1/20/2022,EC,1901.0
767,1/21/2022,EC,1903.0
768,1/22/2022,EC,1914.0
769,1/23/2022,EC,1994.0
770,1/24/2022,EC,1936.0
771,1/25/2022,EC,1965.0
772,1/26/2022,EC,1923.0
773,1/27/2022,EC,1929.0
774,1/28/2022,EC,1976.0
775,1/29/2022,EC,1956.0
776,1/30/2022,EC,2029.0
777,1/31/2022,EC,1970.0
778,2/1/2022,EC,1869.0
779,2/2/2022,EC,2003.0
780,2/3/2022,EC,1902.0
781,2/4/2022,EC,1920.0
782,2/5/2022,EC,1934.0
783,2/6/2022,EC,1772.0
784,2/7/2022,EC,1894.0
785,2/8/2022,EC,1852.0
786,2/9/2022,EC,1934.0
787,2/10/2022,EC,1885.0
788,2/11/2022,EC,1802.0
789,2/12/2022,EC,1829.0
790,2/13/2022,EC,1999.0
791,2/14/2022,EC,1769.0
792,2/15/2022,EC,1756.0
793,2/16/2022,EC,1747.0
794,2/17/2022,EC,1742.0
795,2/18/2022,EC,1735.0
796,2/19/2022,EC,1746.0
797,2/20/2022,EC,1742.0
798,2/21/2022,EC,1752.0
799,2/22/2022,EC,1747.0
800,2/23/2022,EC,1754.0
801,2/24/2022,EC,1743.0
802,2/25/2022,EC,1738.0
803,2/26/2022,EC,1756.0
804,2/27/2022,EC,1755.0
805,2/28/2022,EC,1733.0
806,3/1/2022,EC,1723.0
807,3/2/2022,EC,1702.0
808,3/3/2022,EC,1711.0
809,3/4/2022,EC,1713.0
810,3/5/2022,EC,1707.0
811,3/6/2022,EC,1725.0
812,3/7/2022,EC,1715.0
813,3/8/2022,EC,1711.0
814,3/9/2022,EC,1723.0
815,3/10/2022,EC,1728.0
816,3/11/2022,EC,1714.0
817,3/12/2022,EC,1708.0
818,3/13/2022,EC,1732.0
819,3/14/2022,EC,1707.0
820,3/15/2022,EC,1699.0
821,3/16/2022,EC,1761.0
