Model,MSE,RMSE
cnn,232.53734269996045,15.249175148182948
rnn,478.8752526023458,21.883218515619355
gru,524.3878787886982,22.899516999026382
lstm,643.4442863972594,25.366203626030824
mvg_cnn,92.26098543803373,9.60525821818621
mvg_rnn,504.5628030370529,22.462475443215357
mvg_gru,491.96856659489896,22.180364437828764
mvg_lstm,689.5253286515725,26.258814303992718
auto_cnn,0.49354407565683567,0.7025269216598291
auto_rnn,471.3450322707226,21.710482082872378
auto_gru,443.4713969201858,21.058760574169263
auto_lstm,440.15450183752745,20.979859433216596
mvg_auto_cnn,2.030808164296819,1.4250642667251254
mvg_auto_rnn,580.4125069832163,24.091751845459815
mvg_auto_gru,576.3421498116645,24.00712706284666
mvg_auto_lstm,652.7673812208157,25.54931273480396
hybrid_cnn_lstm,412.799619515463,20.317470795240805
hybrid_lstm_rnn_gru,210.13534071945048,14.496045692513889
hybrid_cnn_rnn_gru,305.3237587540358,17.473515924221886
hybrid_cnn_gru,365.0585225705652,19.10650471882718
hybrid_rnn_gru,411.85825557018467,20.2942912064005
hybrid_rnn_lstm,464.428720342072,21.55060835201809
mavg_hybrid_cnn_lstm,409.5369665755458,20.237019705864444
mavg_hybrid_lstm_rnn_gru,233.22714180615273,15.271775987296065
mavg_hybrid_cnn_rnn_gru,402.8975824330621,20.072308846594158
mavg_hybrid_cnn_gru,375.6536909659035,19.381787610174236
mavg_hybrid_rnn_gru,353.63268625861207,18.80512393627365
mavg_hybrid_rnn_lstm,475.3681926727214,21.80294000066783
