Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,4.023835192776787,1.4624988928437235,-3.8079831067421566,2.005949947724715
General,RNN,0.7316730972291408,0.703746223979526,0.12574155684845756,0.8553789202623249
General,GRU,0.8627949502962154,0.7775357329845428,-0.030932766096705366,0.9288675633782328
General,LSTM,0.829722372186293,0.7943071521653069,0.008584855582821183,0.910890977113229
MA,CNN,3.4879759991596253,1.4013736622780562,-3.1676979491569996,1.867612379258508
MA,RNN,0.07138098315669346,0.20138491557704075,0.9147085939861288,0.2671721975743237
MA,GRU,0.16985115486648794,0.31513057708740233,0.7970489733961574,0.4121300217971119
MA,LSTM,0.5965305296940083,0.6288796743419435,0.2872201340220635,0.7723538888967986
DReg,CNN,3.208407129870276,1.5431810251871745,-2.8336478858922036,1.7912027048523225
DReg,RNN,0.024191295977588095,0.11901259747851227,0.971094406997773,0.15553551355747694
DReg,GRU,0.020305476598723782,0.10982641936279831,0.9757374783549124,0.14249728628547206
DReg,LSTM,0.01838582511399102,0.10703802100486223,0.9780312233686236,0.13559434027270836
MA DReg,CNN,3.245808103403275,1.5539329580465953,-2.8783374023130475,1.8016126396657177
MA DReg,RNN,0.13043308583780744,0.27368067221509085,0.8441486683166907,0.361155210176743
MA DReg,GRU,0.20598392495344664,0.32933679229683344,0.7538748025231177,0.45385451959129663
MA DReg,LSTM,0.18453106435464173,0.3405989875727229,0.7795083054895177,0.4295707908536633
HY,CNN LSTM,0.8833954496861932,0.7699612012174394,-0.05554780332170517,0.9398911903439638
HY,LSTM RNN GRU,0.016460157541859578,0.10244599636799344,0.9803321568592968,0.12829714549380894
HY,CNN RNN GRU,0.8927131246551822,0.767486457824707,-0.06668126721839562,0.9448349721804238
HY,CNN GRU,0.8690674115583094,0.7749691867828369,-0.03842757797169938,0.9322378513868171
HY,RNN GRU,0.019823434947270523,0.10844927787884241,0.9763134582362688,0.14079572062840023
HY,RNN LSTM,0.01892429047927619,0.10620343794839247,0.9773878241597037,0.13756558610087113
MA HY,CNN LSTM,0.8871244616918196,0.7688309415843751,-0.060003509350638806,0.9418728479427675
MA HY,LSTM RNN GRU,0.08419385470570634,0.2115245883001221,0.8993988044432825,0.29016177333636894
MA HY,CNN RNN GRU,0.8845226144636511,0.7691290988524755,-0.056894625184156444,0.9404906243358575
MA HY,CNN GRU,0.8805049173645817,0.7708764172924889,-0.052093976336756054,0.9383522352318354
MA HY,RNN GRU,0.12537656041425185,0.2810376634862688,0.8501905879407622,0.3540855269765369
MA HY,RNN LSTM,0.10438776418835732,0.22936142918136382,0.8752695916400453,0.32309095343007876
