Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,1092.1768218211105,32.61036335865656,-1.0,33.04809861128338
General,RNN,50.74422347644044,6.1482388104332815,0.9089872521707196,7.123497980377368
General,GRU,938.0594709183073,30.154907519022622,-0.7174967840651341,30.627756543996284
General,LSTM,880.178498223365,29.179401531219483,-0.6113986657677869,29.66780238277458
MA,CNN,37.709018585030336,5.317603615654839,0.9328812996651883,6.140766937853148
MA,RNN,55.584293870745,5.611339138878716,0.9001152111984834,7.4554875005424694
MA,GRU,23.23665906249806,3.815546751022339,0.9594097085907958,4.820441791215621
MA,LSTM,7.373845426238684,2.1653178384568954,0.9884868750471862,2.7154825402198197
DReg,CNN,87.76972191761499,7.778369181950887,0.8411180452323013,9.368549616542307
DReg,RNN,48.65690733945547,5.156024501588608,0.9128133854251308,6.9754503323767905
DReg,GRU,61.560472096423986,6.02168866581387,0.88916063951746,7.846048183412079
DReg,LSTM,1.0929529681871153,0.7772721004486082,1.0,1.0454439096322266
MA DReg,CNN,60.65422482839837,6.823424869113499,0.8908218266982002,7.788082230459458
MA DReg,RNN,56.40913336364765,5.668823924594455,0.8986032476978778,7.510601398266829
MA DReg,GRU,56.83529380088453,5.699105466206869,0.8978220787164595,7.538918609514532
MA DReg,LSTM,45.314220872794166,4.936862174140082,0.9189406622772314,6.731583830926728
HY,CNN LSTM,203.3491976802378,13.213938634660508,0.6292562827004555,14.260056019533648
HY,LSTM RNN GRU,64.6457034169831,6.226938888761732,0.8835052881578935,8.04025518357366
HY,CNN RNN GRU,30.287593319330362,4.366824860042996,0.9464850664837778,5.503416513342449
HY,CNN GRU,224.91594780446772,14.006245905558266,0.5897235744643721,14.997197998441832
HY,RNN GRU,223.59151062726764,13.958887948989867,0.5921513203325104,14.952976647720266
HY,RNN LSTM,235.99057622961294,14.396183624267577,0.5694233413818537,15.361984775074246
MA HY,CNN LSTM,245.06290272057075,14.707885425355698,0.5527934071486662,15.654485067244172
MA HY,LSTM RNN GRU,48.488201118280536,5.143720672395493,0.9131226306188158,6.963346976726101
MA HY,CNN RNN GRU,30.161434770035367,4.364779361089071,0.9467163201076221,5.491942713652007
MA HY,CNN GRU,215.78025272536755,13.67622860378689,0.6064696658325905,14.68946060021836
MA HY,RNN GRU,213.69462547953825,13.59966969596015,0.6102927032825383,14.618297625904948
MA HY,RNN LSTM,252.43648551016602,14.95647621260749,0.539277337486034,15.888249919678568
