Metrics,Model Category,Model,y
MSE,General,CNN,1092.1768218211105
MSE,General,RNN,50.74422347644044
MSE,General,GRU,938.0594709183073
MSE,General,LSTM,880.178498223365
MSE,MA,CNN,37.709018585030336
MSE,MA,RNN,55.584293870745
MSE,MA,GRU,23.23665906249806
MSE,MA,LSTM,7.373845426238684
MSE,DReg,CNN,87.76972191761499
MSE,DReg,RNN,48.65690733945547
MSE,DReg,GRU,61.560472096423986
MSE,DReg,LSTM,1.0929529681871153
MSE,MA DReg,CNN,60.65422482839837
MSE,MA DReg,RNN,56.40913336364765
MSE,MA DReg,GRU,56.83529380088453
MSE,MA DReg,LSTM,45.314220872794166
MSE,HY,CNN LSTM,203.3491976802378
MSE,HY,LSTM RNN GRU,64.6457034169831
MSE,HY,CNN RNN GRU,30.287593319330362
MSE,HY,CNN GRU,224.91594780446772
MSE,HY,RNN GRU,223.59151062726764
MSE,HY,RNN LSTM,235.99057622961294
MSE,MA HY,CNN LSTM,245.06290272057075
MSE,MA HY,LSTM RNN GRU,48.488201118280536
MSE,MA HY,CNN RNN GRU,30.161434770035367
MSE,MA HY,CNN GRU,215.78025272536755
MSE,MA HY,RNN GRU,213.69462547953825
MSE,MA HY,RNN LSTM,252.43648551016602
RMSE,General,CNN,33.04809861128338
RMSE,General,RNN,7.123497980377368
RMSE,General,GRU,30.627756543996284
RMSE,General,LSTM,29.66780238277458
RMSE,MA,CNN,6.140766937853148
RMSE,MA,RNN,7.4554875005424694
RMSE,MA,GRU,4.820441791215621
RMSE,MA,LSTM,2.7154825402198197
RMSE,DReg,CNN,9.368549616542307
RMSE,DReg,RNN,6.9754503323767905
RMSE,DReg,GRU,7.846048183412079
RMSE,DReg,LSTM,1.0454439096322266
RMSE,MA DReg,CNN,7.788082230459458
RMSE,MA DReg,RNN,7.510601398266829
RMSE,MA DReg,GRU,7.538918609514532
RMSE,MA DReg,LSTM,6.731583830926728
RMSE,HY,CNN LSTM,14.260056019533648
RMSE,HY,LSTM RNN GRU,8.04025518357366
RMSE,HY,CNN RNN GRU,5.503416513342449
RMSE,HY,CNN GRU,14.997197998441832
RMSE,HY,RNN GRU,14.952976647720266
RMSE,HY,RNN LSTM,15.361984775074246
RMSE,MA HY,CNN LSTM,15.654485067244172
RMSE,MA HY,LSTM RNN GRU,6.963346976726101
RMSE,MA HY,CNN RNN GRU,5.491942713652007
RMSE,MA HY,CNN GRU,14.68946060021836
RMSE,MA HY,RNN GRU,14.618297625904948
RMSE,MA HY,RNN LSTM,15.888249919678568
MAE,General,CNN,32.61036335865656
MAE,General,RNN,6.1482388104332815
MAE,General,GRU,30.154907519022622
MAE,General,LSTM,29.179401531219483
MAE,MA,CNN,5.317603615654839
MAE,MA,RNN,5.611339138878716
MAE,MA,GRU,3.815546751022339
MAE,MA,LSTM,2.1653178384568954
MAE,DReg,CNN,7.778369181950887
MAE,DReg,RNN,5.156024501588608
MAE,DReg,GRU,6.02168866581387
MAE,DReg,LSTM,0.7772721004486082
MAE,MA DReg,CNN,6.823424869113499
MAE,MA DReg,RNN,5.668823924594455
MAE,MA DReg,GRU,5.699105466206869
MAE,MA DReg,LSTM,4.936862174140082
MAE,HY,CNN LSTM,13.213938634660508
MAE,HY,LSTM RNN GRU,6.226938888761732
MAE,HY,CNN RNN GRU,4.366824860042996
MAE,HY,CNN GRU,14.006245905558266
MAE,HY,RNN GRU,13.958887948989867
MAE,HY,RNN LSTM,14.396183624267577
MAE,MA HY,CNN LSTM,14.707885425355698
MAE,MA HY,LSTM RNN GRU,5.143720672395493
MAE,MA HY,CNN RNN GRU,4.364779361089071
MAE,MA HY,CNN GRU,13.67622860378689
MAE,MA HY,RNN GRU,13.59966969596015
MAE,MA HY,RNN LSTM,14.95647621260749
R2,General,CNN,-1.0
R2,General,RNN,0.9089872521707196
R2,General,GRU,-0.7174967840651341
R2,General,LSTM,-0.6113986657677869
R2,MA,CNN,0.9328812996651883
R2,MA,RNN,0.9001152111984834
R2,MA,GRU,0.9594097085907958
R2,MA,LSTM,0.9884868750471862
R2,DReg,CNN,0.8411180452323013
R2,DReg,RNN,0.9128133854251308
R2,DReg,GRU,0.88916063951746
R2,DReg,LSTM,1.0
R2,MA DReg,CNN,0.8908218266982002
R2,MA DReg,RNN,0.8986032476978778
R2,MA DReg,GRU,0.8978220787164595
R2,MA DReg,LSTM,0.9189406622772314
R2,HY,CNN LSTM,0.6292562827004555
R2,HY,LSTM RNN GRU,0.8835052881578935
R2,HY,CNN RNN GRU,0.9464850664837778
R2,HY,CNN GRU,0.5897235744643721
R2,HY,RNN GRU,0.5921513203325104
R2,HY,RNN LSTM,0.5694233413818537
R2,MA HY,CNN LSTM,0.5527934071486662
R2,MA HY,LSTM RNN GRU,0.9131226306188158
R2,MA HY,CNN RNN GRU,0.9467163201076221
R2,MA HY,CNN GRU,0.6064696658325905
R2,MA HY,RNN GRU,0.6102927032825383
R2,MA HY,RNN LSTM,0.539277337486034
