Model,MSE,RMSE
cnn,12.247932523427512,3.499704633740898
rnn,4.116948548311064,2.029026502614262
gru,13.469183675864373,3.6700386477344313
lstm,11.08785054311249,3.329842420162325
mvg_cnn,54.810767186332434,7.403429420635577
mvg_rnn,1.5214788825179093,1.2334824208386228
mvg_gru,18.20174938631989,4.266350827852755
mvg_lstm,17.808357219170148,4.2199949311782525
auto_cnn,0.013258801664094152,0.1151468699708948
auto_rnn,2.5037131710993084,1.5823126022058056
auto_gru,7.378138919764388,2.7162729832924355
auto_lstm,26.29650799235253,5.12801208972371
mvg_auto_cnn,11.171576636793771,3.342390856377179
mvg_auto_rnn,31.716956797648194,5.6317809614409
mvg_auto_gru,43.95343529646755,6.629738704991891
mvg_auto_lstm,42.56319608869564,6.524047523485374
hybrid_cnn_lstm,0.6342182337684247,0.7963781976978178
hybrid_lstm_rnn_gru,0.29896696862263206,0.5467787199796935
hybrid_cnn_rnn_gru,0.33206381543168867,0.576249785623985
hybrid_cnn_gru,1.5694923301098191,1.2527938098944371
hybrid_rnn_gru,1.9427443762879855,1.3938236532244621
hybrid_rnn_lstm,6.730625886562293,2.5943449821799516
mavg_hybrid_cnn_lstm,1.8039849521069853,1.3431250694209327
mavg_hybrid_lstm_rnn_gru,0.3257449257873148,0.5707406817349844
mavg_hybrid_cnn_rnn_gru,0.3460648568437453,0.5882727741819651
mavg_hybrid_cnn_gru,1.6145748634829618,1.2706592239790186
mavg_hybrid_rnn_gru,2.9468165838977454,1.7166294253267784
mavg_hybrid_rnn_lstm,4.96156702843761,2.2274575256192004
