Metrics,Model Category,Model,y
MSE,General,CNN,0.03401012223794423
MSE,General,RNN,0.02111024540837196
MSE,General,GRU,0.8966983330028301
MSE,General,LSTM,0.08104538315803313
MSE,MA,CNN,0.07108138221886931
MSE,MA,RNN,0.0543467930225197
MSE,MA,GRU,0.13012507545636556
MSE,MA,LSTM,0.1515983382176633
MSE,DReg,CNN,0.3808331486178702
MSE,DReg,RNN,0.01338939768123311
MSE,DReg,GRU,0.017139461876120025
MSE,DReg,LSTM,0.019956422741342614
MSE,MA DReg,CNN,0.8953622234115812
MSE,MA DReg,RNN,0.047156931058509474
MSE,MA DReg,GRU,0.050154157268039144
MSE,MA DReg,LSTM,0.19754960947699177
MSE,HY,CNN LSTM,0.020201931768687162
MSE,HY,LSTM RNN GRU,0.01577547344686468
MSE,HY,CNN RNN GRU,0.026130086077507636
MSE,HY,CNN GRU,0.025528373520972196
MSE,HY,RNN GRU,0.013616484612804895
MSE,HY,RNN LSTM,0.016158525855963515
MSE,MA HY,CNN LSTM,0.13043080784837333
MSE,MA HY,LSTM RNN GRU,0.13428425918120426
MSE,MA HY,CNN RNN GRU,0.7421977399928705
MSE,MA HY,CNN GRU,0.7943817769522838
MSE,MA HY,RNN GRU,0.04523570763610552
MSE,MA HY,RNN LSTM,0.0788743652625763
RMSE,General,CNN,0.1844183348746654
RMSE,General,RNN,0.14529365233337607
RMSE,General,GRU,0.9469415678925655
RMSE,General,LSTM,0.2846847083319249
RMSE,MA,CNN,0.2666109191666187
RMSE,MA,RNN,0.23312398637317375
RMSE,MA,GRU,0.3607285342974209
RMSE,MA,LSTM,0.3893563126721632
RMSE,DReg,CNN,0.6171168030590888
RMSE,DReg,RNN,0.11571256492375022
RMSE,DReg,GRU,0.130917767610512
RMSE,DReg,LSTM,0.14126720334650436
RMSE,MA DReg,CNN,0.9462358180768583
RMSE,MA DReg,RNN,0.21715646676649875
RMSE,MA DReg,GRU,0.2239512385945636
RMSE,MA DReg,LSTM,0.44446553238354913
RMSE,HY,CNN LSTM,0.1421334998115756
RMSE,HY,LSTM RNN GRU,0.1256004516188723
RMSE,HY,CNN RNN GRU,0.16164803146808698
RMSE,HY,CNN GRU,0.15977601046769255
RMSE,HY,RNN GRU,0.11668969368716714
RMSE,HY,RNN LSTM,0.1271161903770071
RMSE,MA HY,CNN LSTM,0.36115205640889453
RMSE,MA HY,LSTM RNN GRU,0.3664481671139921
RMSE,MA HY,CNN RNN GRU,0.8615089900824427
RMSE,MA HY,CNN GRU,0.8912809753115366
RMSE,MA HY,RNN GRU,0.21268687697200672
RMSE,MA HY,RNN LSTM,0.28084580335582066
MAE,General,CNN,0.1323836459033191
MAE,General,RNN,0.10671298667995464
MAE,General,GRU,0.8622388309902616
MAE,General,LSTM,0.21133007586002353
MAE,MA,CNN,0.22377259615394804
MAE,MA,RNN,0.20398300003674297
MAE,MA,GRU,0.3125430759125286
MAE,MA,LSTM,0.2784471976757049
MAE,DReg,CNN,0.5492179097731908
MAE,DReg,RNN,0.08387620805038344
MAE,DReg,GRU,0.10056902497385936
MAE,DReg,LSTM,0.10142693436808055
MAE,MA DReg,CNN,0.8400476420587963
MAE,MA DReg,RNN,0.17253190567096074
MAE,MA DReg,GRU,0.199958540002505
MAE,MA DReg,LSTM,0.3141109106938045
MAE,HY,CNN LSTM,0.10303380060940981
MAE,HY,LSTM RNN GRU,0.09397025533434417
MAE,HY,CNN RNN GRU,0.12603510593374573
MAE,HY,CNN GRU,0.11877185790075195
MAE,HY,RNN GRU,0.08868344485552772
MAE,HY,RNN LSTM,0.09456120764215786
MAE,MA HY,CNN LSTM,0.26597644752926297
MAE,MA HY,LSTM RNN GRU,0.2870688413249122
MAE,MA HY,CNN RNN GRU,0.7374239823553297
MAE,MA HY,CNN GRU,0.774850007030699
MAE,MA HY,RNN GRU,0.18016679889625975
MAE,MA HY,RNN LSTM,0.20653385063012442
R2,General,CNN,0.9533102774530331
R2,General,RNN,0.9825183524848469
R2,General,GRU,-1.0
R2,General,LSTM,0.8468124055551014
R2,MA,CNN,0.8693730308147931
R2,MA,RNN,0.907263713286508
R2,MA,GRU,0.7356855045678192
R2,MA,LSTM,0.6870654535242291
R2,DReg,CNN,0.1680289053051245
R2,DReg,RNN,1.0
R2,DReg,GRU,0.9915090540921074
R2,DReg,LSTM,0.9851308533232073
R2,MA DReg,CNN,-0.9969747626502554
R2,MA DReg,RNN,0.9235430956781114
R2,MA DReg,GRU,0.9167567356863191
R2,MA DReg,LSTM,0.583021965630385
R2,HY,CNN LSTM,0.9845749684735756
R2,HY,LSTM RNN GRU,0.9945974150827248
R2,HY,CNN RNN GRU,0.971152361565015
R2,HY,CNN GRU,0.9725147672477255
R2,HY,RNN GRU,0.999485826707982
R2,HY,RNN LSTM,0.9937301026537855
R2,MA HY,CNN LSTM,0.7349932611639949
R2,MA HY,LSTM RNN GRU,0.7262682247045189
R2,MA HY,CNN RNN GRU,-0.6501776743519327
R2,MA HY,CNN GRU,-0.7683334743731653
R2,MA HY,RNN GRU,0.9278931556527781
R2,MA HY,RNN LSTM,0.851728053543348
