Model Category,Model,MSE,MAE,R2,RMSE
General,CNN,0.9580453758441217,0.6386872058444552,0.9646679800575662,0.9787979239067285
General,RNN,77.39069150735646,7.111883055369058,-1.8541126805058155,8.797197934987961
General,GRU,68.33655432213065,6.505650767220391,-1.5202026553067793,8.266592667001964
General,LSTM,18.542487395947074,3.37107962820265,0.31616648754377397,4.306098860447479
MA,CNN,1.019848769925015,0.6882673178778753,0.962388715622672,1.009875621017269
MA,RNN,110.58735824531482,9.13573716269599,-3.0783817190933087,10.516052407881714
MA,GRU,84.34474404537075,7.569043712615967,-2.110573104144278,9.183939462200888
MA,LSTM,28.28070577629188,4.38402973069085,-0.042971956932263966,5.317960678332614
DReg,CNN,0.8637801647273591,0.6352648819817435,0.9681444128059844,0.9293977430182188
DReg,RNN,82.26623194563773,7.435168475045098,-2.0339190825185782,9.070073425592415
DReg,GRU,65.48441992256433,6.305008207956949,-1.4150180032800526,8.09224443047566
DReg,LSTM,7.876896713980175,2.0278411515553794,0.7095057511888443,2.8065809651567464
MA DReg,CNN,0.9259837139439191,0.6509214560190836,0.9658503909393549,0.9622804757158482
MA DReg,RNN,127.31486051827135,10.010033271577623,-3.6952798940617653,11.283388698359698
MA DReg,GRU,65.44320587475184,6.3014471350775825,-1.4134980590311312,8.089697514416212
MA DReg,LSTM,68.7332946670937,6.5331982061598035,-1.5348341520329671,8.290554545209488
HY,CNN LSTM,252.02252624120462,14.99690872616238,-8.294408331391608,15.875217360439656
HY,LSTM RNN GRU,46.860558468542145,4.9176037036048035,-0.7281834744678175,6.845477227231287
HY,CNN RNN GRU,27.93071164597067,4.4042945946587455,-0.030064426762987484,5.284951432697435
HY,CNN GRU,220.93437834832062,13.921884598202174,-7.147899941476446,14.863861488466602
HY,RNN GRU,229.46951211783482,14.225123599370319,-7.462669496405002,15.148251124068244
HY,RNN LSTM,223.94844418944697,14.029719122780692,-7.259056507847486,14.964907089235368
MA HY,CNN LSTM,274.57295839652517,15.730784053802488,-9.126051945265617,16.57024316045257
MA HY,LSTM RNN GRU,62.77824226317216,6.111221525404188,-1.3152161301744405,7.923272194186702
MA HY,CNN RNN GRU,27.905703592649484,4.406248779296875,-0.029142147859561707,5.282584934731243
MA HY,CNN GRU,269.16004034249835,15.557783055835298,-8.926427445786008,16.406097657349793
MA HY,RNN GRU,273.8305779985645,15.707147686216565,-9.098673493589976,16.547826987207852
MA HY,RNN LSTM,252.01208486450014,14.996596954133773,-8.294023260977147,15.874888499277723
