Location,Model,R2,RMSE,MAE
S1,CNN,0.9785199417789944,0.1347397329185788,0.0874071580471678
S1,RNN,0.9776773715055836,0.1373569443261642,0.0855069140924347
S1,GRU,0.9803192550509852,0.1289729761594399,0.0790524195403688
S1,LSTM,0.9751140800219116,0.1450289842291507,0.0959234006413155
S1,MA CNN,0.9444733167585998,0.2166350987318258,0.1362881139086352
S1,MA RNN,0.958380508150978,0.1875540047125077,0.1398015228767569
S1,MA GRU,0.9781753799894,0.135816114110581,0.0850544135163848
S1,MA LSTM,0.9718712117305314,0.1541890267299837,0.1016717872230543
S1,DReg CNN,0.9748140199203282,0.1459007024481322,0.083789082477904
S1,DReg RNN,0.9764922131255448,0.1409560845238736,0.0901707177650597
S1,DReg GRU,0.981021203219359,0.1266520701595302,0.0788190252892673
S1,DReg LSTM,0.9756041950920664,0.1435937478523193,0.0931180170757903
S1,MA DReg CNN,0.9719441332576896,0.1539890359635767,0.0908355858363211
S1,MA DReg RNN,0.9642018818073466,0.1739434396803672,0.1049125703486303
S1,MA DReg GRU,0.9803595054835206,0.1288410229474208,0.0777116341640552
S1,MA DReg LSTM,0.9741252107879576,0.1478823574901823,0.0923191257607606
S1,HY CNN LSTM,0.9706005582240784,0.1576331293196319,0.0962898391278253
S1,HY LSTM RNN GRU,0.9796400783082112,0.1311795107202698,0.0831611466035247
S1,HY CNN RNN GRU,0.969626261653688,0.1602238188773787,0.0945801537194186
S1,HY CNN GRU,0.9757839511499894,0.1430637475179945,0.0857019787116183
S1,HY RNN GRU,0.9741320244538348,0.1478628851128751,0.0842317995635999
S1,HY RNN LSTM,0.9782401404506283,0.1356144600005572,0.0863182760112815
S1,MA HY CNN LSTM,0.9729142031677236,0.1513034264791786,0.1005699501724707
S1,MA HY LSTM RNN GRU,0.9756963947052548,0.1433221474555214,0.0954135897714231
S1,MA HY CNN RNN GRU,0.9480201533165356,0.2096020144058945,0.148217932453586
S1,MA HY CNN GRU,0.9686619673564428,0.1627473101485651,0.110739069630961
S1,MA HY RNN GRU,0.9700433339313204,0.1591199721938666,0.1122857225965709
S1,MA HY RNN LSTM,0.9489244111021548,0.2077708643183993,0.1580716701193402
S2,CNN,0.975992209283488,0.147185118572426,0.0940515315781037
S2,RNN,0.9778730915668076,0.1413019558075235,0.0880746661374966
S2,GRU,0.977559179968649,0.1423007421875212,0.0895551908016204
S2,LSTM,0.972938511959569,0.156265692397621,0.1023415217796961
S2,MA CNN,0.9595943827304816,0.1909451697404223,0.1244013519088427
S2,MA RNN,0.965323286372528,0.1768914206048131,0.1285823121522036
S2,MA GRU,0.9769932799656272,0.1440838012497304,0.0914102417685919
S2,MA LSTM,0.9714819292408235,0.1604160709122391,0.1120141263223356
S2,DReg CNN,0.9730833989711942,0.155846808274953,0.1009652470197114
S2,DReg RNN,0.9763318299382304,0.1461403504123314,0.095062264415125
S2,DReg GRU,0.9781191924106908,0.1405139612973474,0.0857999292719695
S2,DReg LSTM,0.974209024625698,0.1525533282894891,0.0996800196584728
S2,MA DReg CNN,0.9717786383240904,0.1595793846493046,0.0997304926357335
S2,MA DReg RNN,0.960290598039468,0.1892929663696984,0.1481567246001213
S2,MA DReg GRU,0.9765938073496836,0.145329303249685,0.0914241051259968
S2,MA DReg LSTM,0.9715002564144049,0.1603645168345132,0.1076307921028799
S2,HY CNN LSTM,0.9784669990810504,0.1393927169826011,0.0882887418775094
S2,HY LSTM RNN GRU,0.9767323246623284,0.1448986373905448,0.0920883875340223
S2,HY CNN RNN GRU,0.9764438775393702,0.1457940181543175,0.0867344427998695
S2,HY CNN GRU,0.9785247779216945,0.1392055772615424,0.0918901920939485
S2,HY RNN GRU,0.9768634569772288,0.1444897495115976,0.0887822637665602
S2,HY RNN LSTM,0.9748860889275232,0.1505375972195232,0.0947335471461216
S2,MA HY CNN LSTM,0.9707035847259496,0.16259045459627,0.1175176343466672
S2,MA HY LSTM RNN GRU,0.9764867233051726,0.1456613668779067,0.1011214069427094
S2,MA HY CNN RNN GRU,0.9652362654613204,0.1771132352721602,0.1399440159151951
S2,MA HY CNN GRU,0.9676060862879572,0.1709698435562989,0.1278861497342586
S2,MA HY RNN GRU,0.962150914607304,0.1848057580305644,0.1309831601298517
S2,MA HY RNN LSTM,0.9717264371557508,0.1597269037849948,0.1261504389014509
S3,CNN,0.9803609082351517,0.1310218862844162,0.0957410015000237
S3,RNN,0.981323636979786,0.1277701195953785,0.0893248721708854
S3,GRU,0.9849042817546244,0.114870903911077,0.0860678123310208
S3,LSTM,0.9823013089078764,0.1243809078797502,0.0922037471623884
S3,MA CNN,0.9687389149591898,0.1653046885919292,0.1299141547828913
S3,MA RNN,0.9579776682348198,0.1916563537390988,0.1461813295417879
S3,MA GRU,0.9855871599069566,0.1122426552567261,0.0815602396097448
S3,MA LSTM,0.9821117450619828,0.1250452317256034,0.0935236898519926
S3,DReg CNN,0.9816679823167432,0.126586759242238,0.0936163620485199
S3,DReg RNN,0.9769806661288554,0.1418500599982085,0.1060145071314441
S3,DReg GRU,0.9859895861880812,0.110664577235938,0.0806172495252556
S3,DReg LSTM,0.9819555942816488,0.1255898204512224,0.0940344047298034
S3,MA DReg CNN,0.9791872446646124,0.1348801180241069,0.102569024831367
S3,MA DReg RNN,0.9800151197411212,0.1321703144057766,0.1017056824660135
S3,MA DReg GRU,0.9841763886533132,0.1176077527522054,0.0877909044466085
S3,MA DReg LSTM,0.978612650468658,0.1367293129151066,0.108778226594958
S3,HY CNN LSTM,0.9859086495672836,0.1109837654710714,0.0775219697670804
S3,HY LSTM RNN GRU,0.9837941414455896,0.1190197873189021,0.0910438669638501
S3,HY CNN RNN GRU,0.9837665108913874,0.119121206880568,0.0826211716607213
S3,HY CNN GRU,0.9848885988484288,0.1149305579774899,0.080998920497174
S3,HY RNN GRU,0.9846151675057888,0.1159656946767524,0.0808344881381425
S3,HY RNN LSTM,0.985127494318762,0.1140184727923698,0.0794640105176303
S3,MA HY CNN LSTM,0.9774144147202466,0.1405072786710559,0.1080210362995664
S3,MA HY LSTM RNN GRU,0.9783618892408308,0.1375285352629658,0.1108705591079261
S3,MA HY CNN RNN GRU,0.957945308350344,0.1917301333663256,0.1454692505082736
S3,MA HY CNN GRU,0.9828238481894906,0.1225310296039913,0.0957611513365474
S3,MA HY RNN GRU,0.9752321579688148,0.1471388076539071,0.1127883749589738
S3,MA HY RNN LSTM,0.9745189877140352,0.1492421464143863,0.1188711369441201
S4,CNN,0.9795702290991088,0.1324402968340749,0.0831385992964109
S4,RNN,0.9863679756168846,0.1081853798632013,0.0743870380168987
S4,GRU,0.9855654386261244,0.1113243563726897,0.074295389826099
S4,LSTM,0.9758731585492372,0.1439257934421267,0.0963116290006372
S4,MA CNN,0.9317342780320096,0.2420971857421004,0.1494567052274942
S4,MA RNN,0.9452049517877784,0.2168997512269845,0.1596933504649335
S4,MA GRU,0.981456847027845,0.1261769972043673,0.0850516940883567
