Location,Model,R2,RMSE,MAE
S1,CNN,-1.0,1.6308631246451777,1.4057826198637484
S1,RNN,0.9922002477859784,0.1637037699257731,0.1255358124534702
S1,GRU,0.3792152106178188,0.9148372861055848,0.8036034965515136
S1,LSTM,0.9967308633547928,0.1442609050252806,0.1116843390961487
S1,MA CNN,0.9617467185730508,0.2589337206573405,0.2125544223686059
S1,MA RNN,0.946290138423908,0.2957604983061089,0.2166591414809226
S1,MA GRU,0.9512400308016732,0.2844862660269422,0.2077304500010278
S1,MA LSTM,0.6352450837928287,0.7060843619380305,0.5561065619521671
S1,DReg CNN,0.8896880818973871,0.4028401982380691,0.3677649845845169
S1,DReg RNN,0.9982702253662916,0.1370283529983196,0.1048948900474028
S1,DReg GRU,0.9959302995064132,0.1478825326010171,0.1092579913760224
S1,DReg LSTM,0.9984659140664532,0.1360813911064174,0.1084392294742994
S1,MA DReg CNN,0.2920745659490431,0.9757527224190672,0.8517896033657921
S1,MA DReg RNN,0.92049444542167,0.348663401975387,0.2602153534359402
S1,MA DReg GRU,0.9225960254713248,0.3446573582840871,0.2826552712255054
S1,MA DReg LSTM,0.8450333905524059,0.4704215109484098,0.341955720451143
S1,HY CNN LSTM,0.9993845237265452,0.1315450475049183,0.1002053846501642
S1,HY LSTM RNN GRU,1.0,0.1284160377044956,0.1032563929446041
S1,HY CNN RNN GRU,0.9973888974215672,0.1412145284599135,0.1083263996284868
S1,HY CNN GRU,0.994931092111626,0.1522820010975783,0.1153987942139307
S1,HY RNN GRU,0.9986131879025923,0.1353643459230867,0.1050788592981795
S1,HY RNN LSTM,0.99943021410817,0.1313153249617068,0.1054409128613769
S1,MA HY CNN LSTM,0.845676711859773,0.4695169611960038,0.3761280292934841
S1,MA HY LSTM RNN GRU,0.9536603687841424,0.2788076182866223,0.2104687014884418
S1,MA HY CNN RNN GRU,0.3892557654838928,0.9075558070947596,0.764474717842208
S1,MA HY CNN GRU,0.7235250656781296,0.617967029266786,0.4820391625828213
S1,MA HY RNN GRU,0.9541178778421612,0.2777211525742934,0.2077300953533914
S1,MA HY RNN LSTM,0.8701601986670495,0.4336917207982817,0.3773754816585117
S2,CNN,0.9533102774530332,0.1844183348746654,0.1323836459033191
S2,RNN,0.9825183524848468,0.145293652333376,0.1067129866799546
S2,GRU,-1.0,0.9469415678925656,0.8622388309902616
S2,LSTM,0.8468124055551014,0.2846847083319249,0.2113300758600235
S2,MA CNN,0.8693730308147931,0.2666109191666187,0.223772596153948
S2,MA RNN,0.907263713286508,0.2331239863731737,0.2039830000367429
S2,MA GRU,0.7356855045678192,0.3607285342974209,0.3125430759125286
S2,MA LSTM,0.6870654535242291,0.3893563126721632,0.2784471976757049
S2,DReg CNN,0.1680289053051245,0.6171168030590888,0.5492179097731908
S2,DReg RNN,1.0,0.1157125649237502,0.0838762080503834
S2,DReg GRU,0.9915090540921074,0.130917767610512,0.1005690249738593
S2,DReg LSTM,0.9851308533232072,0.1412672033465043,0.1014269343680805
S2,MA DReg CNN,-0.9969747626502554,0.9462358180768584,0.8400476420587963
S2,MA DReg RNN,0.9235430956781114,0.2171564667664987,0.1725319056709607
S2,MA DReg GRU,0.9167567356863192,0.2239512385945636,0.199958540002505
S2,MA DReg LSTM,0.583021965630385,0.4444655323835491,0.3141109106938045
S2,HY CNN LSTM,0.9845749684735756,0.1421334998115756,0.1030338006094098
S2,HY LSTM RNN GRU,0.9945974150827248,0.1256004516188723,0.0939702553343441
S2,HY CNN RNN GRU,0.971152361565015,0.1616480314680869,0.1260351059337457
S2,HY CNN GRU,0.9725147672477256,0.1597760104676925,0.1187718579007519
S2,HY RNN GRU,0.999485826707982,0.1166896936871671,0.0886834448555277
S2,HY RNN LSTM,0.9937301026537856,0.1271161903770071,0.0945612076421578
S2,MA HY CNN LSTM,0.7349932611639949,0.3611520564088945,0.2659764475292629
S2,MA HY LSTM RNN GRU,0.7262682247045189,0.3664481671139921,0.2870688413249122
S2,MA HY CNN RNN GRU,-0.6501776743519327,0.8615089900824427,0.7374239823553297
S2,MA HY CNN GRU,-0.7683334743731653,0.8912809753115366,0.774850007030699
S2,MA HY RNN GRU,0.927893155652778,0.2126868769720067,0.1801667988962597
S2,MA HY RNN LSTM,0.851728053543348,0.2808458033558206,0.2065338506301244
S3,CNN,0.9494066895254318,0.2268067707946725,0.1743141637763215
S3,RNN,0.9774499711592336,0.1871149433352683,0.1493817278246084
S3,GRU,-0.4096600756119724,0.92068342910607,0.7907045131259495
S3,LSTM,0.9928147908727838,0.161277520810585,0.126149446517229
S3,MA CNN,0.8209371412163002,0.3559577162457505,0.3100391295221116
S3,MA RNN,0.9043132418213212,0.2790332474432251,0.2263809961742825
S3,MA GRU,0.7495510474944318,0.4105214093141072,0.3393830845091077
S3,MA LSTM,0.7574452693814457,0.404849298657656,0.2966079025136099
S3,DReg CNN,0.8861484742867247,0.2974919850311075,0.2669608456227514
S3,DReg RNN,0.9939943325114232,0.1591207020674735,0.1256659381629692
S3,DReg GRU,0.9910041028855552,0.1645334012791703,0.1309220770084195
S3,DReg LSTM,0.9993310613075448,0.1489726357399305,0.1128921351333459
S3,MA DReg CNN,-1.0,1.0924796730902913,0.9366613772842618
S3,MA DReg RNN,0.9358533974114224,0.2436833627265728,0.1868773827619022
S3,MA DReg GRU,0.8276756024364922,0.3503685653048324,0.2943118529849582
S3,MA DReg LSTM,0.7732592360070736,0.3932407102001373,0.3260690009593963
S3,HY CNN LSTM,0.9975768215150452,0.1523829949000441,0.1137543461802932
S3,HY LSTM RNN GRU,0.998424069205756,0.1507455221931747,0.1198998410117605
S3,HY CNN RNN GRU,0.9818653762691822,0.1800700221884925,0.1337225354462862
S3,HY CNN GRU,0.9891031245518056,0.1678837057173047,0.1263390896303786
S3,HY RNN GRU,0.9997586429200348,0.1481294878920695,0.1212030526135478
S3,HY RNN LSTM,1.0,0.1476514301438486,0.1168518356647756
S3,MA HY CNN LSTM,0.7310505394017959,0.4235167658057103,0.325433628393544
S3,MA HY LSTM RNN GRU,0.6301873193357994,0.4883213262387595,0.3494004929065704
S3,MA HY CNN RNN GRU,0.0127938328987289,0.7747006220438267,0.5787728496392569
S3,MA HY CNN GRU,0.4338793375945502,0.5945299132814615,0.4816215369436476
S3,MA HY RNN GRU,0.836628258822411,0.3428019385258474,0.2672018803821669
S3,MA HY RNN LSTM,0.9129237951448536,0.2698425719268472,0.2089254326952828
S4,CNN,0.970770918472565,0.2509215307971014,0.1929369974508882
S4,RNN,0.9610965796597624,0.2742473468734601,0.1981214768108394
S4,GRU,0.2907934342256772,0.9612353214373708,0.7820205444759794
S4,LSTM,0.989285593071902,0.1987905271349097,0.1362745818744103
S4,MA CNN,0.9446172530862056,0.3099650270357362,0.2561340150402652
S4,MA RNN,0.9778846908795084,0.2322797934028487,0.1936667093965742
S4,MA GRU,0.933109902078707,0.3326399495160596,0.2864691129657957
S4,MA LSTM,0.8904248967167547,0.4058307668518678,0.2914161676499578
S4,DReg CNN,0.890434292139086,0.4058161092230281,0.3594735567106141
S4,DReg RNN,0.9959845011140932,0.1761683215873453,0.1300535925208694
S4,DReg GRU,0.994933676929979,0.1799051654894355,0.1290665774212943
S4,DReg LSTM,0.9978704812533415,0.1692547850202188,0.1141458590411477
S4,MA DReg CNN,-1.0,1.5995067990873744,1.3718755608755682
S4,MA DReg RNN,0.8457519392180561,0.4703882465472758,0.3859244449602232
S4,MA DReg GRU,0.9228253291408086,0.3516703411787788,0.3044253144992722
S4,MA DReg LSTM,0.7471864486541806,0.5882790494648019,0.4424795913696289
S4,HY CNN LSTM,0.993050611472647,0.186414251532188,0.1225890339745415
S4,HY LSTM RNN GRU,0.9981064404375836,0.1683698379232913,0.1204166239375869
S4,HY CNN RNN GRU,0.9800166279364676,0.2263942749457078,0.1419998358852333
S4,HY CNN GRU,0.9792718228892916,0.2284676485363589,0.1430844674590561
S4,HY RNN GRU,0.999435328503654,0.1632964080573432,0.1207477347563124
S4,HY RNN LSTM,1.0,0.1610922397506063,0.115708003975451
S4,MA HY CNN LSTM,0.8629593016400066,0.4466279512406146,0.30894898093409
S4,MA HY LSTM RNN GRU,0.9289312059824648,0.3405004404725847,0.2823492064409786
S4,MA HY CNN RNN GRU,0.8052784849374746,0.5220287664379183,0.4129855406284332
S4,MA HY CNN GRU,0.656146781261721,0.6792274376294424,0.576741035381953
S4,MA HY RNN GRU,0.9543925915206112,0.2893102763723703,0.2364519603716002
S4,MA HY RNN LSTM,0.9008890704048764,0.3891638492986811,0.3451775781644715
