Model,MSE,RMSE
cnn,0.7214096252584219,0.8493583609162989
rnn,0.0915853385663359,0.3026306966689531
gru,1.8291391717996688,1.3524567171631294
lstm,1.8653551161274333,1.3657800394380617
mvg_cnn,2.663278759291854,1.631955501627374
mvg_rnn,0.940443257808968,0.9697645373022092
mvg_gru,1.2008019136903079,1.0958110757289816
mvg_lstm,2.7887827923004465,1.6699649075056777
auto_cnn,1.2943691716814536,1.1377034638610597
auto_rnn,0.33172827597268373,0.575958571403086
auto_gru,1.7679636975513868,1.3296479600072295
auto_lstm,2.332529629141514,1.5272621350447715
mvg_auto_cnn,0.5987885344398584,0.7738142764513061
mvg_auto_rnn,0.05134969220209893,0.22660470472189878
mvg_auto_gru,2.290574177365277,1.5134642966932774
mvg_auto_lstm,2.569748486296788,1.603043507300032
