Model,MSE,RMSE
cnn,2.0449095792774803,1.4300033493937978
rnn,0.12238255916409345,0.3498321871470569
gru,0.5699245208542982,0.7549334545867591
lstm,1.4043993504496315,1.1850735633072031
mvg_cnn,2.2703187071029647,1.5067576802867024
mvg_rnn,0.17659729527635554,0.42023480969138616
mvg_gru,0.7955459373336624,0.8919338189202506
mvg_lstm,0.7831226497847626,0.8849421731304044
auto_cnn,3.339420260908294,1.827408071807798
auto_rnn,0.2197000253792267,0.4687216928831294
auto_gru,0.7120838806987438,0.8438506270061923
auto_lstm,1.8771264120915858,1.370082629658367
mvg_auto_cnn,3.314162318598314,1.8204840890813394
mvg_auto_rnn,0.4470403538934934,0.6686107641172803
mvg_auto_gru,0.746995434063369,0.8642889760163374
mvg_auto_lstm,0.7983869732629865,0.8935250266573324
